CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10057,1903-2498-9798-6208,6595.22,4627.44,2867.9,753.27,41612.31,395.07,32.1,3,2023-01-19
C10058,5853-0581-3262-0879,3758.89,1378.93,101.92,1523.39,35348.58,490.12,150.81,26,2024-06-28
C10059,7282-2797-2466-2992,13000.37,4079.03,1058.61,2024.31,11076.39,6441.25,1900.12,18,2024-11-03
C10060,8911-5219-7901-0542,593.8,1867.05,446.05,331.31,10273.05,436.24,61.74,8,2023-01-27
C10061,3874-4611-6413-7298,17501.69,4927.51,2006.18,2505.04,47052.62,9808.93,4931.83,34,2024-11-18
C10062,2926-9951-4083-9302,8824.78,3092.68,1750.49,986.82,48029.59,3053.74,1066.96,3,2024-12-29
C10063,8041-2024-9720-3125,4436.11,4412.63,3181.94,737.89,33187.3,230.83,120.28,31,2023-09-14
C10064,4319-9308-3270-8259,16828.96,2089.38,1711.04,555.8,49742.97,2655.12,242.91,17,2023-08-11
C10065,7079-8619-1516-0135,19808.0,4583.04,2294.38,2453.95,49094.01,9575.12,6294.85,2,2023-03-23
C10066,4830-4950-7833-3830,16987.38,436.75,297.94,1968.4,34460.9,1638.79,1625.43,20,2024-12-23
C10067,5074-8958-8112-0766,6827.02,2733.43,1047.45,2046.11,33219.46,2585.05,2358.27,1,2023-05-22
C10068,8630-4600-8529-2402,8165.99,4477.3,2753.84,212.87,7055.98,7977.35,1920.56,3,2024-12-22
C10069,3342-6892-4660-6361,11220.8,3785.47,752.84,1109.94,22106.47,9121.43,3357.78,11,2023-11-25
C10070,3033-8355-3833-0194,19557.44,3452.71,3099.55,395.54,8216.12,16265.96,6193.14,36,2023-06-18
C10071,5257-6770-6623-7577,5535.81,3531.44,997.52,911.92,23962.01,565.16,18.33,7,2023-07-20
C10072,8687-7499-1131-0706,1550.96,218.31,91.91,2730.76,33072.23,973.93,371.8,1,2023-09-10
C10073,6808-7761-9730-1971,13030.28,4239.68,3433.01,2129.87,11439.52,2822.58,2165.16,3,2023-08-10
C10074,4260-6732-4100-6042,8036.98,1199.85,1096.38,2948.61,18156.13,2545.9,1731.07,6,2024-11-19
C10075,8768-7795-7261-2788,18408.85,4166.81,2523.72,2985.8,43131.08,4682.66,4673.45,2,2023-01-12
C10076,6237-6274-9162-4649,11971.68,1760.77,1413.64,356.96,39624.35,3354.84,1811.48,20,2024-01-19
C10077,9820-0389-3335-1696,4672.43,4252.7,3392.94,1003.83,31759.56,3959.31,2654.06,3,2024-07-08
C10078,5175-2243-1224-1771,2905.18,1501.74,511.02,598.06,45517.13,2867.1,1475.43,23,2024-02-09
C10079,8447-8521-6228-7922,8467.36,278.74,97.18,2092.44,12946.05,571.36,120.02,8,2023-08-18
C10080,9088-0432-7672-1419,18231.99,2676.57,481.98,2190.91,6878.15,15373.16,1544.89,23,2023-12-21
C10081,0321-6605-4353-3119,8737.38,4402.39,2496.54,2892.86,33439.51,4927.59,1914.8,2,2023-01-15
C10082,2804-9303-6902-1141,10713.66,1820.78,1124.81,1313.88,47110.69,7435.29,340.81,32,2023-07-20
C10083,8572-0969-2204-4871,15528.52,2503.82,193.95,2830.46,15629.12,11529.79,2452.33,2,2023-02-05
C10084,5812-0108-5990-7791,3631.89,4535.16,2523.6,204.74,26269.08,3628.91,3113.07,24,2024-10-05
C10085,5594-8297-9255-3693,5491.39,3047.97,501.96,10.91,28057.94,620.82,308.17,24,2023-11-04
C10086,8617-1277-4410-1484,5491.94,4040.86,1695.78,729.04,49404.14,4992.55,3239.82,35,2023-03-13
C10087,0909-1438-5059-2964,16878.56,137.93,45.15,2572.45,26078.53,3825.05,1644.05,29,2024-01-24
C10088,8183-1689-0072-7569,13543.95,3355.28,2694.0,1693.69,41889.06,2463.34,1441.44,15,2023-06-24
C10089,5083-8990-3499-2632,15062.24,745.68,688.37,119.54,17027.14,9187.17,2637.59,13,2023-09-29
C10090,7944-0420-2088-5212,15624.52,4495.12,1145.45,960.69,25974.36,4213.76,2720.78,11,2023-03-21
C10091,2467-5105-6477-3695,14756.15,818.78,278.92,1344.06,16385.3,4362.47,2244.51,4,2023-04-24
C10092,6064-5607-6990-3908,10683.96,4496.9,3452.32,60.31,29028.23,649.97,148.55,27,2023-02-27
C10093,6498-0684-8143-6962,9478.58,2384.91,52.9,1666.08,42126.63,2276.28,1969.42,8,2024-11-09
C10094,5020-0608-7215-5343,19121.96,3811.44,666.48,2259.28,23548.47,8897.55,171.39,29,2024-11-15
C10095,1144-3317-1079-2575,14310.72,1841.28,179.92,1333.24,31152.97,4421.93,109.28,27,2023-02-05
C10096,2261-5825-4064-8996,16415.65,3520.03,2299.8,1144.15,40203.61,6577.07,1532.49,1,2023-04-22
C10097,8969-2242-1718-8738,1249.61,2495.57,1754.21,99.07,25492.39,445.03,284.24,7,2024-08-04
C10098,6073-6192-4482-2747,13141.75,3287.96,243.11,1796.56,36415.96,5914.3,1151.61,3,2023-04-15
C10099,9177-6613-1381-3192,6473.62,4944.38,4685.23,1084.26,41932.93,2855.76,2280.55,25,2024-02-16
C10100,3160-2905-9519-5407,7686.6,4339.83,3099.03,2790.34,11379.53,7164.98,1435.81,19,2024-03-19
C10101,9891-3384-7674-5880,1764.28,1678.86,691.63,2297.94,45112.22,728.57,433.47,22,2024-03-08
C10102,0412-0861-5134-3138,3756.79,2445.92,1056.92,2830.18,25441.01,1021.39,651.83,27,2023-05-06
C10103,1196-2875-5302-6593,2041.93,3382.74,2573.64,2007.73,48284.03,566.79,398.87,12,2024-02-26
C10104,3087-4444-1750-8727,5715.91,3863.93,1546.46,942.55,22961.52,2698.61,2069.6,32,2023-02-23
C10105,6864-4309-7001-1086,6103.82,579.82,555.55,1848.17,48486.3,4185.39,2169.6,22,2024-12-14
C10106,8394-9361-7056-2925,6968.48,3681.27,827.23,845.3,11250.61,6455.78,3668.05,2,2024-03-04
C10107,6087-4468-8698-4335,5157.45,385.91,13.12,1979.78,37787.84,3987.24,2184.6,1,2023-07-28
C10108,9388-5623-6854-3762,4790.54,4633.15,2485.3,287.25,8247.39,3189.53,220.28,25,2023-02-08
C10109,6253-3998-9966-3564,18159.05,3442.93,827.63,2229.73,20017.93,2325.59,1390.9,13,2024-04-21
C10110,6527-3072-9207-1892,16518.24,3277.75,84.48,576.88,24140.42,12769.3,715.8,28,2023-10-10
C10111,7512-5600-8013-9690,1947.14,3905.29,2133.58,2745.49,41142.57,439.93,224.39,27,2024-10-12
C10112,0605-1196-5862-6085,12620.85,1138.08,793.12,2397.47,32693.86,7635.13,6878.26,19,2024-10-20
C10113,4014-4982-2772-1147,16215.94,1575.91,228.52,2369.58,8149.73,7438.54,4453.18,16,2023-04-17
C10114,7617-1043-5652-1478,14013.47,3783.69,3020.76,2124.72,45729.96,926.89,666.72,30,2023-08-08
C10115,9805-1750-6049-5847,11041.13,3151.27,1825.32,990.79,29113.99,5216.73,1475.66,24,2024-10-16
C10116,8960-5477-3908-3371,18376.35,4073.4,3708.65,360.91,15062.85,6206.32,4870.02,25,2023-01-10
C10117,9717-3368-8426-4935,13553.76,1199.71,784.53,864.2,47737.15,13471.57,6016.53,29,2024-07-28
C10118,7144-3032-5107-7807,3119.19,753.57,743.51,2931.81,16016.44,590.51,408.75,33,2023-06-20
C10119,9632-3327-1301-2194,5615.09,2409.02,365.2,843.11,18701.12,3149.08,441.76,13,2023-01-19
C10120,8555-5643-8735-2941,11480.42,370.34,63.75,2105.63,36729.58,4682.44,605.37,4,2024-06-20
C10121,9659-7489-3994-4926,13855.69,226.5,189.68,1878.46,14213.49,9124.44,2357.44,14,2024-04-21
C10122,8634-9568-7208-0944,1983.37,2961.48,749.83,2276.3,42001.15,1185.37,36.7,32,2024-10-13
C10123,1890-0759-0142-6332,4851.65,4451.0,1380.73,2258.98,43469.23,3509.93,419.17,18,2023-09-03
C10124,8581-0545-3461-8123,15601.74,1434.59,565.37,456.87,38704.66,4395.93,2715.1,35,2023-04-07
C10125,9019-5763-9221-9459,9045.44,4992.41,442.44,161.39,22852.59,6180.53,5347.24,12,2024-03-20
C10126,2318-7291-3825-1617,17332.63,3339.04,672.3,488.33,8248.73,6371.25,3359.04,26,2024-11-04
C10127,1485-1881-2425-3278,7358.21,3463.94,59.48,2627.07,22098.88,4287.68,2933.32,4,2024-01-04
C10128,7773-5494-6782-5814,19019.25,1600.95,234.13,2738.77,37327.05,2338.99,2281.53,31,2024-10-20
C10129,6348-8398-4215-1097,8545.4,1758.62,237.74,2600.24,14829.92,8041.58,1269.21,14,2023-09-15
C10130,8240-6712-3971-1898,17601.46,3533.67,1120.55,1450.27,42206.88,2626.84,2038.33,27,2023-01-29
C10131,8552-5316-0254-1424,19897.41,966.84,813.24,1434.26,34834.62,2957.18,2789.86,33,2023-11-15
C10132,4154-0558-7236-6384,12141.3,4244.46,635.79,432.22,49964.94,782.09,717.59,27,2024-08-16
C10133,4915-0364-9868-2561,2348.99,3343.98,728.49,671.05,44512.22,794.18,455.7,22,2023-11-14
C10134,2821-9503-9779-5182,11161.13,2580.25,1516.03,1623.76,13490.62,10461.93,5065.11,1,2023-01-09
C10135,3494-1177-2294-4933,4858.9,4749.27,4381.75,1561.33,14585.13,619.48,443.09,7,2024-01-07
C10136,1843-4296-8914-8710,14100.8,3938.87,393.4,2880.97,13625.99,12163.44,5738.04,19,2024-10-26
C10137,7455-5366-5967-8372,5621.37,1184.6,910.6,879.63,37094.36,5535.08,4679.64,31,2023-10-26
C10138,2318-3871-1425-6959,6972.89,2766.86,1202.38,1575.02,41051.92,5609.33,3461.64,18,2024-03-31
C10139,4569-6680-2364-3539,8277.21,857.83,596.77,11.27,39732.97,8189.04,3739.05,25,2023-05-20
C10140,3067-6445-4311-6364,15105.54,4084.65,2812.51,1618.46,14850.83,1853.1,128.9,24,2023-06-07
C10141,1910-2296-8077-1620,6013.21,2769.94,2541.39,2418.34,23185.63,3443.67,3285.77,3,2024-11-03
C10142,3608-8565-3702-3251,10203.09,589.61,529.4,2691.28,40938.43,8655.01,5405.39,1,2023-02-25
C10143,3502-8008-3235-8063,11748.53,4345.58,2766.48,543.08,30741.79,7629.95,7416.56,25,2023-05-13
C10144,9909-9703-4033-9041,18666.12,704.41,7.03,2713.04,43548.14,8214.57,1516.0,34,2024-10-15
C10145,6306-2736-5832-4018,4033.77,444.02,127.12,534.55,16573.25,3112.84,2123.82,18,2024-06-26
C10146,5505-2318-7310-8674,18443.28,4449.47,564.87,363.27,19237.81,15185.28,4523.92,21,2023-07-09
C10147,0293-5226-5185-4281,10281.96,4749.24,1022.44,227.79,31275.55,7815.54,1118.4,17,2024-07-24
C10148,9544-0859-5004-3819,2860.5,4111.62,3818.62,1916.73,33756.13,2368.14,2004.69,24,2024-10-09
C10149,9772-8779-1617-5785,12132.38,2143.66,1283.31,1629.0,34327.8,11132.5,10561.57,36,2024-02-23
C10150,9073-0980-3981-0118,17267.69,3187.17,1431.75,2622.43,26938.81,11308.67,135.73,8,2023-03-23
C10151,6881-4218-6675-4389,8913.12,4624.52,2415.19,924.32,21977.66,2310.88,1623.74,8,2024-06-10
C10152,6221-7785-3387-7888,16128.36,4189.27,2897.56,1202.77,28500.47,1099.93,78.96,18,2024-05-12
C10153,5683-9899-9895-0818,9458.37,3939.47,2562.68,373.8,13504.75,745.57,639.53,29,2023-01-14
C10154,7993-5506-8865-9632,18034.11,2250.98,1889.59,2431.16,12378.41,6553.84,2324.15,35,2023-08-28
C10155,6532-0072-3658-6988,18806.45,2451.67,1993.56,1937.22,37793.58,10308.63,4688.63,5,2023-01-02
C10156,4440-1521-3077-7082,10769.02,454.87,133.52,2825.3,7264.09,3006.28,44.32,34,2024-11-25
C10157,8612-5767-2887-5020,10512.72,2816.23,46.48,851.12,40635.38,6365.88,1318.77,29,2023-03-27
C10158,5955-2017-7212-5801,9038.09,3382.03,107.35,1913.89,39023.86,414.84,308.34,24,2024-03-02
C10159,0068-8332-6223-4968,11695.53,4851.36,3032.88,2857.33,35826.73,2519.21,989.87,4,2023-01-07
C10160,4942-2226-0045-6683,589.03,419.52,181.28,2726.96,27177.86,402.55,257.51,4,2024-08-22
C10161,5358-1914-3897-5380,13618.31,1756.02,1401.16,2369.98,7454.21,4749.57,1483.01,33,2024-02-11
C10162,0140-1533-7219-5035,4508.31,1822.47,171.55,2286.77,46081.97,4124.45,3463.9,3,2023-12-01
C10163,3716-2052-0439-8028,16199.43,4749.96,2550.89,2109.76,46055.86,15911.32,13127.94,15,2023-11-06
C10164,7932-6629-6479-3023,14031.21,4218.53,1532.69,265.98,20801.7,8148.02,1486.02,36,2024-08-09
C10165,3220-6608-7875-4499,9835.85,1085.59,694.57,2065.03,35272.78,9659.44,8583.22,32,2024-04-19
C10166,6370-7730-4591-8501,16871.73,2279.27,1989.61,702.2,9761.67,1915.99,642.32,7,2023-12-21
C10167,2162-8708-0070-4259,6858.71,1870.31,1147.43,144.76,21033.22,1496.94,460.13,8,2023-07-11
C10168,4354-6346-9562-6599,10995.36,3918.6,1407.89,2487.67,32662.09,2161.25,1790.22,27,2023-05-13
C10169,0763-7373-4869-5602,17077.82,305.04,278.63,143.94,44133.12,16809.16,11501.03,18,2023-06-25
C10170,1452-6416-3133-3051,16679.42,3900.29,62.36,1497.66,30996.73,3072.53,384.64,25,2024-10-05
C10171,1944-2670-8288-9596,13346.67,3640.65,3555.56,483.02,30576.06,956.38,136.58,1,2023-06-26
C10172,6024-9045-0949-9505,9675.65,2265.43,1511.45,268.29,40627.3,9393.45,2924.29,26,2024-05-27
C10173,7109-4933-5098-7602,12186.5,369.85,20.88,2782.43,37264.03,8447.83,1906.87,26,2024-04-07
C10174,2087-0114-3855-8994,14455.33,2377.69,1756.12,323.08,30239.81,5935.81,840.15,10,2024-06-14
C10175,5458-4571-8366-4322,11870.33,2564.82,1016.25,1755.39,16529.23,10600.11,6175.8,13,2023-08-19
C10176,4128-7763-7116-1849,2156.04,1629.13,1073.07,1406.52,24957.39,526.43,311.03,28,2023-09-17
C10177,5174-4159-9144-3189,1270.65,1286.15,497.87,2026.67,6170.41,547.27,345.52,19,2024-11-16
C10178,5676-3625-8187-7326,10924.77,198.27,50.53,1546.3,46017.45,10911.15,6645.88,22,2023-11-22
C10179,6884-1073-3056-9833,8925.6,826.72,552.72,1841.99,41995.94,5953.22,816.51,22,2024-07-21
C10180,1651-4735-8923-8320,5891.42,2789.72,1138.16,332.66,21030.82,4188.39,2485.49,19,2024-08-19
C10181,1705-0460-5233-9712,9081.47,1097.01,67.15,1721.79,25172.55,5777.3,5135.76,5,2024-11-15
C10182,6750-3695-2974-0995,13251.61,4458.51,688.11,785.53,30503.23,8153.33,2582.24,34,2023-12-09
C10183,7057-1050-7605-3155,6816.2,3987.66,685.35,1696.85,26102.01,2686.37,2370.15,25,2024-01-20
C10184,8800-7495-8207-2534,16708.86,2030.72,1739.09,1159.2,23974.34,2205.86,1460.7,5,2024-02-28
C10185,7825-1136-5518-4506,10134.35,774.96,521.49,2207.34,7863.7,7186.68,689.37,34,2023-03-24
C10186,9913-9095-8348-5395,15020.07,2742.38,1405.22,1490.4,18348.95,4845.31,1520.47,26,2024-01-28
C10187,8494-4369-0324-8394,18983.97,2846.52,2628.93,96.65,42389.11,2525.21,549.15,23,2023-07-31
C10188,3569-0310-4177-6418,1471.32,3378.57,200.28,1181.91,21913.58,1121.29,337.03,36,2024-10-03
C10189,9409-3818-6878-2175,839.08,1097.63,458.7,794.93,5962.43,633.5,79.2,31,2024-01-09
C10190,3125-5728-8620-2365,3087.98,1397.51,622.45,2286.97,22524.53,308.47,268.83,35,2024-04-03
C10191,5595-5551-0339-4105,812.5,4463.44,1751.79,811.83,21483.83,278.68,271.96,4,2024-05-10
C10192,6077-4237-1295-9800,6658.53,3899.6,1217.65,415.73,42834.43,5251.08,3493.32,20,2023-05-07
C10193,0474-9006-7890-5025,16466.32,2827.78,2097.41,2776.34,39063.51,7467.17,2695.42,20,2024-10-12
C10194,5634-6435-1544-7748,16932.96,2051.65,137.0,137.0,13577.21,6308.4,2054.51,30,2024-05-24
C10195,8884-6082-7240-3960,9856.49,386.15,150.79,1827.21,36855.3,5605.46,3853.36,32,2024-06-18
C10196,7109-5908-4284-5080,2428.04,2197.03,2116.26,2459.35,23346.6,903.26,787.45,18,2023-12-27
C10197,7914-5444-4088-8008,5188.84,1781.94,1488.09,1956.3,13160.29,1733.74,723.83,8,2024-12-23
C10198,5998-3752-3350-8297,3281.41,1727.79,1194.47,73.51,36507.69,104.98,99.36,11,2024-12-06
C10199,0176-7536-7769-5048,18462.27,1092.46,918.43,2558.3,18715.4,15637.03,1450.83,26,2024-02-29
C10200,2836-1937-3505-5851,18063.73,1538.57,441.98,2082.05,49517.76,5009.7,2952.18,8,2024-09-29
C10201,8800-6051-2994-4287,12007.56,4855.52,1471.82,1503.47,20752.21,6935.7,4173.44,5,2023-10-08
C10202,5668-0498-3295-3778,5872.01,4988.17,2715.94,2677.13,34113.47,4353.7,2625.04,10,2024-05-24
C10203,4483-9889-6952-4475,2476.59,327.84,52.56,2777.61,40160.72,867.69,347.55,4,2024-10-18
C10204,7069-8659-8540-1331,10650.18,2529.38,1651.2,2665.08,40717.76,10217.35,513.5,17,2024-09-25
C10205,5473-4800-1897-2196,11684.35,441.41,36.16,1851.76,10904.2,10206.28,3038.08,15,2023-09-14
C10206,4531-8403-0957-1627,9231.06,4541.18,1271.08,2190.85,40890.9,261.43,83.65,12,2023-07-27
C10207,2137-4662-5608-1754,18009.2,2863.88,1498.91,428.78,9327.29,6957.32,891.26,33,2024-05-09
C10208,2070-1004-4350-2102,8419.21,4859.13,4528.15,888.25,18934.3,5367.03,2362.72,16,2023-10-20
C10209,9525-5374-2135-9009,19205.34,1383.89,781.95,795.63,34555.91,1390.16,247.28,32,2023-09-04
C10210,0886-7435-2679-0558,4929.91,2601.75,1043.7,543.47,33966.91,196.89,164.06,28,2024-01-12
C10211,8909-4409-9180-6516,9281.71,1171.65,653.49,2345.9,16297.66,9043.55,2734.17,26,2024-05-29
C10212,0383-6544-4783-5456,3714.13,2854.07,72.7,2239.41,33874.75,2461.8,745.07,7,2024-12-20
C10213,8442-8006-7899-1563,13698.66,780.1,736.34,1785.43,23034.28,10686.29,7361.92,11,2024-03-22
C10214,9952-4134-7475-9257,14996.97,1549.33,349.42,275.93,37106.46,2812.18,422.74,15,2024-03-20
C10215,8567-7062-7176-6802,11998.67,1605.73,1064.72,1075.4,31487.68,10998.26,2037.83,10,2024-10-08
C10216,6973-3016-6417-1661,1766.35,3808.16,3621.47,2243.31,6005.66,1635.85,92.03,17,2024-04-15
C10217,5787-4283-5643-8155,8539.47,1886.74,1715.61,2165.01,27101.09,3923.9,3541.25,1,2023-06-13
C10218,4730-2911-5318-7919,5380.74,1367.1,760.0,362.59,34770.76,685.17,672.63,13,2024-08-12
C10219,0437-6148-9665-7667,7685.64,3485.84,529.5,2779.54,35992.25,1392.89,925.54,11,2024-02-01
C10220,7340-9094-4374-7158,2421.93,2612.73,1359.71,60.65,42378.96,1725.08,261.34,13,2023-10-30
C10221,4007-1620-0233-1891,999.78,861.84,668.67,851.57,30077.98,663.13,320.69,20,2023-08-14
C10222,2933-2476-7999-0801,6919.73,1170.7,62.13,2907.64,13996.61,4870.52,1954.36,15,2023-01-03
C10223,7194-0465-4422-0476,19240.27,1959.41,1591.56,1643.34,45894.55,1744.45,305.8,31,2024-08-13
C10224,4665-5621-3608-3281,1015.63,870.57,484.57,2852.96,35656.57,316.54,184.41,28,2023-12-04
C10225,1988-9254-4370-4542,509.01,2447.99,822.95,1164.27,25193.82,417.18,267.14,11,2024-06-22
C10226,4360-6989-8672-8921,18661.33,1875.56,592.89,2263.5,24149.77,1081.56,1014.88,23,2024-03-02
C10227,7620-2957-4856-0429,13630.81,2013.91,984.68,1437.62,31550.87,3877.7,109.99,19,2023-06-08
C10228,4568-7289-2055-1133,17255.59,2377.59,1768.38,336.51,34418.15,1738.18,633.23,9,2023-12-30
C10229,1244-7178-9421-5394,11656.19,1352.68,904.49,1315.88,19307.24,6862.93,4524.16,20,2024-11-12
C10230,0606-0398-9952-8164,1551.39,2145.81,1206.45,764.42,39508.2,1257.42,1213.76,7,2023-08-17
C10231,9111-9144-8684-0521,3589.07,4522.2,2566.22,2295.34,15231.01,606.37,16.65,15,2024-07-04
C10232,3104-9431-5930-7119,18095.53,3195.63,1773.96,2674.17,35714.24,16306.74,6497.64,13,2023-08-11
C10233,2465-9996-4536-9679,9107.29,1832.72,1366.71,153.39,15263.26,5684.45,4376.63,4,2023-03-08
C10234,9353-2135-1963-4311,3593.05,1264.57,1174.09,2790.59,30802.89,2704.91,2493.79,6,2023-01-03
C10235,5912-4787-4196-0172,16135.16,3248.14,63.2,426.97,31798.58,13034.19,10122.56,30,2024-02-29
