customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
13567338,Wahab Borah,bhattlakshit@example.com,+912286009144,"H.No. 739, Dewan Marg
Jamshedpur 475311",Hubli–Dharwad,509163,2024-10-14,Premium,10,1054.12
7591711,Triya Kakar,xshetty@example.net,+913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0
22102079,Vrinda Lalla,balakrishnanyutika@example.net,+917567554265,"H.No. 73
Gupta Road, Barasat 506282",Alwar,595920,2024-06-21,Premium,10,615.86
48910430,Janani Prasad,abhirambabu@example.com,+918550270063,"149
Pall Path, Aurangabad-876025",Bardhaman,125846,2024-09-04,Premium,3,1474.04
27604184,Tripti Nadig,tmaster@example.com,+918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86
79672044,Jagdish Vora,hemangini55@example.com,+915901330659,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,2023-12-17,New,8,1115.88
13461704,Zayan Ratta,shivansh35@example.com,+914996250775,"33/78
Joshi Path, Ludhiana-975587",Nanded,770516,2024-04-04,Premium,4,1024.45
66135710,Zayan Thakkar,ranveer19@example.net,+914797514705,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680,2023-11-28,New,6,308.63
50572914,Ishani Mukherjee,shivani15@example.net,+916128520461,"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,654429,2023-10-21,Regular,20,701.55
4386273,Jagrati Sengupta,pandeymahika@example.org,+911622184828,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,2024-06-26,Inactive,12,298.97
57537308,Ayush Buch,morejagdish@example.net,+912414404228,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981,2024-05-18,New,8,1641.88
34526442,Harita Chatterjee,gaurika82@example.com,+911099088799,"H.No. 249, Malhotra
Ghaziabad-893659",Raipur,674102,2023-09-27,Regular,14,1956.45
67383024,Riya Kothari,chowdhuryimaran@example.net,+917775061608,"648, Biswas Street, Jalandhar 957104",Kollam,436202,2024-04-10,Premium,14,1240.9
28350645,Alka Srinivasan,xtalwar@example.org,+917083212594,"623, Bassi Chowk, Patiala-864851",Ratlam,360999,2024-01-12,Inactive,9,553.0
81940369,Nilima Chaudhuri,agrawalmugdha@example.com,+912540363435,"H.No. 466, Bhavsar Nagar, Kalyan-Dombivli-115231",Nellore,522947,2024-02-24,Premium,10,316.79
89950235,Aarav Dayal,darsh33@example.net,+912975749481,"H.No. 639
Chowdhury Path, Tadepalligudem-993818",Warangal,334280,2023-12-24,Premium,13,1179.29
88202341,Jagrati Dubey,vasatika03@example.net,+916290915278,"470, Kibe Zila, Tirupati-332036",Kottayam,174979,2023-08-20,Inactive,9,644.06
41155125,Yahvi Doshi,daliaoviya@example.com,+918695302072,"11
Kaul Path, Berhampore 085176",Tenali,082916,2024-04-22,Inactive,14,1454.3
46369552,Keya Modi,bbumb@example.org,+917249134497,"49/76
Bansal Path, Bangalore-861073",Jaipur,688982,2024-09-16,Regular,17,456.51
48943848,Tarak Nair,atwalmeghana@example.org,+914393489828,"145, Apte Street
Orai-869408",Patiala,993533,2024-06-21,Premium,13,245.46
39645619,Indira Jaggi,falaksunder@example.org,+913217797684,"08/524
Toor Path, Imphal 250392",Maheshtala,740640,2023-06-17,Regular,13,1512.4
76917159,Hiral Arya,mason40@example.net,+919423640425,"53/93, Saran Road, Sambhal 129176",Ludhiana,591173,2024-06-23,Premium,11,1777.83
72366758,Vedant Sengupta,xbarad@example.net,+915548301513,"51/364, Dewan Path
Mumbai-975747",Ichalkaranji,228827,2023-11-19,Inactive,9,513.7
66140659,Omya Iyengar,ishanimaharaj@example.net,+916881997869,"H.No. 51, Lanka Street
Bettiah 293595",Ongole,015696,2023-12-09,Premium,8,509.85
87457446,Yashodhara Sarraf,prabhudaksha@example.com,+916371662776,"H.No. 80
Seshadri Chowk
Chittoor 085684",Katihar,525466,2024-07-02,Premium,7,1301.39
10830043,Gabriel Iyer,bbala@example.com,+917749185958,"H.No. 369, Buch Circle, Jammu-963201",Hospet,548469,2023-10-15,New,9,899.6
97150234,Ishaan Brahmbhatt,madhavi33@example.com,+917565232774,"997, Lala Path
Anantapuram-222697",Bihar Sharif,945899,2023-11-22,New,13,1527.55
72489544,Sanaya Joshi,gsampath@example.net,+917642751322,"H.No. 551, Bava Chowk
Madurai-398541",Siwan,332066,2024-09-19,Inactive,17,1600.17
81352781,Brinda Bassi,jminhas@example.net,+912401887733,"03/95, Virk Road
Satna 527580",Dehradun,455587,2024-02-27,Regular,4,564.55
88130777,Darsh Gupta,xdash@example.org,+918488103744,"508
Brar Path, Machilipatnam 589416",North Dumdum,424291,2023-10-17,New,16,301.23
65294340,Jasmit Kota,arjunbandi@example.com,+918690426482,"53/982, Pandya Marg
Anantapur-635508",Jamalpur,835263,2024-04-16,New,17,356.29
40387944,Chavvi Gill,qabil65@example.net,+913771369246,"584, Mohanty Marg, Mirzapur-256533",Parbhani,373298,2024-03-15,Regular,10,569.91
91868185,Raghav Sathe,ekaniparmer@example.org,+919502350382,"00/26, Chandra Chowk, Uluberia 117916",Srinagar,517675,2023-10-15,New,1,1657.84
31846190,Charan Choudhary,tristantank@example.org,+913765675938,"23/56, Kadakia Marg
Patna-321511",Kolkata,264654,2024-09-08,New,4,1176.18
15529446,Pallavi Goda,samarthpandey@example.com,+911060144223,"H.No. 264
Master Chowk, Patna-122382",Haridwar,665417,2023-10-10,Premium,9,854.35
20956158,Kashish Misra,issacjalsa@example.net,+918164398862,"55/77
Nadkarni Zila
Machilipatnam 232117",Kavali,767570,2024-03-10,Premium,7,312.69
68159723,Yashvi Pathak,wallaarunima@example.org,+916156322453,"866, Zachariah Zila
Madurai 896328",Orai,197279,2024-05-21,New,6,1214.62
48554440,Rohan Ganesan,bhavika36@example.net,+919450531493,"27/72
Raj Chowk, Bhiwani-471346",Malegaon,231443,2024-03-28,Regular,17,1354.99
966247,Jeevika Deo,sbalasubramanian@example.net,+914778660685,"894, Chanda Road
Kamarhati 134874",Junagadh,410259,2023-11-16,Inactive,13,1110.76
40015980,Dipta Deshmukh,dugarpooja@example.org,+919603818038,"96/245, Karnik Street
Bijapur-598528",Katni,118043,2023-06-28,New,18,1031.91
63262519,Benjamin Balakrishnan,nkaran@example.com,+912022513666,"H.No. 08
Kalla Road
Udupi 906901",Karaikudi,681242,2024-02-21,Regular,10,607.45
81763298,Laban Kumar,xhanda@example.com,+917218237156,"71
Chadha Marg, Tezpur 405760",Ichalkaranji,469063,2023-07-29,Premium,1,1747.14
49985597,Neel Rastogi,rachana02@example.net,+910963742438,"27/024, Kumer Circle, Kurnool-562150",Kishanganj,147502,2024-08-06,Regular,3,775.73
21282544,Warda Basak,lchoudhary@example.net,+919755371641,"413
Kakar Road
Ujjain 345914",Jaunpur,808063,2024-08-28,Regular,16,657.98
78868716,Sai Chhabra,mahika95@example.net,+912345303128,"H.No. 581
Prabhakar Road, Morena 912519",Madhyamgram,179333,2023-12-10,Inactive,5,1774.41
30733165,Gaurang Grewal,gramesh@example.org,+916506983114,"94/94, Hayer Ganj, Dhanbad-672298",Ujjain,119364,2024-05-10,Inactive,10,1609.11
78678612,Kritika Padmanabhan,divyaluthra@example.com,+919528247423,"H.No. 71
Shroff Nagar, Bellary-820754",Mehsana,505469,2024-06-20,Premium,1,795.06
48511124,Girish Shankar,aggarwalhenry@example.org,+912703776064,"H.No. 39, Sekhon Street, Sagar 312966",Korba,315557,2023-05-15,Inactive,10,1076.14
26412689,Yadavi Rastogi,hemanimander@example.net,+915932940928,"H.No. 486, Chaudhary Road
Gangtok-942061",Bahraich,693005,2024-06-13,Regular,1,1700.46
26303194,Janaki Parsa,bhargavanachiket@example.org,+911394026169,"49
Varghese Road, Raichur-972279",Pali,544786,2023-04-29,Premium,18,1045.94
93735495,Urvi Prasad,sanyathaman@example.org,+914690237071,"H.No. 537, Solanki Nagar, Adoni-229163",Jehanabad,984732,2023-05-23,Regular,7,871.15
8395610,Ranveer Subramanian,gourkeya@example.org,+919565623211,"892, Shukla Path
Nandyal 578526",Erode,820741,2024-03-23,Inactive,18,294.53
41640262,Vihaan Gola,samesh12@example.com,+913681309390,"708
Rao Nagar
Gandhidham-720600",Ulhasnagar,275919,2023-08-17,Inactive,9,1805.87
60618999,Lopa Vig,dalbir15@example.org,+916107809027,"551, Sawhney Road
Satna 010828",Pudukkottai,596613,2024-07-28,Regular,15,1631.96
77220027,Aryan Krish,agatedaksh@example.com,+912081733998,"18/938, Pai Marg
Aurangabad 807716",Coimbatore,387538,2023-12-11,Premium,16,551.81
32019725,Tarak Rout,nitarabatta@example.net,+918312294019,"H.No. 952, Munshi Zila
Pondicherry 250063",Panchkula,791364,2024-01-19,Premium,19,1169.96
38709137,Neha Gade,lmahal@example.com,+917282970070,"34/477, Bali Ganj, Udaipur 580186",Mau,855661,2023-07-07,Inactive,18,1307.64
11540364,Jonathan Virk,wiyer@example.net,+919470187869,"H.No. 14, Bir Path
Ujjain 314070",Firozabad,094033,2024-09-24,New,20,517.32
59207798,Chakrika Bhargava,omlopa@example.org,+912674586312,"18
Master Zila
Miryalaguda 319766",Ballia,078765,2023-07-02,Premium,4,1441.64
10797688,Sudiksha Mannan,janigauri@example.net,+911173858493,"782, Golla Ganj
Kottayam-979207",Bathinda,220981,2023-05-22,New,7,1017.39
88965399,Darsh Sura,yachanabalakrishnan@example.net,+915674743154,"H.No. 599
Menon Path, Kalyan-Dombivli 164642",Guntur,563500,2024-05-28,Regular,3,1144.21
10608845,Aadi Gole,vbalan@example.com,+918797630971,"69/876, Varughese Path
Tadipatri 100656",Bhilwara,702163,2024-03-29,Premium,2,735.36
28603182,Karan Narayan,zaid12@example.net,+915668029297,"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,663469,2024-08-02,New,11,490.13
1152215,Yachana Pathak,chakradevnigam@example.org,+912968749008,"067, Rao Street
Motihari 908674",Dhanbad,251590,2024-05-27,Inactive,2,1637.43
24357425,Wriddhish Munshi,nazaretharin@example.net,+919235521021,"H.No. 36, Dani Nagar, Madurai-481558",Farrukhabad,399792,2024-07-17,Inactive,6,798.18
93924203,Xalak Goyal,iyengaryashoda@example.net,+919121320359,"H.No. 86
Bath Path, Aligarh 524302",Jorhat,023557,2023-04-21,Premium,18,1360.15
61406908,Harrison Mistry,abhimanyu55@example.org,+918553078964,"H.No. 08, Deo
Aizawl-412973",Deoghar,365307,2023-12-24,Regular,1,458.39
78841932,Bhavani Rai,varkeyalexander@example.com,+915276737008,"H.No. 104
Tak Ganj, Bhatpara 028985",Guna,907803,2024-04-19,Inactive,4,979.63
67310893,Idika Patla,arya77@example.org,+917710512882,"91/165, Dewan Circle
Ajmer-980052",Chennai,286135,2024-04-10,New,19,1592.94
666589,Kevin Bassi,jainchandani@example.net,+912286568717,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969,2023-07-31,Regular,15,465.38
73639935,Urvi Deo,talwargautami@example.com,+910653605570,"12/820, Radhakrishnan Ganj
Aligarh-496495",Medininagar,528705,2023-09-21,Inactive,10,360.91
51592174,Jasmit Sura,anusha59@example.com,+912105350444,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886,2023-08-11,New,2,794.83
12338529,Rishi Nayak,yash47@example.org,+911626035168,"59/031
Kohli Road, Bhilwara 572342",Bangalore,448389,2024-10-03,New,11,347.1
81757554,Yagnesh Nadkarni,srinivasnisha@example.net,+919948703080,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,2024-04-18,Premium,12,1815.02
95372766,Hitesh Morar,ikbalwagle@example.org,+913522324064,"06
Dixit
Bahraich 227315",Latur,609032,2024-01-15,Regular,9,629.05
28111842,Charles Kannan,amrita30@example.org,+915274016671,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693,2024-09-09,Premium,8,1892.45
27878182,Qabil Lata,aarnav41@example.com,+910674077181,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,2023-03-30,Inactive,1,1023.51
27353891,Gabriel Ahluwalia,tahuja@example.com,+917146866075,"295, Varty
Jabalpur-431897",Parbhani,889940,2023-06-25,Premium,20,1110.61
19179897,Tarak Nagi,dasoliver@example.net,+917958910560,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209,2023-08-14,Premium,18,1491.58
63630649,Indira Golla,atikhanna@example.org,+912942586703,"44/45
Kamdar Path, Mumbai 535037",Vijayawada,178528,2023-09-02,Premium,8,1626.79
16359370,Harsh Gaba,zayan66@example.org,+919244843255,"H.No. 384
Yohannan Chowk, Nanded-222053",South Dumdum,945900,2023-12-05,Premium,1,1352.7
92123198,Diya Munshi,garimadutt@example.com,+916233788456,"H.No. 86
Rastogi Road
Tiruchirappalli 971518",Bidar,505894,2023-08-30,Regular,8,224.01
77306672,Bina Seshadri,qsaha@example.com,+919226071144,"58
Balay Nagar, Berhampore 873691",Motihari,249750,2024-09-16,Regular,20,456.24
67696145,Isaac Rattan,yuvrajkant@example.net,+919860704868,"79/94, Kuruvilla Road, Bihar Sharif-023568",Bettiah,523966,2023-06-06,Regular,18,482.94
29902416,Falak Choudhry,gautampandit@example.org,+919002751510,"08/63
Bhatt Path
Khammam-521999",Tenali,401415,2023-07-17,Inactive,18,1010.11
11446157,Nidhi Borra,upadhriti34@example.org,+911548720905,"99/071, Dua Street, Sultan Pur Majra-817622",Shimoga,681393,2024-09-18,Inactive,8,400.97
84377964,Saumya Babu,palleta@example.com,+919610745850,"49, Deol Nagar, Khammam 908157",Tezpur,257432,2024-10-24,Inactive,13,1458.37
12591752,Zilmil Krishna,ukant@example.org,+918759648216,"116, Korpal Ganj
Junagadh 903149",Singrauli,711091,2023-05-28,Inactive,14,740.4
4940671,Sarthak Doshi,fariq53@example.org,+910560446881,"42, Mand Nagar
Kolkata-949731",Silchar,431653,2024-06-17,Inactive,7,494.03
88111697,Ronith Rajagopal,hemalkala@example.org,+919594249087,"68/88
Bhargava Marg, Rajahmundry-132192",Ballia,413102,2024-01-30,Regular,4,1731.14
98241853,Lila Mangal,reddydamini@example.com,+911819094177,"99/06
Kala Zila
Gandhidham 366062",Vellore,575103,2024-04-25,Premium,19,1203.76
75482,Jeet Gandhi,amrita05@example.net,+916683687947,"95/861, Jaggi, Sikar-343285",Korba,298093,2024-09-19,Regular,13,1938.38
6291143,Banjeet Oak,abhatia@example.com,+917842043541,"56/942
Rajan Road
Mysore 031754",Yamunanagar,135844,2023-08-05,Inactive,19,1934.37
20209237,Anthony Ratti,aryan46@example.com,+919343589933,"44/934, Varma Marg
Thiruvananthapuram-851021",Shimoga,467793,2024-02-11,Regular,19,1121.1
85435560,Viraj Nair,krishnavedhika@example.org,+918573659769,"32/80
Rajan Zila, Anantapur 869770",Ludhiana,660678,2024-07-28,Inactive,8,1309.0
68063317,Reva Rajagopal,lavanya06@example.com,+915914922675,"95, Bahl Zila
Kirari Suleman Nagar-350381",Muzaffarnagar,732932,2024-10-21,Inactive,4,1316.23
82594354,Harinakshi Sule,ocontractor@example.net,+919987025776,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,2024-01-04,Regular,7,321.8
51040116,Inaya Pillai,wyattsavant@example.com,+912195862964,"77
Mistry Ganj, Unnao-632141",Berhampur,595645,2023-11-14,Regular,11,783.03
78053306,Meera Naik,sdeo@example.org,+915474543951,"96/063
Aggarwal Ganj, Kozhikode 808109",Visakhapatnam,436981,2024-06-27,Inactive,6,1037.09
66761643,Samuel Mukherjee,wriddhishwagle@example.net,+915802972983,"63
Goel Zila
Ichalkaranji 944267",Anand,695591,2023-05-07,Regular,20,1432.01
81932548,Baghyawati Gill,vaishnaviagrawal@example.com,+914157659941,"227
Panchal Ganj, Raiganj 028467",Etawah,439705,2024-10-31,Premium,12,1508.41
19682060,Hamsini Swamy,vedhikasawhney@example.net,+917542713658,"14/652
Ganesan Nagar, Patna-892135",Jehanabad,273810,2024-02-12,Inactive,4,850.2
1719710,Pushti Sabharwal,ramachandranharini@example.com,+913657008587,"49, Halder Circle, Dindigul-895174",Giridih,798390,2023-06-26,New,2,1332.82
74195536,Champak Chhabra,ishanviratti@example.org,+917254004313,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407,2024-10-09,Premium,5,650.62
15534747,Oviya Luthra,edhar@example.org,+913346867550,"H.No. 51, Mahajan Street
Dehradun 313062",Kadapa,076910,2023-09-19,Inactive,15,362.34
95558510,Ekaraj Halder,jairaj73@example.com,+910597301955,"59, Raj, Tenali 078584",Bhind,565088,2023-06-25,Inactive,5,466.28
767523,Maya Khosla,khannaijaya@example.org,+918702216695,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,2023-05-27,Inactive,13,1737.28
55056284,Devika Lal,kamdarkalpit@example.com,+911917523704,"H.No. 812, Iyengar Path
Jaunpur 333582",Ichalkaranji,969027,2024-05-13,Inactive,11,373.44
86167288,Rachana Rajagopal,cratta@example.net,+918164279226,"H.No. 292
Baral Nagar
Bettiah-410932",Nagpur,155646,2023-08-14,Inactive,1,1049.94
96511007,Hema Mannan,minhasria@example.net,+914841825600,"25/07
Sarraf Ganj
Ajmer-104308",Dindigul,470156,2024-06-26,New,14,1243.4
31084686,Jai Ramaswamy,ylad@example.net,+914211350551,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018,2024-06-20,Regular,4,893.55
99594960,Amaira Tak,inarang@example.net,+918945188793,"14/029
Rajan
Shimoga-387010",Madanapalle,446417,2023-06-12,Inactive,16,1475.23
53815931,Praneel Sekhon,dalbirganguly@example.org,+912760371239,"06, Bedi, Sonipat-496094",Jaipur,663082,2023-07-19,Inactive,17,1739.94
21597477,Mugdha Chaudhuri,varshadate@example.net,+914449713252,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,2023-09-21,Inactive,18,246.42
243838,Sudiksha Nagar,chandanikrish@example.net,+913688907644,"H.No. 58
Cherian Zila
Dhule 851724",Visakhapatnam,865844,2024-05-16,New,11,1158.27
15484407,Saksham Kaur,nathmohammed@example.net,+912436260247,"45, Gera Path, Medininagar-812341",Kakinada,457519,2024-06-11,Premium,18,560.95
21677923,Lipika Mukhopadhyay,masonnayar@example.net,+915843023006,"045
Nath Circle, Nagpur-291495",Kakinada,247798,2023-07-18,New,17,465.55
24845814,Harshil Shukla,vedhikavora@example.net,+914481465069,"H.No. 189
Brahmbhatt
Shimoga 947864",Raipur,046092,2023-03-31,Regular,17,423.79
99893898,Vedant Master,forumwable@example.com,+916100269271,"123, Manda Circle, Dehradun 286985",Berhampore,893327,2023-11-22,New,16,365.4
95856869,Bahadurjit Ratta,dinradhika@example.org,+914932348174,"H.No. 031, Lala Nagar, Nandyal 203236",Tirupati,650085,2024-03-08,New,12,531.83
40275138,Eiravati Thaker,umangbabu@example.net,+913593061474,"14/926
Goswami Nagar
Bhiwani-379094",Bathinda,833704,2024-01-05,Inactive,18,1468.32
12814732,Janya Soni,shenoyharita@example.net,+917962909548,"054
Acharya Ganj, Dhanbad 214980",Karaikudi,768626,2023-05-26,Regular,8,1473.36
4057678,Brijesh Khalsa,rrai@example.org,+919640449299,"96/44, Bhargava
Bikaner 112116",Kadapa,383118,2023-05-27,Inactive,19,882.63
46682777,Simon Parekh,vigekiya@example.org,+915321666790,"22
Balay Road
Thanjavur 478790",Medininagar,705746,2024-07-02,Inactive,10,600.09
10562528,Udant Dada,odika72@example.com,+916268234175,"H.No. 19, Taneja Ganj, Malda-646819",Udaipur,579690,2024-07-11,Premium,12,887.02
31978160,Kiaan Khare,januja42@example.net,+913690372079,"H.No. 76, Sharma Zila
Bharatpur 622055",Saharanpur,506540,2024-05-01,New,8,1881.61
14207332,Ucchal Uppal,epandya@example.com,+910556108847,"88, Contractor
Silchar 827375",Aligarh,571862,2024-01-03,Regular,18,1263.17
76019750,Omisha Balan,advaithsahota@example.com,+914087964632,"91, Uppal Path
Guwahati 827046",Thiruvananthapuram,320360,2024-01-04,New,20,310.83
36833857,Omya Banik,jeet65@example.org,+914224626112,"19
Dada Marg, Hajipur-162049",Silchar,319422,2024-02-26,Premium,7,1882.18
84275450,Frederick Sem,ucchalsingh@example.com,+919792106665,"50/504
Sha Zila
Agra-731162",Nellore,809285,2024-03-10,Premium,17,239.05
6367136,Yashica Jayaraman,kmane@example.org,+910288989871,"47/70
Kalita Road
Jalgaon-197155",Rohtak,337064,2024-02-17,Regular,18,1662.44
27049432,Mitali Shankar,sahotaudarsh@example.net,+917330361553,"91/62
Chandra, Ambala-225973",Nagaon,068240,2023-07-08,Premium,1,1866.16
69863493,Yashica Madan,jsehgal@example.com,+914102629181,"36, Rau Circle
Meerut-833400",Junagadh,342288,2023-06-09,Regular,6,1620.01
35349582,Raksha Kalla,qvohra@example.net,+911616073929,"159, Sahni Circle, Panihati 063296",Bhilai,563148,2024-01-28,Premium,6,932.85
20148223,Manbir Dua,schar@example.org,+910841775043,"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,675142,2023-05-26,Inactive,5,599.99
46684081,Darika Hans,shahaarna@example.com,+910111026662,"223, Jani Road
Hindupur 177571",Ghaziabad,519748,2023-04-01,Premium,11,1225.01
49795571,Rajata Agrawal,charvikurian@example.net,+912035357315,"43/482
Munshi Zila, Khandwa 356038",Loni,073093,2024-03-08,Premium,13,401.72
44935198,Chakrika Divan,wazirpandit@example.org,+918262249067,"80/85, Thakkar Circle, Bikaner 110079",Tumkur,112464,2023-12-05,New,14,973.32
74515162,Aarnav Parsa,miteshvarghese@example.org,+910175896842,"72
Koshy, Pali 271238",Durgapur,233703,2024-08-19,New,10,1605.13
54885705,David Date,ojasvisandhu@example.com,+915698167849,"74/94, Badal Nagar, Jalna 695558",Amritsar,359792,2024-03-30,Premium,13,432.05
96793479,Abhimanyu Venkataraman,wramakrishnan@example.com,+916421168105,"70, Wali Marg, Saharanpur-050662",Ambarnath,540050,2024-08-23,Inactive,18,1185.01
87335844,Chandran Chakraborty,nborah@example.com,+917358385469,"218
Bedi Chowk, Nangloi Jat 363286",Shivpuri,133563,2023-06-29,Premium,11,1770.89
67340606,Onkar Arya,lekharadhakrishnan@example.org,+919744838836,"H.No. 08, Goda Street
Madurai 153185",Tirunelveli,991020,2024-06-20,Premium,6,263.58
72667140,Neelima Raj,benharrison@example.net,+913425966061,"00/569
Hayer Street, Srinagar 199551",Mysore,827748,2023-07-30,Premium,9,1106.22
71956734,Sneha Chaudhuri,kalasaanvi@example.org,+912805301886,"759
Sahni Marg
Parbhani 296580",Adoni,396862,2024-07-04,New,8,1219.73
8536503,Ubika Om,daminikala@example.com,+911159408273,"76/125, Bora Chowk
Bharatpur-089713",Ramagundam,111678,2023-04-19,Regular,9,399.57
70179018,Sai Brar,shaoni@example.net,+916854861520,"H.No. 689
Tara Chowk
Phagwara-194850",Bhiwani,759090,2024-09-11,New,5,1725.79
68219091,Tanvi Dixit,deourvi@example.com,+917408608823,"26
Shah Road, Nadiad 221103",Ongole,443175,2024-10-04,Regular,16,529.87
71890882,Mitali Parsa,khalsazaid@example.org,+919036276522,"65
Balasubramanian Road, Akola 312577",Fatehpur,316173,2024-03-16,Premium,6,907.37
44928499,Aarav Andra,sonikabir@example.org,+910814388898,"H.No. 730
Saraf Marg, Lucknow-500239",Ramgarh,227609,2023-04-09,New,10,915.27
35302195,Garima Chahal,wyatt01@example.com,+915011795455,"467
Bains Ganj
Allahabad-875803",Maheshtala,476166,2023-04-03,New,16,420.19
25641500,Harshil Vaidya,michaelthakur@example.org,+910022986645,"H.No. 76, Kamdar Street
Nizamabad 170922",Sultan Pur Majra,580141,2024-10-20,Premium,18,241.19
29272253,Brijesh Nadkarni,gaurangigarg@example.com,+915986579788,"52
Subramaniam Road, Ozhukarai-599981",Kolhapur,373917,2024-09-19,New,18,1282.7
30643619,Ethan Nagi,dmukherjee@example.com,+919871390677,"219, Ratti Street
Gwalior 736989",Shimla,499186,2024-03-31,Inactive,5,1084.47
40800762,Pranav Dar,urvashi38@example.org,+916133330746,"70/167, Gaba Ganj
Madhyamgram 684375",Pallavaram,455611,2023-10-30,Inactive,10,1781.9
74212242,Netra Kaul,manya42@example.org,+919403832810,"78
Nagy Street, Giridih-598307",Allahabad,725534,2023-10-12,Premium,2,1065.52
30265929,Nandini Brahmbhatt,dixitganga@example.org,+917876111371,"32/39
Natt Ganj
Thrissur-034713",Nizamabad,844891,2024-08-04,Premium,15,1388.33
22321208,Pratyush Bedi,praneel86@example.net,+913108657015,"74/583
Kapoor Nagar
Buxar-561567",Ballia,740752,2024-10-02,Regular,18,558.66
60385293,Edhitha Pandey,hchaudry@example.org,+912421513035,"30/01, Pillay Road
Jammu-165930",Medininagar,950046,2024-02-22,Premium,17,228.44
