CUSTOMER_ID,FIRST_NAME,LAST_NAME,GENDER,DOB,CITY,STATE,ZIP,EMAIL,PHONE,LOYALTY_TIER,REGISTRATION_DATE
CUS00032,Rohan,Iyer,Other,1994-10-21,Pune,Maharashtra,218972,user32@email.com,9595475899,Platinum,2020-09-23
CUS00033,Varun,Reddy,F,1978-05-26,Surat,Gujarat,851413,user33@email.com,9413383963,Silver,2022-09-24
CUS00034,Nisha,Bose,Other,1998-04-20,Kolkata,West Bengal,355570,user34@email.com,9590470737,Silver,2020-09-15
CUS00035,Rahul,Pandey,F,1995-02-28,Pune,Maharashtra,243139,user35@email.com,9174958005,Bronze,2024-04-05
CUS00036,Neha,Agarwal,M,1999-11-20,Chandigarh,Punjab,925981,user36@email.com,9645179180,Bronze,2024-01-20
CUS00037,Divya,Mehta,F,1973-06-03,Mumbai,Maharashtra,708093,user37@email.com,9808605988,Silver,2021-09-01
CUS00038,Amit,Verma,F,1995-10-17,Bengaluru,Karnataka,448588,user38@email.com,9692616814,Gold,2022-09-28
CUS00039,Amit,Rao,F,1989-09-17,Pune,Maharashtra,831380,user39@email.com,9356415500,Silver,2024-10-25
CUS00040,Neha,Agarwal,M,2000-12-06,Chennai,Tamil Nadu,880879,user40@email.com,9607854378,Gold,2021-11-28
CUS00041,Sanjay,Shah,Other,1982-01-16,Chandigarh,Punjab,930884,user41@email.com,9981270974,Silver,2021-01-29
CUS00042,Isha,Patel,M,1996-09-03,Bengaluru,Karnataka,718849,user42@email.com,9456476596,Gold,2022-11-01
CUS00043,Neha,Mishra,M,1976-02-27,Bhopal,Madhya Pradesh,579123,user43@email.com,9116479358,Gold,2023-03-22
CUS00044,Neha,Reddy,M,1980-04-02,Pune,Maharashtra,919488,user44@email.com,9384566044,Bronze,2024-05-11
CUS00045,Sanjay,Singh,F,1988-11-15,Kochi,Kerala,993744,user45@email.com,9824085842,Gold,2022-11-27
CUS00046,Kiran,Bose,F,1975-05-28,Pune,Maharashtra,137642,user46@email.com,9762992051,Bronze,2022-03-18
CUS00047,Tara,Mehta,Other,1981-10-22,Surat,Gujarat,883041,user47@email.com,9197044071,Silver,2023-10-11
CUS00048,Ajay,Kumar,M,1974-03-18,Delhi,Delhi,827712,user48@email.com,9421549249,Platinum,2023-07-16
CUS00049,Kiran,Patel,M,1989-03-07,Mumbai,Maharashtra,493049,user49@email.com,9562446417,Bronze,2021-08-22
CUS00050,Nisha,Tiwari,F,1972-02-17,Jaipur,Rajasthan,288803,user50@email.com,9282518553,Bronze,2023-01-10
CUS00051,Neha,Shah,F,1989-09-20,Lucknow,Uttar Pradesh,352528,user51@email.com,9634366139,Platinum,2021-07-11
CUS00052,Pooja,Mishra,F,1975-12-02,Bengaluru,Karnataka,581894,user52@email.com,9374154962,Silver,2020-10-01
CUS00053,Ritu,Mishra,F,1971-12-01,Nagpur,Maharashtra,810526,user53@email.com,9686905284,Bronze,2020-05-27
CUS00054,Meera,Tiwari,M,1997-01-23,Ahmedabad,Gujarat,544920,user54@email.com,9841218491,Bronze,2022-08-20
CUS00055,Divya,Nair,Other,1998-10-06,Bhopal,Madhya Pradesh,994787,user55@email.com,9618840705,Bronze,2022-11-23
CUS00056,Rajesh,Pillai,F,1984-06-03,Pune,Maharashtra,833247,user56@email.com,9417001612,Bronze,2021-07-27
CUS00057,Tara,Shah,M,1993-12-29,Bhopal,Madhya Pradesh,693419,user57@email.com,9836371599,Gold,2023-07-20
CUS00058,Geeta,Pandey,F,1985-10-08,Mumbai,Maharashtra,973294,user58@email.com,9407298630,Gold,2021-08-17
CUS00059,Swathi,Pillai,M,1981-01-04,Chennai,Tamil Nadu,299367,user59@email.com,9766676815,Bronze,2024-06-23
CUS00060,Lata,Reddy,F,1978-08-26,Chandigarh,Punjab,757937,user60@email.com,9794002948,Bronze,2021-09-22
CUS00061,Amit,Patel,F,1992-08-01,Chandigarh,Punjab,867934,user61@email.com,9241102355,Bronze,2023-12-02
CUS00062,Kiran,Agarwal,M,1988-09-21,Kolkata,West Bengal,238579,user62@email.com,9944511703,Silver,2023-05-13
CUS00063,Suresh,Kapoor,F,1988-09-03,Hyderabad,Telangana,970813,user63@email.com,9276678230,Bronze,2024-09-21
CUS00064,Isha,Mehta,F,1988-02-03,Bhopal,Madhya Pradesh,455168,user64@email.com,9963538119,Bronze,2024-08-27
CUS00065,Vikram,Iyer,F,1999-01-09,Delhi,Delhi,859396,user65@email.com,9824138175,Platinum,2024-12-15
CUS00066,Ritu,Verma,M,1971-06-21,Bhopal,Madhya Pradesh,929090,user66@email.com,9523671208,Bronze,2024-08-28
CUS00067,Sneha,Mishra,M,1978-05-05,Jaipur,Rajasthan,885395,user67@email.com,9821920438,Bronze,2022-11-08
CUS00068,Varun,Pillai,M,1970-10-29,Pune,Maharashtra,345180,user68@email.com,9606244434,Bronze,2023-02-04
CUS00069,Kavya,Rao,F,1998-09-03,Nagpur,Maharashtra,332120,user69@email.com,9795411453,Bronze,2023-06-17
CUS00070,Amit,Mehta,F,1995-10-08,Bhopal,Madhya Pradesh,222343,user70@email.com,9250084428,Bronze,2021-12-07
CUS00071,Divya,Bose,M,1974-04-12,Mumbai,Maharashtra,346205,user71@email.com,9677186272,Bronze,2022-10-29
CUS00072,Meera,Verma,M,1988-07-25,Ahmedabad,Gujarat,878325,user72@email.com,9880179899,Bronze,2020-04-02
CUS00073,Dev,Kumar,F,1978-08-12,Pune,Maharashtra,745558,user73@email.com,9538211092,Platinum,2021-03-02
CUS00074,Priya,Pillai,M,1996-08-11,Kolkata,West Bengal,566297,user74@email.com,9353524015,Gold,2024-06-06
CUS00075,Tara,Pillai,F,1988-12-18,Delhi,Delhi,776149,user75@email.com,9485123110,Bronze,2024-10-24
CUS00076,Rahul,Kumar,F,1975-06-04,Kolkata,West Bengal,964226,user76@email.com,9588249062,Bronze,2020-10-02
CUS00077,Dev,Pandey,Other,1997-08-21,Chennai,Tamil Nadu,153035,user77@email.com,9944814262,Bronze,2020-09-23
CUS00078,Ritu,Tiwari,M,1980-06-23,Bengaluru,Karnataka,970127,user78@email.com,9921581473,Silver,2024-12-12
CUS00079,Rahul,Iyer,M,1975-05-31,Lucknow,Uttar Pradesh,254721,user79@email.com,9946799779,Platinum,2020-12-28
CUS00080,Arjun,Reddy,Other,1991-12-11,Mumbai,Maharashtra,666456,user80@email.com,9369137895,Gold,2020-09-28
CUS00081,Tara,Sharma,M,1994-06-16,Delhi,Delhi,475644,user81@email.com,9948239575,Gold,2021-02-21
CUS00082,Kiran,Sharma,M,1984-05-11,Lucknow,Uttar Pradesh,154944,user82@email.com,9236105947,Gold,2022-08-04
CUS00083,Sneha,Singh,F,1977-04-22,Jaipur,Rajasthan,915809,user83@email.com,9488736388,Silver,2024-03-18
CUS00084,Amit,Kapoor,M,1995-05-24,Delhi,Delhi,744986,user84@email.com,9146562851,Gold,2022-05-22
CUS00085,Neha,Kapoor,M,1988-02-21,Nagpur,Maharashtra,774591,user85@email.com,9133447745,Bronze,2021-08-11
CUS00086,Neha,Shah,M,1977-10-26,Ahmedabad,Gujarat,213206,user86@email.com,9626422169,Gold,2022-11-14
CUS00087,Rohan,Singh,M,1984-06-20,Ahmedabad,Gujarat,255539,user87@email.com,9170525764,Bronze,2020-09-30
CUS00088,Dev,Tiwari,F,1991-05-06,Lucknow,Uttar Pradesh,440981,user88@email.com,9508992977,Platinum,2023-01-05
CUS00089,Divya,Mishra,F,1990-02-06,Jaipur,Rajasthan,551096,user89@email.com,9206492059,Gold,2020-01-26
CUS00090,Neha,Verma,F,1979-04-05,Delhi,Delhi,325468,user90@email.com,9561784080,Silver,2020-12-11
CUS00091,Nisha,Rao,F,1992-05-30,Chennai,Tamil Nadu,518098,user91@email.com,9546665485,Gold,2021-06-18
CUS00092,Nisha,Rao,F,1974-08-22,Hyderabad,Telangana,492483,user92@email.com,9263894795,Silver,2024-09-16
CUS00093,Rohan,Singh,F,1996-03-11,Ahmedabad,Gujarat,197758,user93@email.com,9563723880,Bronze,2022-08-22
CUS00094,Meera,Reddy,F,1981-12-04,Kochi,Kerala,714953,user94@email.com,9702998820,Silver,2020-09-25
CUS00095,Sneha,Agarwal,M,1992-11-26,Surat,Gujarat,797660,user95@email.com,9905611583,Silver,2021-06-16
CUS00096,Lata,Patel,Other,1999-10-10,Nagpur,Maharashtra,729575,user96@email.com,9435489452,Bronze,2022-07-23
CUS00097,Suresh,Nair,M,1977-11-28,Lucknow,Uttar Pradesh,605612,user97@email.com,9340781088,Gold,2022-02-10
CUS00098,Neha,Verma,M,1990-12-09,Hyderabad,Telangana,899649,user98@email.com,9399110343,Silver,2020-04-28
CUS00099,Nisha,Verma,Other,2000-03-08,Chandigarh,Punjab,958182,user99@email.com,9767570850,Silver,2020-07-13
CUS00100,Kavya,Sharma,F,1998-11-30,Surat,Gujarat,789786,user100@email.com,9990626742,Silver,2020-03-29
CUS00101,Ananya,Gupta,F,1996-09-19,Mumbai,Maharashtra,423993,user101@email.com,9464883950,Bronze,2023-05-16
CUS00102,Neha,Reddy,F,1976-12-04,Bengaluru,Karnataka,520252,user102@email.com,9174716780,Bronze,2023-02-21
CUS00103,Aarav,Singh,F,1974-09-28,Surat,Gujarat,325583,user103@email.com,9503935666,Silver,2022-04-14
CUS00104,Ananya,Pillai,M,1984-11-29,Hyderabad,Telangana,440140,user104@email.com,9934120892,Platinum,2020-05-13
CUS00105,Rohan,Patel,M,1991-12-02,Lucknow,Uttar Pradesh,891083,user105@email.com,9763398699,Bronze,2024-06-30
CUS00106,Arjun,Mishra,F,1973-11-25,Delhi,Delhi,609253,user106@email.com,9751842899,Silver,2024-06-07
CUS00107,Rahul,Kapoor,M,1991-07-17,Kolkata,West Bengal,550797,user107@email.com,9219066986,Bronze,2021-04-09
CUS00108,Rajesh,Bose,F,1994-08-05,Surat,Gujarat,423401,user108@email.com,9148766522,Bronze,2022-09-15
CUS00109,Priya,Sharma,M,1974-03-18,Lucknow,Uttar Pradesh,321494,user109@email.com,9923935280,Bronze,2021-05-26
CUS00110,Divya,Rao,M,1977-03-14,Kolkata,West Bengal,621546,user110@email.com,9902100304,Silver,2024-02-10
CUS00111,Sanjay,Verma,F,1993-06-05,Bengaluru,Karnataka,624563,user111@email.com,9699924859,Gold,2022-07-01
CUS00112,Meera,Singh,M,1971-08-01,Chandigarh,Punjab,878086,user112@email.com,9145421708,Silver,2024-06-18
CUS00113,Geeta,Singh,F,1988-01-03,Ahmedabad,Gujarat,703727,user113@email.com,9560940492,Silver,2021-02-28
CUS00114,Dev,Agarwal,M,1990-04-04,Kochi,Kerala,524707,user114@email.com,9122394554,Platinum,2024-11-13
CUS00115,Ritu,Pandey,F,1979-01-16,Bengaluru,Karnataka,823108,user115@email.com,9488536370,Bronze,2023-10-13
CUS00116,Sneha,Iyer,M,1976-07-31,Bhopal,Madhya Pradesh,519902,user116@email.com,9662600500,Bronze,2023-02-07
CUS00117,Divya,Rao,M,1990-07-07,Bhopal,Madhya Pradesh,916964,user117@email.com,9280531127,Bronze,2021-02-15
CUS00118,Sneha,Kapoor,F,1971-02-12,Surat,Gujarat,913934,user118@email.com,9475138838,Bronze,2021-02-17
CUS00119,Dev,Reddy,M,1975-07-20,Bhopal,Madhya Pradesh,253557,user119@email.com,9374843786,Bronze,2023-11-12
CUS00120,Vikram,Singh,M,1980-05-03,Lucknow,Uttar Pradesh,910389,user120@email.com,9774254861,Silver,2024-06-15
CUS00121,Rajesh,Tiwari,M,1972-04-04,Chandigarh,Punjab,691912,user121@email.com,9790407222,Silver,2023-03-21
CUS00122,Kiran,Rao,M,1971-08-25,Lucknow,Uttar Pradesh,171603,user122@email.com,9603500181,Silver,2024-12-02
CUS00123,Ritu,Gupta,F,1989-10-04,Kolkata,West Bengal,469038,user123@email.com,9644748834,Bronze,2024-08-01
CUS00124,Amit,Patel,M,1993-09-24,Ahmedabad,Gujarat,972097,user124@email.com,9408246619,Bronze,2020-05-30
CUS00125,Neha,Singh,F,1995-12-27,Bhopal,Madhya Pradesh,631699,user125@email.com,9512834919,Silver,2023-01-27
CUS00126,Ritu,Patel,M,1988-08-11,Jaipur,Rajasthan,949153,user126@email.com,9713811693,Silver,2022-06-01
CUS00127,Swathi,Bose,F,1995-06-01,Hyderabad,Telangana,164879,user127@email.com,9583745511,Bronze,2023-06-07
CUS00128,Varun,Rao,Other,1988-09-19,Nagpur,Maharashtra,188425,user128@email.com,9641755366,Silver,2023-11-21
CUS00129,Pooja,Mishra,Other,1985-06-11,Mumbai,Maharashtra,649525,user129@email.com,9661296425,Silver,2022-12-08
CUS00130,Meera,Mehta,M,1993-10-11,Hyderabad,Telangana,912085,user130@email.com,9463318956,Silver,2020-04-26
CUS00131,Ritu,Rao,M,1996-08-24,Mumbai,Maharashtra,199096,user131@email.com,9699108439,Silver,2021-01-29
CUS00132,Arjun,Pandey,F,1991-10-10,Kolkata,West Bengal,449555,user132@email.com,9187512088,Silver,2020-08-22
CUS00133,Geeta,Pillai,M,1977-07-07,Bengaluru,Karnataka,787923,user133@email.com,9849987147,Silver,2022-04-06
CUS00134,Swathi,Singh,M,1974-01-13,Bengaluru,Karnataka,494976,user134@email.com,9790945624,Gold,2021-06-22
CUS00135,Vikram,Kapoor,M,1982-09-03,Bhopal,Madhya Pradesh,803024,user135@email.com,9554629125,Silver,2023-10-19
CUS00136,Meera,Mehta,M,1990-01-14,Mumbai,Maharashtra,324597,user136@email.com,9466932310,Platinum,2023-06-17
CUS00137,Rahul,Iyer,Other,1988-01-20,Ahmedabad,Gujarat,262471,user137@email.com,9182855381,Bronze,2021-02-06
CUS00138,Sneha,Kapoor,F,1995-09-07,Chandigarh,Punjab,975686,user138@email.com,9893112954,Gold,2023-08-11
CUS00139,Tara,Rao,F,1973-12-06,Mumbai,Maharashtra,748052,user139@email.com,9240712839,Silver,2024-12-29
CUS00140,Ananya,Joshi,F,1997-04-08,Bengaluru,Karnataka,908554,user140@email.com,9770809983,Gold,2024-08-25
CUS00141,Lata,Mishra,M,1990-01-08,Bengaluru,Karnataka,481995,user141@email.com,9826239153,Gold,2021-08-23
CUS00142,Swathi,Mehta,F,1991-01-11,Ahmedabad,Gujarat,921874,user142@email.com,9582032731,Bronze,2024-01-25
CUS00143,Divya,Bose,F,1988-10-01,Chennai,Tamil Nadu,303440,user143@email.com,9494966219,Silver,2022-04-26
CUS00144,Amit,Mishra,F,1983-09-27,Lucknow,Uttar Pradesh,915922,user144@email.com,9510032406,Silver,2022-12-11
CUS00145,Ananya,Nair,F,1995-04-07,Pune,Maharashtra,245121,user145@email.com,9368438908,Bronze,2024-12-25
CUS00146,Neha,Pillai,F,1974-10-23,Ahmedabad,Gujarat,207573,user146@email.com,9863860982,Gold,2023-03-16
CUS00147,Sneha,Mehta,M,1992-12-31,Bhopal,Madhya Pradesh,268099,user147@email.com,9392907427,Silver,2022-06-23
CUS00148,Vikram,Agarwal,M,1971-04-03,Jaipur,Rajasthan,332823,user148@email.com,9976928440,Silver,2020-05-10
CUS00149,Geeta,Sharma,M,1992-04-02,Hyderabad,Telangana,515712,user149@email.com,9639026034,Bronze,2024-12-02
CUS00150,Rohan,Pillai,M,1970-09-09,Pune,Maharashtra,434165,user150@email.com,9206389694,Gold,2024-08-13
CUS00151,Kiran,Reddy,M,1991-11-20,Surat,Gujarat,400814,user151@email.com,9990949719,Silver,2020-08-06
CUS00152,Vikram,Bose,M,1997-01-02,Bhopal,Madhya Pradesh,105506,user152@email.com,9185068029,Bronze,2023-09-02
CUS00153,Varun,Reddy,F,2000-07-10,Chennai,Tamil Nadu,862560,user153@email.com,9753780028,Silver,2023-05-11
CUS00154,Ajay,Mehta,M,1972-06-17,Delhi,Delhi,227767,user154@email.com,9151270577,Bronze,2021-10-03
CUS00155,Ritu,Pandey,F,1994-05-04,Surat,Gujarat,216242,user155@email.com,9998386592,Platinum,2023-05-09
CUS00156,Kavya,Sharma,F,1983-07-04,Lucknow,Uttar Pradesh,702980,user156@email.com,9359779090,Gold,2024-07-20
CUS00157,Nisha,Sharma,F,1991-06-14,Kolkata,West Bengal,352249,user157@email.com,9712745501,Silver,2020-10-15
CUS00158,Tara,Singh,F,1975-10-16,Surat,Gujarat,478120,user158@email.com,9172670118,Platinum,2024-03-29
CUS00159,Suresh,Kapoor,F,1971-03-15,Jaipur,Rajasthan,509420,user159@email.com,9604803700,Bronze,2021-07-17
CUS00160,Meera,Gupta,F,1972-01-26,Pune,Maharashtra,474440,user160@email.com,9946666926,Bronze,2020-01-23
CUS00161,Lata,Kumar,F,1982-03-26,Chennai,Tamil Nadu,870899,user161@email.com,9912477810,Bronze,2024-10-31
CUS00162,Meera,Verma,M,1989-06-23,Mumbai,Maharashtra,774020,user162@email.com,9288000513,Gold,2022-04-27
CUS00163,Amit,Bose,F,1991-03-31,Surat,Gujarat,950916,user163@email.com,9244796859,Bronze,2020-11-01
CUS00164,Amit,Patel,M,1995-02-05,Chandigarh,Punjab,145934,user164@email.com,9949447049,Bronze,2020-05-11
CUS00165,Kiran,Mehta,F,1989-10-01,Mumbai,Maharashtra,955015,user165@email.com,9683074770,Silver,2021-12-17
CUS00166,Ajay,Nair,M,1992-12-28,Mumbai,Maharashtra,918771,user166@email.com,9151329185,Gold,2021-01-19
CUS00167,Arjun,Kumar,F,2000-04-11,Hyderabad,Telangana,558176,user167@email.com,9529520110,Gold,2024-03-09
CUS00168,Sanjay,Rao,Other,1979-10-20,Nagpur,Maharashtra,620306,user168@email.com,9843102880,Silver,2023-04-23
CUS00169,Ritu,Kapoor,M,1972-07-11,Nagpur,Maharashtra,186624,user169@email.com,9880697625,Silver,2022-10-14
CUS00170,Swathi,Joshi,F,1975-12-08,Pune,Maharashtra,436814,user170@email.com,9210163669,Bronze,2020-05-27
CUS00171,Divya,Mehta,M,1999-12-08,Surat,Gujarat,852524,user171@email.com,9557538651,Bronze,2022-03-27
CUS00172,Meera,Mishra,M,1974-01-09,Ahmedabad,Gujarat,469685,user172@email.com,9760191749,Platinum,2021-02-26
CUS00173,Dev,Patel,M,1986-05-10,Kolkata,West Bengal,768480,user173@email.com,9536164913,Bronze,2022-02-07
CUS00174,Lata,Joshi,Other,1997-08-21,Chandigarh,Punjab,249715,user174@email.com,9752376434,Silver,2022-06-26
CUS00175,Priya,Reddy,M,1994-04-02,Ahmedabad,Gujarat,916332,user175@email.com,9792738367,Bronze,2023-12-20
CUS00176,Rajesh,Patel,F,1979-11-03,Pune,Maharashtra,812048,user176@email.com,9583100677,Platinum,2023-07-22
CUS00177,Amit,Singh,F,1984-01-08,Hyderabad,Telangana,655178,user177@email.com,9494009507,Bronze,2021-09-30
CUS00178,Arjun,Iyer,Other,1976-01-19,Surat,Gujarat,127172,user178@email.com,9889924866,Bronze,2021-05-16
CUS00179,Sanjay,Verma,M,1995-12-26,Jaipur,Rajasthan,912609,user179@email.com,9379484009,Gold,2022-07-07
CUS00180,Swathi,Mehta,F,1979-02-09,Chennai,Tamil Nadu,615060,user180@email.com,9314939857,Bronze,2022-09-05
CUS00181,Rohan,Mishra,M,1995-05-03,Bhopal,Madhya Pradesh,848022,user181@email.com,9577934499,Platinum,2024-04-25
CUS00182,Tara,Rao,F,1996-09-05,Chandigarh,Punjab,844007,user182@email.com,9169727803,Silver,2021-01-10
CUS00183,Prakash,Mehta,F,1979-08-02,Kolkata,West Bengal,846385,user183@email.com,9861888313,Platinum,2024-09-19
CUS00184,Ananya,Pillai,F,1998-06-08,Surat,Gujarat,227257,user184@email.com,9315801027,Gold,2022-01-19
CUS00185,Ritu,Bose,M,1970-07-26,Chennai,Tamil Nadu,680933,user185@email.com,9714478186,Bronze,2022-06-30
CUS00186,Kavya,Reddy,F,1976-03-01,Chandigarh,Punjab,190403,user186@email.com,9170596494,Bronze,2020-04-27
CUS00187,Lata,Bose,F,1979-11-16,Kochi,Kerala,906527,user187@email.com,9539625898,Gold,2024-12-03
CUS00188,Vikram,Rao,F,1996-10-24,Delhi,Delhi,571832,user188@email.com,9600184588,Silver,2021-07-31
CUS00189,Vikram,Verma,F,1997-07-23,Hyderabad,Telangana,290802,user189@email.com,9924399252,Platinum,2022-11-30
CUS00190,Suresh,Patel,F,1984-11-25,Pune,Maharashtra,643269,user190@email.com,9264299106,Bronze,2020-11-04
CUS00191,Kiran,Iyer,M,1985-12-07,Bengaluru,Karnataka,644103,user191@email.com,9404994549,Gold,2022-08-07
CUS00192,Rahul,Verma,M,1971-07-18,Kolkata,West Bengal,755383,user192@email.com,9425155441,Silver,2020-09-14
CUS00193,Suresh,Joshi,F,1970-03-17,Delhi,Delhi,708851,user193@email.com,9265564833,Bronze,2020-05-23
CUS00194,Lata,Pandey,M,1976-07-28,Lucknow,Uttar Pradesh,690996,user194@email.com,9144232045,Gold,2020-12-02
CUS00195,Rohan,Patel,F,1990-05-30,Mumbai,Maharashtra,908475,user195@email.com,9719303396,Bronze,2021-02-23
CUS00196,Ajay,Tiwari,M,1997-06-27,Chennai,Tamil Nadu,770030,user196@email.com,9132519237,Silver,2022-12-18
CUS00197,Kavya,Mehta,F,1976-03-26,Surat,Gujarat,416768,user197@email.com,9618558050,Bronze,2022-01-15
CUS00198,Tara,Shah,M,1988-08-05,Chandigarh,Punjab,176517,user198@email.com,9839393192,Bronze,2023-06-21
CUS00199,Nisha,Bose,F,1973-10-04,Ahmedabad,Gujarat,456717,user199@email.com,9751396498,Bronze,2020-01-29
CUS00200,Mohan,Rao,F,1980-09-25,Bhopal,Madhya Pradesh,462147,user200@email.com,9528118701,Bronze,2024-04-13
CUS00201,Suresh,Verma,M,1995-08-27,Hyderabad,Telangana,353480,user201@email.com,9600871106,Bronze,2022-02-23
CUS00202,Pooja,Reddy,M,1993-05-31,Ahmedabad,Gujarat,404309,user202@email.com,9512477736,Gold,2024-11-21
CUS00203,Pooja,Joshi,F,1980-08-20,Pune,Maharashtra,705748,user203@email.com,9874305759,Bronze,2023-10-28
CUS00204,Ananya,Bose,Other,1991-02-07,Chandigarh,Punjab,589491,user204@email.com,9635539154,Gold,2024-12-21
CUS00205,Aarav,Singh,F,1982-02-07,Ahmedabad,Gujarat,629996,user205@email.com,9590947659,Platinum,2023-11-09
CUS00206,Rajesh,Pillai,M,1985-01-10,Chennai,Tamil Nadu,395023,user206@email.com,9631388604,Silver,2024-02-25
CUS00207,Dev,Bose,M,1970-01-13,Bhopal,Madhya Pradesh,108574,user207@email.com,9215424112,Silver,2021-05-17
CUS00208,Arjun,Pillai,F,1977-04-01,Nagpur,Maharashtra,483713,user208@email.com,9148578655,Silver,2020-04-12
CUS00209,Kavya,Nair,M,1980-06-07,Lucknow,Uttar Pradesh,402620,user209@email.com,9178954113,Bronze,2023-01-10
CUS00210,Ajay,Verma,M,1980-08-06,Ahmedabad,Gujarat,753516,user210@email.com,9830572478,Silver,2022-09-20
CUS00211,Sneha,Shah,M,1972-12-06,Bengaluru,Karnataka,455556,user211@email.com,9698967370,Platinum,2023-11-08
CUS00212,Vikram,Nair,F,1999-04-19,Chandigarh,Punjab,520884,user212@email.com,9636954564,Bronze,2022-09-09
CUS00213,Vikram,Rao,F,1981-08-13,Mumbai,Maharashtra,644559,user213@email.com,9590687732,Bronze,2024-01-07
CUS00214,Suresh,Reddy,M,1977-01-13,Nagpur,Maharashtra,742848,user214@email.com,9442019016,Bronze,2020-12-08
CUS00215,Lata,Mehta,F,1974-04-08,Lucknow,Uttar Pradesh,631958,user215@email.com,9989368954,Silver,2024-12-12
CUS00216,Mohan,Tiwari,M,1975-07-13,Ahmedabad,Gujarat,955374,user216@email.com,9117863798,Bronze,2021-08-20
