CUSTOMER_ID,FIRST_NAME,LAST_NAME,CITY,STATE,ZIP
C000090,Aarav,Sharma,Ahmedabad,Gujarat,421955
C000091,Ananya,Patel,Pune,Maharashtra,243883
C000092,Aarav,Kumar,Mumbai,Maharashtra,428394
C000093,Aarav,Singh,Chennai,Tamil Nadu,222547
C000094,Reyansh,Chowdhury,Chennai,Tamil Nadu,669042
C000095,Kiran,Kumar,Delhi,Delhi,252483
C000096,Saanvi,Mehta,Ahmedabad,Gujarat,768271
C000097,Kiran,Patel,Bengaluru,Karnataka,324835
C000098,Saanvi,Patel,Bengaluru,Karnataka,511896
C000099,Saanvi,Reddy,Mumbai,Maharashtra,194896
C000100,Ananya,Patel,Kolkata,West Bengal,587095
C000101,Vivaan,Gupta,Chennai,Tamil Nadu,181295
C000102,Kiran,Sharma,Delhi,Delhi,383255
C000103,Asha,Reddy,Pune,Maharashtra,409648
C000104,Vivaan,Mehta,Pune,Maharashtra,767162
C000105,Rahul,Chowdhury,Mumbai,Maharashtra,118155
C000106,Rahul,Mehta,Delhi,Delhi,576872
C000107,Reyansh,Reddy,Ahmedabad,Gujarat,484705
C000108,Asha,Gupta,Bengaluru,Karnataka,681542
C000109,Priya,Reddy,Ahmedabad,Gujarat,720269
C000110,Diya,Kumar,Hyderabad,Telangana,664594
C000111,Saanvi,Chowdhury,Delhi,Delhi,257718
C000112,Priya,Reddy,Chennai,Tamil Nadu,418987
C000113,Aarav,Chowdhury,Pune,Maharashtra,755263
C000114,Reyansh,Chowdhury,Pune,Maharashtra,468745
C000115,Diya,Gupta,Chennai,Tamil Nadu,217512
C000116,Saanvi,Gupta,Pune,Maharashtra,257443
C000117,Asha,Kumar,Mumbai,Maharashtra,580587
C000118,Ananya,Reddy,Delhi,Delhi,483616
C000119,Asha,Kumar,Ahmedabad,Gujarat,767409
C000120,Priya,Chowdhury,Ahmedabad,Gujarat,796976
C000121,Vivaan,Gupta,Mumbai,Maharashtra,475871
C000122,Rahul,Kumar,Chennai,Tamil Nadu,485037
C000123,Kiran,Mehta,Hyderabad,Telangana,227796
C000124,Asha,Mehta,Ahmedabad,Gujarat,401999
C000125,Asha,Mehta,Kolkata,West Bengal,302506
C000126,Priya,Gupta,Pune,Maharashtra,379544
C000127,Saanvi,Kumar,Hyderabad,Telangana,490002
C000128,Ananya,Mehta,Delhi,Delhi,649439
C000129,Asha,Singh,Delhi,Delhi,700978
C000130,Ananya,Chowdhury,Chennai,Tamil Nadu,638787
C000131,Kiran,Gupta,Hyderabad,Telangana,640583
C000132,Ananya,Gupta,Delhi,Delhi,498215
C000133,Diya,Singh,Chennai,Tamil Nadu,431184
C000134,Aarav,Singh,Hyderabad,Telangana,532515
C000135,Aarav,Sharma,Hyderabad,Telangana,778234
C000136,Reyansh,Chowdhury,Hyderabad,Telangana,488480
C000137,Aarav,Gupta,Delhi,Delhi,142711
C000138,Priya,Chowdhury,Ahmedabad,Gujarat,611157
C000139,Reyansh,Sharma,Pune,Maharashtra,294423
C000140,Priya,Patel,Hyderabad,Telangana,626349
C000141,Rahul,Chowdhury,Delhi,Delhi,767917
C000142,Kiran,Sharma,Delhi,Delhi,243272
C000143,Reyansh,Gupta,Bengaluru,Karnataka,753409
C000144,Ananya,Patel,Delhi,Delhi,187505
C000145,Kiran,Kumar,Kolkata,West Bengal,112869
C000146,Priya,Chowdhury,Kolkata,West Bengal,564351
C000147,Kiran,Reddy,Hyderabad,Telangana,422252
C000148,Kiran,Sharma,Hyderabad,Telangana,746584
C000149,Ananya,Kumar,Delhi,Delhi,728467
C000150,Vivaan,Singh,Hyderabad,Telangana,200272
C000151,Reyansh,Patel,Chennai,Tamil Nadu,148467
C000152,Aarav,Reddy,Bengaluru,Karnataka,590047
C000153,Kiran,Chowdhury,Ahmedabad,Gujarat,769347
C000154,Aarav,Kumar,Hyderabad,Telangana,168871
C000155,Saanvi,Chowdhury,Hyderabad,Telangana,238391
C000156,Ananya,Gupta,Delhi,Delhi,549430
C000157,Rahul,Patel,Chennai,Tamil Nadu,720704
C000158,Reyansh,Gupta,Chennai,Tamil Nadu,366687
C000159,Vivaan,Sharma,Bengaluru,Karnataka,217450
C000160,Saanvi,Gupta,Bengaluru,Karnataka,281890
C000161,Vivaan,Chowdhury,Ahmedabad,Gujarat,548741
C000162,Rahul,Gupta,Hyderabad,Telangana,391974
C000163,Priya,Patel,Ahmedabad,Gujarat,510109
C000164,Rahul,Mehta,Mumbai,Maharashtra,226381
C000165,Aarav,Patel,Hyderabad,Telangana,583125
C000166,Kiran,Sharma,Chennai,Tamil Nadu,681621
C000167,Kiran,Sharma,Hyderabad,Telangana,244508
C000168,Priya,Chowdhury,Bengaluru,Karnataka,509111
C000169,Reyansh,Reddy,Hyderabad,Telangana,260810
C000170,Vivaan,Chowdhury,Ahmedabad,Gujarat,402890
C000171,Rahul,Mehta,Pune,Maharashtra,683665
C000172,Vivaan,Singh,Pune,Maharashtra,470032
C000173,Rahul,Chowdhury,Pune,Maharashtra,479599
C000174,Rahul,Sharma,Hyderabad,Telangana,770960
C000175,Vivaan,Mehta,Ahmedabad,Gujarat,281836
C000176,Diya,Patel,Hyderabad,Telangana,155714
C000177,Asha,Sharma,Kolkata,West Bengal,737234
C000178,Rahul,Sharma,Ahmedabad,Gujarat,740271
C000179,Asha,Mehta,Chennai,Tamil Nadu,576960
C000180,Priya,Sharma,Ahmedabad,Gujarat,234123
C000181,Saanvi,Singh,Chennai,Tamil Nadu,415628
C000182,Priya,Chowdhury,Hyderabad,Telangana,192989
C000183,Aarav,Kumar,Delhi,Delhi,408356
C000184,Saanvi,Sharma,Bengaluru,Karnataka,288274
C000185,Vivaan,Kumar,Kolkata,West Bengal,797995
C000186,Priya,Patel,Delhi,Delhi,435352
C000187,Priya,Gupta,Bengaluru,Karnataka,521927
C000188,Rahul,Chowdhury,Hyderabad,Telangana,241373
C000189,Ananya,Chowdhury,Ahmedabad,Gujarat,548452
C000190,Rahul,Kumar,Bengaluru,Karnataka,225294
C000191,Vivaan,Gupta,Bengaluru,Karnataka,569451
C000192,Diya,Gupta,Kolkata,West Bengal,758307
C000193,Saanvi,Gupta,Mumbai,Maharashtra,175726
C000194,Reyansh,Chowdhury,Ahmedabad,Gujarat,251564
C000195,Diya,Mehta,Ahmedabad,Gujarat,487812
C000196,Priya,Mehta,Kolkata,West Bengal,378246
C000197,Ananya,Reddy,Chennai,Tamil Nadu,228015
C000198,Rahul,Sharma,Chennai,Tamil Nadu,364079
C000199,Priya,Reddy,Pune,Maharashtra,660929
C000200,Reyansh,Chowdhury,Kolkata,West Bengal,799944
C000201,Reyansh,Mehta,Mumbai,Maharashtra,798105
C000202,Priya,Patel,Delhi,Delhi,623758
C000203,Aarav,Singh,Ahmedabad,Gujarat,475890
C000204,Reyansh,Patel,Kolkata,West Bengal,555101
C000205,Saanvi,Mehta,Ahmedabad,Gujarat,146631
C000206,Vivaan,Mehta,Kolkata,West Bengal,182991
C000207,Diya,Chowdhury,Kolkata,West Bengal,114014
C000208,Kiran,Patel,Mumbai,Maharashtra,383237
C000209,Saanvi,Kumar,Chennai,Tamil Nadu,128070
C000210,Rahul,Patel,Delhi,Delhi,166958
C000211,Priya,Singh,Delhi,Delhi,192074
C000212,Aarav,Sharma,Hyderabad,Telangana,645017
C000213,Aarav,Gupta,Pune,Maharashtra,286089
C000214,Diya,Reddy,Pune,Maharashtra,307392
C000215,Ananya,Reddy,Bengaluru,Karnataka,268823
C000216,Reyansh,Singh,Bengaluru,Karnataka,740152
C000217,Kiran,Reddy,Delhi,Delhi,503002
C000218,Priya,Singh,Chennai,Tamil Nadu,608863
C000219,Priya,Gupta,Chennai,Tamil Nadu,477654
C000220,Saanvi,Sharma,Ahmedabad,Gujarat,689036
C000221,Saanvi,Singh,Ahmedabad,Gujarat,640089
C000222,Priya,Mehta,Delhi,Delhi,260262
C000223,Rahul,Gupta,Hyderabad,Telangana,552905
C000224,Saanvi,Kumar,Ahmedabad,Gujarat,345362
C000225,Priya,Patel,Kolkata,West Bengal,554209
C000226,Rahul,Mehta,Chennai,Tamil Nadu,663880
C000227,Saanvi,Sharma,Hyderabad,Telangana,774076
C000228,Saanvi,Sharma,Kolkata,West Bengal,329963
C000229,Kiran,Chowdhury,Mumbai,Maharashtra,590761
C000230,Ananya,Mehta,Hyderabad,Telangana,358710
C000231,Ananya,Gupta,Chennai,Tamil Nadu,330984
C000232,Vivaan,Sharma,Bengaluru,Karnataka,374512
C000233,Priya,Sharma,Hyderabad,Telangana,711863
C000234,Reyansh,Patel,Pune,Maharashtra,378799
C000235,Diya,Reddy,Hyderabad,Telangana,347549
C000236,Ananya,Singh,Bengaluru,Karnataka,704319
C000237,Asha,Gupta,Pune,Maharashtra,594299
C000238,Saanvi,Chowdhury,Bengaluru,Karnataka,722210
C000239,Diya,Patel,Hyderabad,Telangana,558982
C000240,Vivaan,Singh,Ahmedabad,Gujarat,234046
C000241,Rahul,Mehta,Chennai,Tamil Nadu,516619
C000242,Rahul,Sharma,Delhi,Delhi,142097
C000243,Asha,Patel,Hyderabad,Telangana,776326
C000244,Diya,Gupta,Ahmedabad,Gujarat,759150
C000245,Diya,Patel,Kolkata,West Bengal,340229
C000246,Priya,Sharma,Chennai,Tamil Nadu,228834
C000247,Kiran,Kumar,Pune,Maharashtra,203848
C000248,Priya,Gupta,Delhi,Delhi,162921
C000249,Vivaan,Singh,Kolkata,West Bengal,760429
C000250,Aarav,Gupta,Mumbai,Maharashtra,394821
C000251,Vivaan,Patel,Ahmedabad,Gujarat,165609
C000252,Asha,Singh,Chennai,Tamil Nadu,337897
C000253,Priya,Mehta,Kolkata,West Bengal,141024
C000254,Kiran,Singh,Kolkata,West Bengal,180313
C000255,Vivaan,Chowdhury,Kolkata,West Bengal,499957
C000256,Saanvi,Sharma,Kolkata,West Bengal,294078
C000257,Ananya,Chowdhury,Pune,Maharashtra,467429
C000258,Ananya,Mehta,Ahmedabad,Gujarat,571243
C000259,Diya,Mehta,Delhi,Delhi,223632
C000260,Rahul,Gupta,Mumbai,Maharashtra,361451
C000261,Vivaan,Chowdhury,Chennai,Tamil Nadu,113051
C000262,Ananya,Sharma,Delhi,Delhi,486836
C000263,Diya,Kumar,Mumbai,Maharashtra,721523
C000264,Kiran,Kumar,Bengaluru,Karnataka,299407
C000265,Asha,Kumar,Delhi,Delhi,559395
C000266,Ananya,Mehta,Chennai,Tamil Nadu,572894
C000267,Kiran,Sharma,Bengaluru,Karnataka,321810
C000268,Reyansh,Singh,Hyderabad,Telangana,183523
C000269,Reyansh,Patel,Hyderabad,Telangana,204476
C000270,Reyansh,Sharma,Mumbai,Maharashtra,343841
C000271,Ananya,Mehta,Pune,Maharashtra,332866
C000272,Reyansh,Gupta,Mumbai,Maharashtra,196672
C000273,Reyansh,Reddy,Mumbai,Maharashtra,708135
C000274,Vivaan,Chowdhury,Delhi,Delhi,454894
C000275,Diya,Patel,Ahmedabad,Gujarat,138251
C000276,Asha,Kumar,Ahmedabad,Gujarat,737769
C000277,Asha,Gupta,Mumbai,Maharashtra,484710
C000278,Aarav,Sharma,Ahmedabad,Gujarat,660233
C000279,Rahul,Reddy,Ahmedabad,Gujarat,142217
C000280,Priya,Chowdhury,Delhi,Delhi,118308
C000281,Vivaan,Mehta,Delhi,Delhi,378093
C000282,Vivaan,Singh,Bengaluru,Karnataka,293062
C000283,Kiran,Mehta,Hyderabad,Telangana,504366
C000284,Kiran,Gupta,Kolkata,West Bengal,210235
C000285,Asha,Reddy,Ahmedabad,Gujarat,184740
C000286,Vivaan,Kumar,Delhi,Delhi,488496
C000287,Priya,Kumar,Kolkata,West Bengal,287247
C000288,Diya,Chowdhury,Kolkata,West Bengal,773165
C000289,Rahul,Patel,Kolkata,West Bengal,639525
C000290,Rahul,Mehta,Pune,Maharashtra,130056
C000291,Diya,Singh,Hyderabad,Telangana,286615
C000292,Vivaan,Patel,Ahmedabad,Gujarat,297628
C000293,Vivaan,Reddy,Delhi,Delhi,748836
C000294,Diya,Singh,Delhi,Delhi,483632
C000295,Kiran,Mehta,Mumbai,Maharashtra,244415
C000296,Rahul,Mehta,Delhi,Delhi,516716
C000297,Aarav,Gupta,Kolkata,West Bengal,556438
C000298,Diya,Patel,Hyderabad,Telangana,663663
C000299,Reyansh,Chowdhury,Chennai,Tamil Nadu,775022
C000300,Vivaan,Mehta,Chennai,Tamil Nadu,651252
C000301,Vivaan,Gupta,Pune,Maharashtra,747717
C000302,Rahul,Sharma,Chennai,Tamil Nadu,362764
C000303,Aarav,Singh,Hyderabad,Telangana,576882
C000304,Saanvi,Mehta,Hyderabad,Telangana,622153
C000305,Aarav,Singh,Pune,Maharashtra,177215
C000306,Kiran,Reddy,Bengaluru,Karnataka,254356
C000307,Reyansh,Sharma,Delhi,Delhi,313861
C000308,Asha,Kumar,Delhi,Delhi,465612
C000309,Rahul,Chowdhury,Kolkata,West Bengal,564605
C000310,Reyansh,Mehta,Pune,Maharashtra,119435
C000311,Diya,Patel,Hyderabad,Telangana,557556
C000312,Reyansh,Singh,Mumbai,Maharashtra,685581
C000313,Vivaan,Gupta,Mumbai,Maharashtra,188781
C000314,Rahul,Chowdhury,Ahmedabad,Gujarat,301475
C000315,Rahul,Gupta,Ahmedabad,Gujarat,270196
C000316,Asha,Patel,Chennai,Tamil Nadu,336507
C000317,Rahul,Patel,Pune,Maharashtra,416063
C000318,Kiran,Chowdhury,Hyderabad,Telangana,231172
C000319,Aarav,Kumar,Hyderabad,Telangana,466902
C000320,Kiran,Sharma,Kolkata,West Bengal,594963
C000321,Ananya,Gupta,Mumbai,Maharashtra,565968
C000322,Reyansh,Gupta,Chennai,Tamil Nadu,428717
C000323,Diya,Patel,Hyderabad,Telangana,169101
C000324,Priya,Reddy,Mumbai,Maharashtra,605972
C000325,Reyansh,Reddy,Bengaluru,Karnataka,398790
C000326,Asha,Mehta,Chennai,Tamil Nadu,657337
C000327,Rahul,Sharma,Delhi,Delhi,470260
C000328,Aarav,Chowdhury,Kolkata,West Bengal,702673
C000329,Diya,Reddy,Delhi,Delhi,760419
C000330,Rahul,Gupta,Kolkata,West Bengal,543374
C000331,Rahul,Sharma,Delhi,Delhi,657577
C000332,Reyansh,Chowdhury,Pune,Maharashtra,482370
C000333,Vivaan,Reddy,Pune,Maharashtra,381967
C000334,Ananya,Reddy,Delhi,Delhi,301232
C000335,Asha,Patel,Kolkata,West Bengal,414119
C000336,Saanvi,Mehta,Kolkata,West Bengal,119540
C000337,Diya,Singh,Chennai,Tamil Nadu,650652
C000338,Asha,Patel,Delhi,Delhi,507827
C000339,Diya,Mehta,Chennai,Tamil Nadu,661951
C000340,Ananya,Patel,Bengaluru,Karnataka,161991
C000341,Saanvi,Kumar,Bengaluru,Karnataka,298751
C000342,Kiran,Singh,Bengaluru,Karnataka,476326
C000343,Reyansh,Chowdhury,Delhi,Delhi,796337
C000344,Kiran,Chowdhury,Ahmedabad,Gujarat,728992
C000345,Diya,Singh,Pune,Maharashtra,159115
C000346,Vivaan,Chowdhury,Ahmedabad,Gujarat,463151
C000347,Saanvi,Gupta,Ahmedabad,Gujarat,301962
C000348,Diya,Patel,Mumbai,Maharashtra,259143
C000349,Priya,Chowdhury,Hyderabad,Telangana,646226
C000350,Aarav,Mehta,Mumbai,Maharashtra,463824
C000351,Vivaan,Patel,Hyderabad,Telangana,114000
C000352,Priya,Sharma,Kolkata,West Bengal,465754
C000353,Kiran,Kumar,Ahmedabad,Gujarat,361492
C000354,Kiran,Chowdhury,Pune,Maharashtra,609522
C000355,Aarav,Chowdhury,Bengaluru,Karnataka,601072
C000356,Diya,Patel,Delhi,Delhi,148304
C000357,Aarav,Kumar,Bengaluru,Karnataka,614999
C000358,Priya,Singh,Ahmedabad,Gujarat,441593
C000359,Diya,Gupta,Pune,Maharashtra,717274
C000360,Rahul,Mehta,Kolkata,West Bengal,261836
C000361,Diya,Patel,Mumbai,Maharashtra,218940
C000362,Vivaan,Reddy,Pune,Maharashtra,375517
C000363,Saanvi,Singh,Hyderabad,Telangana,777521
C000364,Vivaan,Singh,Pune,Maharashtra,731820
C000365,Saanvi,Reddy,Pune,Maharashtra,495777
C000366,Kiran,Patel,Bengaluru,Karnataka,734674
C000367,Asha,Reddy,Hyderabad,Telangana,661638
C000368,Reyansh,Patel,Pune,Maharashtra,727296
C000369,Asha,Mehta,Kolkata,West Bengal,659639
C000370,Diya,Gupta,Mumbai,Maharashtra,722956
C000371,Ananya,Mehta,Bengaluru,Karnataka,748873
C000372,Ananya,Kumar,Ahmedabad,Gujarat,447497
C000373,Reyansh,Patel,Bengaluru,Karnataka,317869
C000374,Vivaan,Sharma,Hyderabad,Telangana,175953
C000375,Kiran,Singh,Pune,Maharashtra,610328
C000376,Reyansh,Singh,Kolkata,West Bengal,113267
C000377,Kiran,Singh,Bengaluru,Karnataka,192745
C000378,Aarav,Reddy,Ahmedabad,Gujarat,267164
C000379,Ananya,Chowdhury,Pune,Maharashtra,645626
C000380,Priya,Kumar,Hyderabad,Telangana,241484
C000381,Saanvi,Chowdhury,Chennai,Tamil Nadu,641831
C000382,Diya,Chowdhury,Chennai,Tamil Nadu,170692
C000383,Saanvi,Reddy,Ahmedabad,Gujarat,330156
C000384,Reyansh,Kumar,Kolkata,West Bengal,333992
C000385,Saanvi,Sharma,Bengaluru,Karnataka,626771
C000386,Diya,Patel,Ahmedabad,Gujarat,673044
C000387,Saanvi,Patel,Delhi,Delhi,653176
C000388,Saanvi,Chowdhury,Bengaluru,Karnataka,224352
C000389,Rahul,Patel,Bengaluru,Karnataka,195999
C000390,Priya,Mehta,Chennai,Tamil Nadu,127955
C000391,Rahul,Sharma,Mumbai,Maharashtra,180640
C000392,Asha,Mehta,Kolkata,West Bengal,306582
C000393,Rahul,Patel,Chennai,Tamil Nadu,510573
C000394,Ananya,Sharma,Pune,Maharashtra,535695
C000395,Vivaan,Mehta,Pune,Maharashtra,171476
C000396,Reyansh,Sharma,Bengaluru,Karnataka,416955
C000397,Priya,Singh,Hyderabad,Telangana,277280
C000398,Priya,Sharma,Ahmedabad,Gujarat,785510
C000399,Aarav,Gupta,Delhi,Delhi,705468
C000400,Reyansh,Reddy,Chennai,Tamil Nadu,747144
C000401,Saanvi,Kumar,Delhi,Delhi,524568
C000402,Vivaan,Sharma,Hyderabad,Telangana,296141
C000403,Rahul,Chowdhury,Chennai,Tamil Nadu,744736
C000404,Vivaan,Chowdhury,Delhi,Delhi,648685
C000405,Asha,Kumar,Mumbai,Maharashtra,288031
C000406,Saanvi,Reddy,Bengaluru,Karnataka,229180
C000407,Kiran,Mehta,Mumbai,Maharashtra,176234
C000408,Kiran,Reddy,Chennai,Tamil Nadu,674242
C000409,Vivaan,Mehta,Bengaluru,Karnataka,288352
C000410,Asha,Sharma,Delhi,Delhi,189459
C000411,Priya,Sharma,Kolkata,West Bengal,519995
C000412,Diya,Gupta,Kolkata,West Bengal,305004
C000413,Diya,Patel,Mumbai,Maharashtra,576152
C000414,Ananya,Patel,Pune,Maharashtra,169163
C000415,Reyansh,Sharma,Pune,Maharashtra,585853
C000416,Asha,Mehta,Pune,Maharashtra,161934
C000417,Priya,Chowdhury,Bengaluru,Karnataka,535523
C000418,Reyansh,Patel,Bengaluru,Karnataka,564137
C000419,Aarav,Gupta,Ahmedabad,Gujarat,115486
C000420,Aarav,Kumar,Chennai,Tamil Nadu,249407
C000421,Diya,Gupta,Mumbai,Maharashtra,760308
C000422,Asha,Chowdhury,Kolkata,West Bengal,737083
C000423,Aarav,Kumar,Hyderabad,Telangana,330184
C000424,Diya,Sharma,Hyderabad,Telangana,776490
C000425,Saanvi,Patel,Pune,Maharashtra,459652
C000426,Rahul,Reddy,Pune,Maharashtra,752612
C000427,Rahul,Mehta,Ahmedabad,Gujarat,432710
C000428,Priya,Chowdhury,Bengaluru,Karnataka,307775
C000429,Asha,Gupta,Pune,Maharashtra,399336
C000430,Rahul,Patel,Delhi,Delhi,718364
C000431,Kiran,Singh,Kolkata,West Bengal,199780
C000432,Diya,Patel,Hyderabad,Telangana,262617
C000433,Diya,Gupta,Delhi,Delhi,655977
C000434,Priya,Reddy,Hyderabad,Telangana,460605
C000435,Priya,Mehta,Bengaluru,Karnataka,643636
C000436,Aarav,Mehta,Ahmedabad,Gujarat,148102
C000437,Saanvi,Sharma,Kolkata,West Bengal,184460
C000438,Rahul,Mehta,Delhi,Delhi,474778
C000439,Aarav,Singh,Bengaluru,Karnataka,199930
C000440,Aarav,Singh,Ahmedabad,Gujarat,641089
C000441,Ananya,Mehta,Delhi,Delhi,737438
C000442,Rahul,Sharma,Pune,Maharashtra,289208
C000443,Priya,Mehta,Bengaluru,Karnataka,264697
C000444,Priya,Patel,Pune,Maharashtra,323945
C000445,Asha,Mehta,Bengaluru,Karnataka,341915
C000446,Diya,Gupta,Kolkata,West Bengal,318124
C000447,Vivaan,Sharma,Chennai,Tamil Nadu,547477
C000448,Priya,Reddy,Bengaluru,Karnataka,635830
C000449,Saanvi,Gupta,Delhi,Delhi,393821
C000450,Ananya,Gupta,Ahmedabad,Gujarat,287804
C000451,Ananya,Patel,Ahmedabad,Gujarat,149081
C000452,Vivaan,Chowdhury,Bengaluru,Karnataka,465249
C000453,Priya,Patel,Bengaluru,Karnataka,329930
C000454,Diya,Patel,Pune,Maharashtra,627313
C000455,Saanvi,Singh,Hyderabad,Telangana,324532
C000456,Diya,Kumar,Bengaluru,Karnataka,722380
C000457,Ananya,Singh,Delhi,Delhi,629332
C000458,Priya,Sharma,Chennai,Tamil Nadu,426837
C000459,Asha,Mehta,Pune,Maharashtra,399106
C000460,Asha,Singh,Ahmedabad,Gujarat,138295
C000461,Vivaan,Gupta,Delhi,Delhi,123807
C000462,Priya,Reddy,Kolkata,West Bengal,545564
C000463,Kiran,Patel,Kolkata,West Bengal,267504
C000464,Diya,Patel,Bengaluru,Karnataka,348067
C000465,Priya,Mehta,Ahmedabad,Gujarat,595008
C000466,Asha,Singh,Bengaluru,Karnataka,504540
C000467,Rahul,Sharma,Bengaluru,Karnataka,627923
C000468,Asha,Singh,Delhi,Delhi,276981
C000469,Reyansh,Singh,Hyderabad,Telangana,129870
C000470,Ananya,Mehta,Pune,Maharashtra,313196
C000471,Vivaan,Gupta,Hyderabad,Telangana,358683
C000472,Asha,Gupta,Chennai,Tamil Nadu,344677
C000473,Saanvi,Patel,Bengaluru,Karnataka,136790
C000474,Kiran,Singh,Bengaluru,Karnataka,753162
C000475,Kiran,Mehta,Bengaluru,Karnataka,558345
