CUSTOMER_ID,FIRST_NAME,LAST_NAME,GENDER,DOB,CITY,STATE,ZIP,EMAIL,PHONE
C0000065,Vivaan,Mehta,F,1997-08-04,Pune,India,288026,vivaan.mehta323@example.com,9678120648
C0000066,Isha,Sharma,F,1948-11-06,Nagpur,India,552995,isha.sharma9307@example.com,9652719151
C0000067,Rita,Khan,F,2006-01-11,Indore,India,602516,rita.khan9634@example.com,9123876200
C0000068,Isha,Khan,O,1972-11-04,Pune,India,710350,isha.khan1602@example.com,9967934041
C0000069,Sneha,Verma,O,1947-04-17,Chennai,India,462287,sneha.verma8139@example.com,9639843588
C0000070,Manish,Chopra,O,1977-05-25,Bengaluru,India,754693,manish.chopra4908@example.com,9490127233
C0000071,Ananya,Singh,F,1950-11-07,Nagpur,India,935386,ananya.singh1235@example.com,9675347404
C0000072,Sai,Kumar,F,2003-08-06,Kolkata,India,711380,sai.kumar6587@example.com,9963935915
C0000073,Sai,Iyer,O,1999-08-11,Indore,India,995194,sai.iyer9474@example.com,9201719440
C0000074,Kavya,Gupta,F,2001-10-28,Chandigarh,India,950104,kavya.gupta8701@example.com,9610315526
C0000075,Ananya,Singh,F,2000-12-24,Noida,India,973752,ananya.singh4946@example.com,9641852570
C0000076,Manish,Kumar,F,1948-05-03,Lucknow,India,438574,manish.kumar3279@example.com,9544866541
C0000077,Ananya,Kumar,O,1961-08-16,Ahmedabad,India,814181,ananya.kumar8972@example.com,9293918682
C0000078,Rita,Sharma,O,1961-07-19,Nagpur,India,305600,rita.sharma9452@example.com,9636015820
C0000079,Sai,Das,O,1965-12-08,Kolkata,India,778914,sai.das8729@example.com,9968585704
C0000080,Kavya,Mehta,F,1957-01-26,Indore,India,767203,kavya.mehta982@example.com,9660782698
C0000081,Sai,Gupta,F,1994-08-09,Chennai,India,267782,sai.gupta4920@example.com,9567495148
C0000082,Ananya,Gupta,M,1950-12-27,Chennai,India,997060,ananya.gupta6758@example.com,9386619011
C0000083,Pooja,Kumar,O,1993-06-14,Kolkata,India,830219,pooja.kumar9851@example.com,9353542478
C0000084,Ananya,Singh,M,1994-05-29,Chennai,India,139049,ananya.singh4024@example.com,9955820291
C0000085,Pooja,Kumar,F,1964-04-24,Lucknow,India,567318,pooja.kumar6915@example.com,9794627259
C0000086,Rita,Sharma,M,1993-07-25,Kolkata,India,253057,rita.sharma478@example.com,9377451497
C0000087,Manish,Chopra,F,1948-10-07,Lucknow,India,294533,manish.chopra692@example.com,9875750551
C0000088,Sneha,Chopra,M,2002-11-24,Nagpur,India,198006,sneha.chopra5144@example.com,9745962806
C0000089,Arjun,Mehta,M,1971-05-07,Kochi,India,491088,arjun.mehta1480@example.com,9526162812
C0000090,Pooja,Goyal,M,1986-09-07,Mumbai,India,708708,pooja.goyal8197@example.com,9229539022
C0000091,Priya,Das,O,1960-09-26,Kolkata,India,630566,priya.das1479@example.com,9355633079
C0000092,Kavya,Verma,F,1978-04-26,Nagpur,India,722710,kavya.verma6389@example.com,9965265838
C0000093,Siddharth,Goyal,M,1969-12-03,Chennai,India,261286,siddharth.goyal1751@example.com,9288070455
C0000094,Sai,Kumar,F,1971-03-23,Kolkata,India,728115,sai.kumar917@example.com,9626518516
C0000095,Priya,Gupta,O,1997-09-22,Pune,India,682255,priya.gupta6944@example.com,9609870729
C0000096,Rohit,Singh,F,1994-11-10,Pune,India,608306,rohit.singh6026@example.com,9981934350
C0000097,Arjun,Sharma,O,1953-07-05,Delhi,India,992348,arjun.sharma896@example.com,9841614639
C0000098,Rita,Chopra,O,1986-05-11,Kolkata,India,689577,rita.chopra6303@example.com,9432074523
C0000099,Rohit,Goyal,F,1946-05-20,Mumbai,India,670894,rohit.goyal3873@example.com,9575026390
C0000100,Ananya,Sharma,F,1984-12-07,Kolkata,India,204634,ananya.sharma3858@example.com,9419355409
C0000101,Sai,Mehta,M,1968-06-27,Noida,India,442591,sai.mehta6657@example.com,9947523110
C0000102,Aarav,Kumar,M,1963-10-01,Ahmedabad,India,882739,aarav.kumar6766@example.com,9457257753
C0000103,Siddharth,Khan,M,1993-06-22,Indore,India,383646,siddharth.khan8296@example.com,9171261273
C0000104,Isha,Khan,O,1958-09-21,Indore,India,452641,isha.khan7427@example.com,9846476162
C0000105,Aarav,Chopra,M,1950-04-27,Noida,India,302664,aarav.chopra7265@example.com,9949350526
C0000106,Rohit,Patel,M,1971-12-01,Chennai,India,768816,rohit.patel5007@example.com,9436856223
C0000107,Kavya,Verma,M,1993-09-13,Chennai,India,651448,kavya.verma2132@example.com,9737819952
C0000108,Rohit,Khan,F,1967-05-10,Ahmedabad,India,880883,rohit.khan2188@example.com,9379902891
C0000109,Aditya,Das,O,1978-06-21,Jaipur,India,405485,aditya.das3255@example.com,9190622682
C0000110,Ananya,Gupta,M,1972-07-22,Kochi,India,505648,ananya.gupta9346@example.com,9341041227
C0000111,Aarav,Sharma,O,1949-10-21,Chandigarh,India,767066,aarav.sharma3748@example.com,9195537862
C0000112,Sneha,Singh,F,1992-09-20,Delhi,India,530515,sneha.singh7028@example.com,9744666787
C0000113,Arjun,Patel,M,1974-11-07,Bengaluru,India,704797,arjun.patel1923@example.com,9115155764
C0000114,Siddharth,Reddy,F,1967-02-26,Nagpur,India,816331,siddharth.reddy8097@example.com,9227251665
C0000115,Sai,Goyal,M,1990-10-07,Nagpur,India,962924,sai.goyal4362@example.com,9409196813
C0000116,Siddharth,Bhosle,F,1996-03-06,Hyderabad,India,326642,siddharth.bhosle9832@example.com,9331462865
C0000117,Pooja,Kumar,O,1947-02-08,Chennai,India,548651,pooja.kumar2956@example.com,9538649410
C0000118,Manish,Patel,M,1981-10-28,Kolkata,India,356924,manish.patel7389@example.com,9366629382
C0000119,Isha,Iyer,O,1949-10-17,Ahmedabad,India,199903,isha.iyer170@example.com,9603457793
C0000120,Aditya,Mehta,F,1972-03-11,Noida,India,332526,aditya.mehta6284@example.com,9860695792
C0000121,Ananya,Goyal,O,1984-11-14,Mumbai,India,209907,ananya.goyal9126@example.com,9163084820
C0000122,Aarav,Gupta,M,1965-08-11,Kochi,India,481512,aarav.gupta9935@example.com,9820256933
C0000123,Manish,Iyer,O,2003-10-11,Delhi,India,375978,manish.iyer8267@example.com,9765352581
C0000124,Ananya,Kumar,F,1947-08-22,Pune,India,248661,ananya.kumar9168@example.com,9144157616
C0000125,Kavya,Patel,F,1992-08-14,Lucknow,India,626780,kavya.patel5558@example.com,9602602298
C0000126,Aditya,Verma,F,1960-04-10,Hyderabad,India,258683,aditya.verma4267@example.com,9225458204
C0000127,Isha,Sharma,M,1963-01-27,Nagpur,India,985355,isha.sharma4604@example.com,9902969226
C0000128,Isha,Jain,F,1982-06-24,Kochi,India,386002,isha.jain4322@example.com,9655095194
C0000129,Isha,Khan,M,1979-07-21,Indore,India,625138,isha.khan2479@example.com,9696651173
C0000130,Pooja,Jain,O,1950-09-29,Jaipur,India,571362,pooja.jain872@example.com,9302851261
C0000131,Aditya,Sharma,M,1991-06-06,Delhi,India,603090,aditya.sharma4264@example.com,9275615795
C0000132,Siddharth,Bhosle,F,1997-06-14,Kochi,India,628951,siddharth.bhosle669@example.com,9574078155
C0000133,Isha,Goyal,O,1964-04-30,Ahmedabad,India,626935,isha.goyal1844@example.com,9872840670
C0000134,Pooja,Patel,M,1976-06-30,Mumbai,India,323630,pooja.patel4655@example.com,9293976787
C0000135,Pooja,Patel,O,1962-03-21,Nagpur,India,396042,pooja.patel9229@example.com,9812038659
C0000136,Kavya,Singh,O,2007-06-28,Lucknow,India,914098,kavya.singh9352@example.com,9293884326
C0000137,Ananya,Jain,M,1985-10-10,Jaipur,India,632307,ananya.jain1546@example.com,9452893605
C0000138,Aarav,Kumar,O,1946-10-18,Mumbai,India,523316,aarav.kumar6121@example.com,9733871129
C0000139,Rita,Verma,F,1994-01-24,Delhi,India,195000,rita.verma7541@example.com,9991956502
C0000140,Siddharth,Das,F,1967-02-15,Noida,India,392400,siddharth.das9736@example.com,9806528895
C0000141,Aarav,Gupta,M,1948-12-28,Chandigarh,India,585111,aarav.gupta5324@example.com,9885490692
C0000142,Siddharth,Jain,O,1996-04-04,Chennai,India,161047,siddharth.jain4636@example.com,9447002051
C0000143,Manish,Sharma,O,2001-07-07,Lucknow,India,741548,manish.sharma6249@example.com,9199375888
C0000144,Ananya,Kumar,M,1986-04-28,Jaipur,India,528295,ananya.kumar1462@example.com,9122024627
C0000145,Pooja,Singh,M,1973-01-02,Jaipur,India,531943,pooja.singh4669@example.com,9794891350
C0000146,Manish,Das,M,1997-01-15,Kolkata,India,624688,manish.das7084@example.com,9890155099
C0000147,Manish,Jain,F,1946-05-30,Chandigarh,India,247664,manish.jain5883@example.com,9814596978
C0000148,Vivaan,Mehta,F,1961-11-13,Chennai,India,623406,vivaan.mehta7299@example.com,9516707955
C0000149,Sneha,Kumar,O,1954-01-01,Hyderabad,India,204604,sneha.kumar6923@example.com,9970798567
C0000150,Isha,Iyer,M,1968-11-30,Noida,India,556711,isha.iyer1523@example.com,9143420070
C0000151,Priya,Gupta,F,1947-03-05,Chennai,India,789068,priya.gupta2541@example.com,9631848216
C0000152,Priya,Das,O,1960-10-15,Mumbai,India,414824,priya.das7672@example.com,9569606919
C0000153,Vivaan,Jain,F,1980-11-28,Bengaluru,India,243997,vivaan.jain4922@example.com,9366989670
C0000154,Priya,Khan,F,1956-11-08,Delhi,India,687759,priya.khan1254@example.com,9148420285
C0000155,Priya,Verma,O,1969-09-27,Hyderabad,India,209074,priya.verma7613@example.com,9809587923
C0000156,Siddharth,Iyer,F,1975-12-21,Kolkata,India,724012,siddharth.iyer1340@example.com,9925328186
C0000157,Priya,Sharma,M,1948-07-04,Ahmedabad,India,298274,priya.sharma2986@example.com,9521934734
C0000158,Aarav,Verma,F,1981-02-26,Pune,India,725732,aarav.verma7455@example.com,9913202948
C0000159,Rohit,Bhosle,O,1984-01-30,Pune,India,959352,rohit.bhosle3067@example.com,9326632940
C0000160,Aditya,Verma,O,1953-09-01,Kolkata,India,816120,aditya.verma1743@example.com,9565788042
C0000161,Priya,Sharma,M,1972-06-05,Mumbai,India,123950,priya.sharma2814@example.com,9804160934
C0000162,Sneha,Bhosle,O,1971-07-08,Nagpur,India,799666,sneha.bhosle9862@example.com,9879441435
C0000163,Sneha,Kumar,O,1952-07-12,Pune,India,834211,sneha.kumar6472@example.com,9963976413
C0000164,Arjun,Verma,M,1995-09-27,Delhi,India,310070,arjun.verma1834@example.com,9976139210
C0000165,Aarav,Goyal,M,2005-06-15,Chennai,India,614487,aarav.goyal2379@example.com,9797652827
C0000166,Sai,Khan,O,1959-07-17,Chennai,India,200275,sai.khan4931@example.com,9926481789
C0000167,Sneha,Patel,F,1970-01-04,Delhi,India,232115,sneha.patel2722@example.com,9263662130
C0000168,Siddharth,Goyal,F,1964-05-05,Ahmedabad,India,130581,siddharth.goyal7365@example.com,9728381921
C0000169,Sai,Singh,F,1956-10-09,Nagpur,India,984343,sai.singh6419@example.com,9154677276
C0000170,Isha,Sharma,M,1951-04-21,Nagpur,India,857732,isha.sharma7075@example.com,9546339338
C0000171,Pooja,Bhosle,O,1955-12-12,Chandigarh,India,876591,pooja.bhosle9082@example.com,9412216780
C0000172,Aarav,Bhosle,F,1964-04-01,Lucknow,India,729749,aarav.bhosle7994@example.com,9349006937
C0000173,Siddharth,Sharma,O,2006-02-25,Hyderabad,India,714402,siddharth.sharma5175@example.com,9694053774
C0000174,Vivaan,Kumar,O,1970-06-09,Kochi,India,606330,vivaan.kumar1916@example.com,9631275428
C0000175,Kavya,Das,F,1967-08-22,Indore,India,567420,kavya.das341@example.com,9273230463
C0000176,Arjun,Goyal,M,1965-10-05,Pune,India,569392,arjun.goyal3803@example.com,9645069951
C0000177,Sai,Iyer,O,1977-06-07,Kochi,India,741347,sai.iyer7676@example.com,9240830436
C0000178,Rita,Kumar,O,1972-11-02,Hyderabad,India,983548,rita.kumar5903@example.com,9954669136
C0000179,Sneha,Chopra,M,1952-01-27,Chennai,India,406177,sneha.chopra1413@example.com,9816246415
C0000180,Sneha,Patel,M,1989-12-18,Bengaluru,India,745173,sneha.patel8064@example.com,9208344550
C0000181,Manish,Khan,F,1980-08-13,Chennai,India,329606,manish.khan9124@example.com,9150518836
C0000182,Aarav,Gupta,F,1975-10-30,Noida,India,276309,aarav.gupta2863@example.com,9989003129
C0000183,Pooja,Jain,O,2004-12-28,Jaipur,India,176758,pooja.jain5534@example.com,9562375205
C0000184,Vivaan,Iyer,M,1997-01-12,Lucknow,India,344981,vivaan.iyer7969@example.com,9376834410
C0000185,Isha,Chopra,F,2003-09-03,Jaipur,India,694080,isha.chopra4383@example.com,9262326542
C0000186,Pooja,Goyal,O,1953-08-24,Noida,India,219200,pooja.goyal827@example.com,9570112847
C0000187,Manish,Bhosle,M,1998-05-12,Jaipur,India,750231,manish.bhosle9989@example.com,9939833881
C0000188,Pooja,Verma,O,2004-02-04,Lucknow,India,220531,pooja.verma2737@example.com,9776378019
C0000189,Vivaan,Mehta,M,1975-06-01,Bengaluru,India,873729,vivaan.mehta4787@example.com,9860384622
C0000190,Sneha,Chopra,O,1963-02-23,Indore,India,214117,sneha.chopra2528@example.com,9794810784
C0000191,Isha,Gupta,M,1996-10-29,Nagpur,India,321697,isha.gupta7195@example.com,9546407987
C0000192,Manish,Chopra,M,1985-11-07,Nagpur,India,958450,manish.chopra7761@example.com,9466489637
C0000193,Arjun,Reddy,M,2000-03-19,Kolkata,India,500527,arjun.reddy6800@example.com,9487237904
C0000194,Rohit,Das,M,1994-04-05,Jaipur,India,900109,rohit.das8678@example.com,9552820774
C0000195,Manish,Singh,M,1969-05-22,Hyderabad,India,539191,manish.singh7517@example.com,9654217523
C0000196,Manish,Das,F,2005-03-10,Ahmedabad,India,262656,manish.das163@example.com,9870544763
C0000197,Manish,Reddy,M,2000-04-02,Pune,India,440096,manish.reddy6581@example.com,9929328811
C0000198,Aditya,Khan,M,1972-07-30,Jaipur,India,148895,aditya.khan2474@example.com,9716926164
C0000199,Aarav,Das,O,1948-08-13,Kochi,India,655027,aarav.das4846@example.com,9550225634
C0000200,Ananya,Jain,O,1958-03-12,Nagpur,India,429105,ananya.jain5140@example.com,9469536155
C0000201,Aarav,Mehta,F,1960-07-05,Chandigarh,India,263995,aarav.mehta6619@example.com,9579091840
C0000202,Rohit,Singh,O,1951-11-05,Jaipur,India,758216,rohit.singh7245@example.com,9848903745
C0000203,Isha,Jain,O,1971-07-28,Jaipur,India,316879,isha.jain4941@example.com,9190495952
C0000204,Aarav,Reddy,F,1972-11-14,Indore,India,863800,aarav.reddy2065@example.com,9658850084
C0000205,Priya,Kumar,M,1999-07-14,Lucknow,India,688589,priya.kumar5116@example.com,9659780124
C0000206,Isha,Chopra,O,1993-07-03,Delhi,India,139246,isha.chopra8847@example.com,9736195900
C0000207,Arjun,Singh,F,1969-12-07,Lucknow,India,225806,arjun.singh983@example.com,9500483008
C0000208,Arjun,Das,O,1976-01-22,Mumbai,India,160051,arjun.das2044@example.com,9581827565
C0000209,Arjun,Iyer,O,2007-05-24,Ahmedabad,India,465446,arjun.iyer3869@example.com,9964778305
C0000210,Siddharth,Iyer,O,1951-07-18,Noida,India,669193,siddharth.iyer9758@example.com,9351081528
C0000211,Isha,Kumar,F,1948-01-11,Jaipur,India,964672,isha.kumar9385@example.com,9822020300
C0000212,Aditya,Goyal,F,1961-03-28,Indore,India,369662,aditya.goyal1725@example.com,9452022995
C0000213,Priya,Iyer,M,1975-06-13,Ahmedabad,India,212747,priya.iyer2402@example.com,9864118082
C0000214,Ananya,Mehta,F,2000-07-04,Mumbai,India,175214,ananya.mehta6962@example.com,9239654428
C0000215,Sneha,Singh,F,2000-11-08,Pune,India,819699,sneha.singh8623@example.com,9532453497
C0000216,Kavya,Reddy,O,1972-06-10,Nagpur,India,386502,kavya.reddy9574@example.com,9635611738
C0000217,Rohit,Khan,F,1946-01-17,Kochi,India,623321,rohit.khan6831@example.com,9984561220
C0000218,Aditya,Patel,O,1996-06-15,Ahmedabad,India,855695,aditya.patel7500@example.com,9238926282
C0000219,Siddharth,Reddy,O,1997-04-08,Indore,India,332971,siddharth.reddy7462@example.com,9608261670
C0000220,Aarav,Goyal,M,1957-09-15,Pune,India,234535,aarav.goyal9857@example.com,9538752236
C0000221,Vivaan,Verma,F,1956-07-25,Kolkata,India,152238,vivaan.verma8566@example.com,9264609469
C0000222,Vivaan,Gupta,F,1974-04-07,Kolkata,India,418261,vivaan.gupta7962@example.com,9130040913
C0000223,Manish,Patel,M,1954-12-18,Hyderabad,India,161014,manish.patel5000@example.com,9404386805
C0000224,Sai,Patel,O,1964-01-04,Delhi,India,238270,sai.patel8971@example.com,9474358952
C0000225,Vivaan,Mehta,M,1970-05-25,Ahmedabad,India,710896,vivaan.mehta5075@example.com,9707484447
C0000226,Sneha,Jain,F,1974-01-04,Ahmedabad,India,984994,sneha.jain9924@example.com,9242603228
C0000227,Manish,Patel,O,1950-10-05,Ahmedabad,India,908678,manish.patel7372@example.com,9816422822
C0000228,Sneha,Patel,O,1978-09-07,Mumbai,India,948663,sneha.patel6712@example.com,9515790548
C0000229,Sai,Jain,F,1977-06-12,Lucknow,India,158045,sai.jain7260@example.com,9890180346
C0000230,Arjun,Das,M,1993-01-01,Indore,India,136008,arjun.das9372@example.com,9776574610
C0000231,Manish,Chopra,O,1980-02-25,Lucknow,India,786498,manish.chopra2029@example.com,9791397593
C0000232,Priya,Verma,M,1952-05-09,Lucknow,India,714876,priya.verma867@example.com,9712295241
C0000233,Priya,Singh,F,1962-10-07,Kochi,India,129570,priya.singh1971@example.com,9806795289
C0000234,Rita,Reddy,M,2006-02-27,Kolkata,India,934974,rita.reddy3372@example.com,9363374581
C0000235,Pooja,Goyal,O,1968-01-03,Mumbai,India,956118,pooja.goyal8742@example.com,9751605405
C0000236,Isha,Khan,O,2003-10-28,Ahmedabad,India,134393,isha.khan5570@example.com,9569243880
C0000237,Aditya,Khan,M,1960-07-01,Pune,India,510567,aditya.khan4214@example.com,9197737441
C0000238,Vivaan,Verma,O,1992-10-09,Kolkata,India,261030,vivaan.verma2993@example.com,9374399576
C0000239,Manish,Verma,M,1980-05-02,Hyderabad,India,821572,manish.verma2773@example.com,9163258139
C0000240,Kavya,Gupta,M,2005-06-03,Indore,India,171343,kavya.gupta4883@example.com,9518694576
C0000241,Vivaan,Gupta,M,1970-10-28,Kochi,India,449966,vivaan.gupta4226@example.com,9503204182
C0000242,Pooja,Jain,M,2003-03-17,Chennai,India,361262,pooja.jain9782@example.com,9729243930
C0000243,Sai,Bhosle,O,1962-08-10,Hyderabad,India,230671,sai.bhosle4413@example.com,9165103088
C0000244,Isha,Bhosle,O,1971-05-04,Mumbai,India,617690,isha.bhosle474@example.com,9537543120
C0000245,Rohit,Singh,M,1983-09-18,Lucknow,India,724646,rohit.singh1664@example.com,9364479890
C0000246,Manish,Reddy,O,1996-08-05,Kolkata,India,705848,manish.reddy6665@example.com,9578869802
C0000247,Vivaan,Mehta,O,1962-12-18,Chennai,India,930910,vivaan.mehta2333@example.com,9500833429
C0000248,Priya,Patel,M,1959-08-21,Hyderabad,India,692119,priya.patel7402@example.com,9144873906
C0000249,Aarav,Mehta,F,1952-03-03,Kolkata,India,794781,aarav.mehta2743@example.com,9100582968
C0000250,Aarav,Jain,F,1983-05-05,Chandigarh,India,373076,aarav.jain6229@example.com,9477332115
C0000251,Pooja,Das,M,1955-05-13,Nagpur,India,645118,pooja.das4610@example.com,9148838858
C0000252,Aditya,Goyal,O,1957-05-05,Mumbai,India,425242,aditya.goyal1470@example.com,9524455403
C0000253,Siddharth,Verma,M,1957-12-08,Kolkata,India,562945,siddharth.verma3455@example.com,9755460660
C0000254,Priya,Chopra,F,1946-08-31,Pune,India,776023,priya.chopra4283@example.com,9908199028
C0000255,Siddharth,Bhosle,F,1985-10-18,Noida,India,447262,siddharth.bhosle5598@example.com,9326155683
C0000256,Sneha,Iyer,F,2006-06-08,Kochi,India,835452,sneha.iyer2191@example.com,9794113197
C0000257,Rita,Sharma,O,1965-02-09,Delhi,India,120043,rita.sharma2844@example.com,9543630426
C0000258,Priya,Jain,O,1963-12-29,Jaipur,India,521871,priya.jain8817@example.com,9187132846
C0000259,Manish,Jain,O,1949-06-07,Mumbai,India,674814,manish.jain508@example.com,9993443242
C0000260,Pooja,Das,F,1947-07-20,Mumbai,India,480141,pooja.das6167@example.com,9988485748
C0000261,Kavya,Gupta,F,1991-12-18,Nagpur,India,915270,kavya.gupta139@example.com,9233964179
C0000262,Sneha,Gupta,M,1967-12-23,Delhi,India,342281,sneha.gupta325@example.com,9914348348
C0000263,Arjun,Das,O,1975-10-04,Chennai,India,204336,arjun.das4968@example.com,9968028454
C0000264,Siddharth,Singh,M,1963-07-23,Pune,India,148583,siddharth.singh4600@example.com,9629180636
C0000265,Rita,Goyal,O,1953-06-28,Chennai,India,117482,rita.goyal3213@example.com,9981674615
