CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10050,1734-0577-2421-7167,1719.1,3669.99,3122.75,1470.85,38232.58,532.25,219.6,24,2023-08-28
C10051,1475-1604-7369-6230,3275.1,3700.33,2280.35,1483.03,31743.94,627.3,316.04,29,2023-06-23
C10052,0777-2067-5786-0475,17040.5,2330.88,387.2,347.28,24913.62,116.04,20.52,27,2023-12-20
C10053,5634-5011-2743-8676,12160.76,383.0,303.22,483.89,11753.03,11125.32,9869.8,11,2023-02-26
C10054,4874-8428-9528-7227,3394.24,3879.26,869.44,180.13,15382.37,2835.73,2743.74,24,2024-07-15
C10055,0327-8084-2771-0964,12658.49,2130.27,1757.65,1117.73,40942.79,12389.96,5613.63,29,2024-06-26
C10056,1307-8368-1110-0031,17523.88,3713.11,511.6,2268.21,24901.76,8484.64,2540.83,31,2023-06-24
C10057,0999-8245-9870-9640,13304.9,1550.55,603.14,2956.24,40602.8,5067.09,3181.64,23,2024-11-17
C10058,5936-8833-2728-5881,8429.39,1391.8,749.43,1808.5,31206.31,7780.64,1597.55,19,2023-12-15
C10059,8105-3429-1880-8906,15712.42,4533.02,2771.36,1030.21,40437.22,5366.78,2496.37,23,2024-04-01
C10060,8910-4165-6923-3638,17510.55,2679.56,1239.3,1957.53,28100.0,12802.59,6052.66,6,2024-06-28
C10061,3388-2021-2340-6478,17274.77,3422.68,1454.14,1550.4,38675.09,16416.28,7971.61,34,2024-11-24
C10062,3068-5905-3524-0729,9974.8,3387.48,2745.84,1558.95,14487.61,5696.2,411.95,12,2023-01-09
C10063,5056-1363-4719-4225,13739.27,403.98,190.29,1195.3,10375.17,1256.04,1052.4,36,2023-06-25
C10064,6913-4431-2503-0490,8899.89,4330.28,3957.67,1782.25,49843.98,6501.33,3579.49,27,2023-12-02
C10065,4845-4488-6811-8293,3234.05,495.22,318.9,2428.97,6654.51,1219.29,509.22,19,2024-08-01
C10066,3997-4710-1610-1576,19643.19,589.74,473.82,1354.31,40938.61,12300.03,3808.52,24,2023-12-25
C10067,1069-9803-5211-7503,16842.03,4172.56,128.58,2889.94,5954.11,4442.16,1228.56,21,2024-02-25
C10068,8607-1947-8365-4436,19499.75,3172.92,2469.82,1463.25,21697.16,1174.07,574.96,6,2024-07-13
C10069,8699-6895-4954-9693,9589.41,1060.95,875.88,2141.96,25252.8,2712.54,2461.45,33,2024-06-29
C10070,8238-6981-1937-3577,15127.72,2270.46,594.42,98.38,22590.62,5407.38,2023.68,28,2024-03-10
C10071,8801-9874-1277-1076,10603.78,2035.26,1403.75,1434.17,36183.17,4003.31,283.73,15,2023-06-05
C10072,3733-1620-8537-2439,5607.1,452.32,94.94,1511.24,35455.67,4574.9,1805.17,28,2023-07-23
C10073,4303-5968-6658-3476,2989.33,1313.33,1200.41,606.86,29227.26,2543.76,54.77,14,2023-10-28
C10074,8672-6628-3592-2242,12494.6,3249.04,1505.24,280.98,15535.73,1050.42,531.73,22,2024-09-23
C10075,1875-1905-4082-0094,17030.85,1849.89,807.88,1698.36,20071.6,8203.05,2516.14,16,2024-11-24
C10076,4536-2555-8965-6882,14434.68,3570.38,3150.63,666.87,35595.55,3692.37,483.41,14,2024-12-31
C10077,2803-8103-9680-2051,8588.63,1028.57,21.55,2078.1,46938.05,2361.55,411.88,34,2023-12-13
C10078,8043-8907-2570-6845,7006.57,1054.42,336.78,1343.48,38081.98,3061.54,143.17,6,2024-05-17
C10079,3581-0355-9236-6355,6770.68,4068.61,3174.06,794.29,36684.59,2495.69,1682.19,9,2024-03-19
C10080,7376-5387-0786-1956,4592.2,1979.69,1713.13,1422.96,17851.25,3612.84,1763.47,25,2024-02-07
C10081,8344-3462-3447-8409,16292.77,3760.06,1972.74,1242.33,18473.99,1758.54,44.09,31,2024-01-03
C10082,5996-2601-6745-4598,14081.13,1088.43,500.12,593.08,43804.01,873.98,409.0,6,2023-10-04
C10083,6699-5093-8995-5238,4940.92,1115.89,209.92,2925.61,32578.6,1614.78,1324.2,21,2024-11-09
C10084,9910-6460-4343-5027,18416.51,2947.15,2827.44,2804.75,5890.07,9302.59,7036.16,33,2023-10-16
C10085,2946-3658-1306-6394,4359.72,1490.68,1080.22,574.16,41544.49,3789.08,2669.62,14,2023-10-16
C10086,0721-8307-6783-9673,16472.89,4329.29,1791.87,1802.69,48530.89,14352.46,4561.17,15,2023-02-18
C10087,8860-6554-4526-6065,18205.89,4586.98,763.67,732.55,30083.32,14850.51,788.67,14,2024-07-02
C10088,9454-3919-4070-5827,11636.76,3371.0,591.96,2724.1,17368.01,4055.19,1784.76,31,2024-05-09
C10089,7739-7200-9791-0009,9567.93,2815.84,1865.21,2308.29,49281.69,7950.96,6604.13,24,2023-08-21
C10090,0047-6728-8968-2858,19860.42,168.09,1.15,1725.35,22562.26,17618.08,11925.71,4,2023-09-02
C10091,0260-5910-5387-3302,5509.24,4871.21,3470.56,291.4,21404.09,1676.32,1568.72,13,2024-12-22
C10092,0395-0619-3314-1175,12692.44,3748.75,1467.35,2889.36,40153.25,10527.93,10254.76,32,2023-10-20
C10093,2501-9497-9810-6861,15857.46,3359.06,853.93,1103.25,31004.11,7002.63,1332.79,1,2024-08-12
C10094,3466-8963-0028-5841,11280.3,2058.32,215.78,1873.1,9617.31,5434.09,1494.09,34,2023-03-13
C10095,7854-1472-4902-9175,3899.67,2077.09,702.0,1530.3,25182.98,127.31,18.73,19,2024-02-27
C10096,7176-8728-5602-3782,13839.67,1220.38,11.09,988.08,34096.01,9331.3,4612.13,25,2024-05-02
C10097,3484-4600-2796-4071,12905.23,1285.93,979.14,264.72,49612.0,4887.39,752.78,34,2024-11-06
C10098,2072-4285-7733-3051,11919.32,4021.06,3914.64,893.73,41529.6,8188.13,3453.17,1,2023-07-20
C10099,5643-1723-3388-0157,10780.29,825.94,597.43,1549.58,25005.4,2631.1,1170.66,26,2023-06-08
C10100,2329-9807-7299-0536,8518.78,824.32,183.37,2899.7,19699.94,705.21,146.28,24,2024-11-09
C10101,6805-6940-3534-3202,1171.66,2710.06,1821.01,2789.8,24965.0,774.71,141.56,4,2023-09-08
C10102,3787-8149-1777-9513,16546.36,4415.27,4028.48,73.54,26960.44,1193.83,247.65,15,2024-05-04
C10103,7784-5559-8057-2072,13077.54,2109.5,379.2,417.65,32901.2,9444.08,8604.49,9,2023-06-20
C10104,2912-7226-6809-4344,7480.59,813.63,308.03,1216.09,19468.86,2857.66,385.4,30,2023-04-22
C10105,7146-9092-3255-2631,19647.34,3814.74,1355.34,2312.51,21284.94,6619.72,4485.85,19,2024-09-08
C10106,2809-5966-5676-9457,12421.63,2643.35,1103.78,1346.97,29372.87,1667.6,1638.36,5,2023-02-28
C10107,2760-7513-3938-0273,7428.85,1351.16,1185.43,904.48,39429.75,299.66,50.91,25,2023-08-29
C10108,1538-9634-9589-9273,2593.16,307.63,278.87,83.48,7045.4,1853.7,249.26,21,2023-09-02
C10109,3659-1060-6861-1946,14566.78,4731.08,4649.73,794.89,47663.4,7337.89,1301.54,3,2024-03-28
C10110,0497-3465-2768-6481,14993.99,542.84,59.02,247.66,43422.15,5152.16,542.23,8,2024-10-18
C10111,3677-8755-9531-7882,10364.59,3193.74,3091.6,1694.87,49155.35,5040.67,1089.84,34,2023-10-19
C10112,1009-9322-7050-3736,1335.2,395.15,290.06,647.92,31728.2,841.75,274.42,7,2024-08-08
C10113,3177-4656-5180-9697,6524.16,4090.17,680.75,998.34,16550.56,6047.75,2906.35,1,2023-07-17
C10114,2706-3902-7441-8823,10715.85,2652.67,708.36,1855.06,36763.79,10159.71,10030.61,19,2023-10-28
C10115,5631-5781-1553-1843,5555.78,242.09,163.03,1956.75,19387.23,1354.75,47.79,13,2024-07-21
C10116,8898-6856-7155-0298,16529.02,2471.13,151.03,443.79,9933.23,3838.64,593.6,7,2024-04-20
C10117,6133-8382-4553-5624,5016.58,3900.07,3677.29,1614.16,42732.69,2560.58,2059.54,10,2024-09-23
C10118,6652-8500-5846-4354,7042.38,541.49,536.43,2430.32,30556.51,6329.03,5503.42,4,2023-12-14
C10119,4618-6758-5220-3706,15624.98,1802.64,537.68,1967.67,42643.69,178.41,117.89,20,2024-01-15
C10120,0576-2392-0522-6440,2612.32,820.44,621.44,2399.08,15052.61,82.13,61.17,15,2023-09-11
C10121,0468-8735-9568-4344,14380.8,3972.98,1310.5,2420.12,38983.07,14118.33,4892.6,32,2023-07-07
C10122,4018-9106-6811-9206,12532.81,736.54,500.19,2084.63,10436.58,10067.25,5614.38,24,2024-03-05
C10123,6881-4700-9468-2011,14128.68,2078.99,1048.18,945.29,40942.96,9220.41,5856.54,15,2024-05-14
C10124,4767-9039-2652-3757,11661.86,4063.43,677.68,1355.48,12229.92,296.05,23.43,8,2023-12-22
C10125,0414-3089-6269-2828,12918.11,4552.48,3178.49,1089.0,6274.86,8355.11,4463.77,27,2023-04-22
C10126,8782-7833-3221-8290,18510.07,771.76,571.51,708.52,45171.61,13750.84,11091.41,1,2023-06-04
C10127,4289-6313-3600-1611,16626.55,803.94,640.54,2343.5,15303.47,7407.95,16.32,30,2024-08-29
C10128,6490-4375-3036-0134,8405.96,2657.33,1518.67,1890.94,43623.18,6136.43,2692.94,30,2023-04-25
C10129,1789-6837-5733-3225,8728.93,3495.62,2475.08,2283.22,28100.07,3506.24,1708.08,9,2023-08-29
C10130,2721-3539-9614-2315,11092.59,3680.52,1133.93,2232.96,40772.81,6360.79,3464.7,35,2023-09-01
C10131,1081-0397-8532-1460,2269.04,333.62,229.14,698.69,31701.29,1495.1,1203.15,32,2024-03-15
C10132,3170-8602-6855-4553,4558.82,2024.85,687.53,572.15,37362.65,1849.66,84.91,31,2024-04-27
C10133,2817-9805-4336-4854,5334.1,1536.63,671.08,1738.14,16704.57,3471.92,2348.74,5,2024-06-13
C10134,7364-6511-8234-4669,11696.24,178.32,105.44,2830.25,5648.9,5802.68,4509.24,22,2023-12-25
C10135,9517-5977-9563-8076,15098.95,2340.05,486.93,1298.42,37876.45,9949.65,1777.92,23,2023-07-14
C10136,4312-4111-7350-4084,8563.82,3090.96,1561.45,395.14,16919.42,6719.72,2114.88,33,2023-04-23
C10137,0685-1975-7061-8837,19656.74,1557.81,176.56,124.44,5700.09,11403.57,10140.48,27,2023-06-09
C10138,0723-4676-3822-9394,10962.58,480.01,313.37,64.32,49621.66,9000.53,1469.05,7,2023-12-05
C10139,0672-2723-0114-4767,15306.35,3523.09,2142.27,2647.91,13616.16,8980.82,4139.39,17,2024-08-02
C10140,4665-1937-6684-3762,1083.2,483.58,290.58,2693.8,20029.11,213.16,26.13,17,2023-02-11
C10141,1785-5832-2987-9444,18632.07,2885.17,2337.18,203.56,41274.23,3331.46,3006.06,2,2024-02-28
C10142,5642-0864-1181-3750,18038.33,3976.96,2535.57,2142.08,15810.0,9750.15,419.05,33,2024-05-25
C10143,7354-3828-1976-7468,1612.09,1238.14,617.34,149.06,11513.42,1522.5,1286.14,15,2023-12-26
C10144,9921-3770-4498-2553,19741.14,637.18,208.43,2427.35,13897.11,14017.8,14000.45,30,2024-07-16
C10145,2946-4840-3511-7626,3977.92,2416.75,1272.62,1940.14,43164.01,3720.85,2924.29,24,2023-12-01
C10146,4548-3021-7102-9342,3091.12,3356.82,2746.01,2189.48,41449.04,588.31,149.56,32,2024-01-29
C10147,1626-7010-2758-0366,4475.58,4954.18,4120.57,711.53,30477.96,1353.89,147.3,11,2024-11-07
C10148,0472-7938-3353-2903,8207.88,1681.55,917.5,1499.57,39775.71,4835.35,2706.56,34,2023-11-16
C10149,9136-5278-0347-8562,9714.78,3118.33,1620.91,952.84,33222.06,834.28,549.11,27,2024-11-19
C10150,2143-6078-5649-3665,9990.09,1141.57,682.75,1826.03,35140.07,2496.61,1729.52,13,2024-06-14
C10151,8057-5493-1720-6455,16515.08,2972.82,163.98,2812.84,24781.3,10864.07,1828.17,36,2023-07-23
C10152,4906-9917-0361-4440,11930.99,584.16,216.62,1553.0,47210.37,2728.22,2327.47,12,2023-03-08
C10153,8791-2829-0238-5105,10592.04,2311.33,1844.29,89.01,13788.65,2042.81,167.61,26,2023-08-29
C10154,5673-5727-8870-9103,14810.48,4724.38,3963.17,2172.5,17275.5,8579.11,1622.94,23,2024-09-02
C10155,5495-7554-9049-1821,18565.9,2074.87,1992.36,2947.05,18393.46,8843.17,256.0,25,2023-07-28
C10156,7500-5643-5711-6723,12372.92,3746.19,2056.84,1839.89,14610.53,6452.88,1052.48,13,2023-12-03
C10157,4796-0122-4481-4869,7380.99,720.1,459.52,2415.7,13597.97,5485.07,1427.81,28,2024-10-28
C10158,8822-4181-1394-3288,2269.14,4686.22,2077.27,144.88,10828.32,1915.67,137.29,31,2024-12-30
C10159,2565-3842-2512-4588,2583.69,1147.04,125.91,2905.38,31691.74,1427.91,785.27,11,2024-04-05
C10160,7507-9565-6879-3068,781.72,4620.55,1362.86,672.67,39403.23,352.24,108.62,22,2023-08-01
C10161,0912-8217-8841-0129,1613.93,1638.59,1532.57,78.33,49355.83,1159.74,17.33,13,2023-08-18
C10162,6940-1651-5158-8116,3201.29,1672.41,743.58,1931.71,26332.59,1646.58,402.67,26,2023-07-15
C10163,7348-9486-2686-0552,14068.0,4872.86,3423.64,1568.92,10791.83,2792.67,1374.51,24,2023-08-16
C10164,5406-4271-0922-0334,12927.67,350.67,73.39,817.65,46061.17,4713.79,209.04,28,2023-07-24
C10165,3516-4062-6171-8255,12608.06,3408.15,2965.75,1858.64,20462.95,9514.95,6335.28,11,2024-02-04
C10166,4588-8701-4226-5775,2689.02,4407.22,2539.53,1522.61,26217.53,1080.4,992.44,36,2024-05-24
C10167,7395-6315-9171-0450,737.04,2343.42,153.41,2308.25,32734.42,520.37,470.48,32,2024-05-27
C10168,5526-1711-5680-3302,8135.17,4065.57,3593.68,1945.63,34237.9,3489.08,1990.43,25,2024-03-31
C10169,3570-8804-7983-9329,17739.57,2552.19,1127.37,1811.86,10399.9,2235.18,348.08,20,2023-02-27
C10170,9662-4312-5166-8093,1499.59,4107.89,739.58,1345.52,18248.14,458.2,88.04,19,2023-04-11
C10171,5189-7523-1822-9968,8490.19,3004.94,1335.99,1070.49,13889.16,4084.9,2708.98,12,2024-03-06
C10172,3853-2890-9239-2394,9962.5,3702.13,1284.61,1299.49,34394.69,7044.96,5223.86,18,2023-05-28
C10173,9565-0385-5846-4028,19790.62,2054.34,891.41,2619.24,12295.63,17840.78,553.23,8,2024-11-21
C10174,3510-8599-7732-9638,2831.0,1507.14,6.4,1641.29,37696.2,2176.53,19.22,26,2023-12-11
C10175,4522-0911-9423-1433,803.39,2868.8,725.33,169.4,22246.98,545.04,206.18,22,2023-05-04
C10176,3503-1137-1820-6979,14669.3,4017.76,2955.75,2354.32,8162.28,698.39,182.34,7,2024-01-08
C10177,5034-3530-3189-3838,14823.7,1917.06,1278.56,1921.91,30125.62,9750.01,2861.3,22,2024-10-08
C10178,1956-2992-3242-0331,5855.65,3296.79,2165.02,302.51,41817.51,2047.55,199.67,2,2024-10-01
C10179,0809-0963-2657-9700,18129.69,3583.19,1329.52,1886.76,15818.17,9284.79,6040.76,23,2023-10-14
C10180,4872-1493-9208-0952,17871.68,3646.69,1758.81,676.4,28475.67,11755.59,3965.75,6,2024-09-27
C10181,0610-7842-3693-0876,6565.45,1179.4,861.39,985.1,41272.47,1313.52,947.68,3,2024-10-27
C10182,9801-3218-4710-8785,7413.76,3751.43,1292.24,1530.41,12619.37,1494.9,542.96,24,2024-07-07
C10183,7383-8815-0626-1272,4686.99,1727.9,442.75,1544.81,8056.37,4558.74,408.63,16,2024-11-13
C10184,9905-6598-1084-6834,6390.93,1221.75,46.75,2393.66,48028.73,2898.24,2689.25,7,2024-09-22
C10185,6592-5304-9309-1188,1289.48,1814.01,1505.52,2970.83,14620.11,328.21,277.57,31,2023-09-12
C10186,6110-3399-4904-3180,5011.77,3585.83,3340.9,2429.37,46627.36,452.38,407.07,21,2023-10-22
C10187,9588-3755-8954-6501,1118.09,4443.91,1482.77,1059.41,6173.88,1055.76,881.71,32,2023-08-09
C10188,7368-7671-7559-9942,17630.76,276.4,144.51,1652.13,27737.18,2633.87,820.88,27,2024-07-12
C10189,1660-4020-4127-5031,14055.35,2566.02,1269.63,2559.23,9593.49,2239.25,1176.09,25,2024-06-07
C10190,2102-1446-3306-2564,9070.74,4625.87,3451.4,2007.61,28081.99,8967.31,4702.64,14,2024-09-25
C10191,4450-7399-6782-5733,10220.31,3212.88,1509.51,25.13,36774.41,5372.69,4557.44,21,2024-11-21
C10192,6225-2220-7332-8356,15593.34,2942.09,2404.01,9.5,18922.36,4360.4,3760.37,1,2024-11-16
C10193,8758-6632-3207-6559,15665.44,2685.2,723.93,2057.17,26328.78,979.47,357.72,36,2023-06-26
C10194,5567-4733-0458-6508,3950.97,1763.53,742.43,2182.69,31067.8,3075.55,2025.57,19,2024-12-21
C10195,5709-9072-4142-2005,14976.54,1887.78,181.44,2133.84,29056.33,2746.28,215.39,29,2023-10-25
C10196,9495-2826-4731-1949,15419.27,1896.45,144.26,391.12,38665.57,4850.2,2790.29,3,2023-03-03
C10197,4234-9505-8282-9591,8482.38,2922.95,445.29,2785.12,49606.34,2176.67,1671.28,5,2023-09-14
C10198,7579-7682-6567-2008,13024.68,615.7,509.04,250.82,28971.52,1229.61,85.02,16,2024-06-10
C10199,0853-8170-5216-2142,10629.46,2445.42,1046.71,1724.05,5063.24,7284.25,6247.43,11,2023-11-11
C10200,0077-0524-6328-7037,8913.6,2340.97,1678.17,2584.19,11199.23,6534.64,2308.27,36,2024-02-26
C10201,5836-4104-5587-5665,8205.52,576.26,451.92,2581.29,22524.21,6627.26,2735.95,35,2024-03-24
C10202,4653-9713-9036-4853,6629.21,4747.45,3400.62,1696.28,20659.81,3963.83,1221.97,29,2023-11-03
C10203,5465-5693-1544-2553,18324.95,4898.06,4780.33,1379.61,49514.22,4008.93,1697.8,26,2023-09-11
C10204,7443-1371-7667-3333,3502.73,4779.22,1488.1,2982.75,41298.07,1440.16,36.85,15,2025-01-01
C10205,1288-9003-3089-7657,7115.91,728.9,39.05,1497.52,28325.71,97.3,26.01,29,2023-01-01
C10206,8399-3865-7038-9548,16339.03,3817.14,142.13,1695.86,7204.7,10422.03,3435.48,2,2024-10-31
C10207,2891-3846-2806-4273,14463.35,1254.68,747.01,2049.69,30941.57,12360.47,4720.74,22,2024-05-09
C10208,6759-3417-5414-7445,8058.23,4949.37,2792.6,2602.99,12912.07,2805.67,530.67,31,2024-01-02
C10209,3402-3373-2830-4176,16751.17,3157.39,95.69,707.89,47842.97,7074.07,3641.54,8,2024-10-14
C10210,0317-1040-3305-1012,7574.87,3722.19,544.26,677.84,41294.36,766.49,165.2,29,2023-06-18
C10211,5341-6162-1304-6044,10426.67,2711.85,1897.96,439.1,46538.45,2713.19,2688.43,3,2023-07-26
C10212,3156-1477-4454-3905,17967.14,3716.32,3077.04,2562.42,25172.25,7323.71,6239.76,9,2024-12-11
C10213,7610-8551-9006-9624,8171.74,4090.89,3359.64,2467.12,27108.97,230.02,31.49,21,2023-04-05
C10214,3079-8434-0458-2496,14989.43,1664.78,136.69,880.77,19068.5,13271.96,1180.77,26,2023-02-01
C10215,0835-9535-3890-9752,7105.71,4410.25,2694.44,1727.77,37468.15,1067.55,953.05,13,2023-03-12
C10216,4744-0725-9854-5299,18926.98,155.89,50.43,2755.64,8302.43,9573.93,5831.71,2,2023-03-18
C10217,6971-4414-4010-3042,14300.56,375.21,360.02,1777.63,22425.03,698.21,533.26,32,2024-05-16
C10218,8706-9929-4098-4614,9106.01,4785.02,4744.49,62.74,20327.34,4893.34,4199.33,20,2023-06-15
C10219,8670-3788-2182-4389,3353.63,2151.57,1535.31,18.11,46446.72,1788.64,1201.43,9,2024-11-28
C10220,3048-8700-5786-1246,12416.12,4792.65,988.48,2901.9,37189.49,329.46,96.68,6,2024-12-05
C10221,0406-9634-0202-8988,15324.77,3742.48,3211.1,1350.13,33138.4,5548.77,5058.34,24,2023-06-24
C10222,0903-6949-3827-7672,2900.15,1229.73,1195.74,2328.45,24086.25,1472.78,1252.71,24,2024-10-01
C10223,0713-3361-6411-3432,10918.04,2081.8,176.61,937.81,28488.03,1725.95,935.33,6,2024-08-24
C10224,8065-2027-9338-1198,4936.19,2182.36,302.16,343.64,38210.09,2395.99,1633.85,35,2023-09-19
C10225,0157-3777-9032-7557,2879.85,4518.62,2438.08,2671.99,12523.17,430.04,35.8,8,2023-06-01
C10226,2566-6881-1423-8701,887.82,1045.67,44.49,350.25,33155.67,686.27,413.45,22,2024-01-23
C10227,9659-3576-1992-0127,19784.62,4201.49,3765.38,2618.39,34371.15,18616.08,15178.31,9,2023-11-25
C10228,6235-3663-7900-9378,19874.68,1323.34,365.58,1770.12,17787.02,127.51,122.53,13,2024-06-08
C10229,0852-5073-0338-9683,5352.35,2364.69,1395.6,302.8,43994.74,2901.7,2238.33,10,2023-12-18
C10230,6915-8902-6391-8253,10013.98,2943.5,2581.33,765.93,35933.77,4308.0,1220.17,25,2023-04-17
C10231,8768-9271-6095-0262,19020.23,3325.59,1762.66,2294.2,44955.82,3753.72,1511.47,31,2023-10-22
C10232,9024-4667-9375-9163,12374.35,1842.09,771.46,2793.95,11100.32,6771.36,2474.91,9,2024-12-14
C10233,3568-2015-2995-6558,17436.74,3633.45,1050.72,1470.76,39692.99,2338.5,31.62,33,2023-07-15
C10234,1320-1854-1127-9478,17740.98,966.51,318.19,1446.64,10932.12,4429.03,3100.39,14,2023-12-13
C10235,0495-5941-5339-2397,12138.23,871.56,703.75,2010.53,39310.99,6866.79,1956.84,32,2024-08-31
