CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10022,3033-4502-2431-6737,9223.68,4802.31,270.35,2815.66,34385.78,5145.1,4719.69,24,2023-03-03
C10023,6491-9821-3279-4018,12007.71,3073.54,1774.72,1089.42,26037.39,6409.38,809.52,3,2024-10-30
C10024,2479-2999-5272-3123,15148.46,3133.79,1962.14,2441.79,12739.1,15081.34,3493.84,21,2023-04-05
C10025,6701-4862-3581-0945,9130.4,1985.63,1890.02,2900.88,39762.9,5228.71,290.58,29,2024-07-06
C10026,7185-4542-9971-3702,8719.65,3807.58,449.48,2467.4,12434.95,1001.04,904.41,31,2023-02-25
C10027,9044-1482-7294-3298,10122.57,131.34,34.22,2479.57,36532.23,7786.85,474.23,27,2024-03-10
C10028,7641-5429-6555-4530,2559.89,2113.96,1908.49,35.66,37594.93,993.12,433.57,23,2023-04-17
C10029,5161-6060-1743-2777,10542.68,3078.35,1696.64,1131.49,35006.42,8436.75,911.75,8,2024-12-05
C10030,0798-1275-4207-5557,3012.47,4942.48,4643.68,1697.67,14669.3,78.28,33.25,35,2023-07-29
C10031,7152-6645-3110-0936,2949.16,3163.0,451.42,555.21,39082.33,2267.49,1290.59,4,2024-05-21
C10032,7026-5378-0102-0584,6096.48,2041.66,1475.2,538.7,34587.69,1446.4,893.04,24,2024-01-20
C10033,5078-1038-5720-3512,6539.03,3163.73,874.6,819.69,16567.61,1436.41,1282.83,15,2023-01-30
C10034,5676-8441-1275-2925,1226.47,3997.28,1622.63,136.42,33918.81,1100.55,520.12,4,2024-10-19
C10035,3656-0983-2152-5454,17999.72,2557.3,708.12,962.94,14433.11,11938.89,7485.5,6,2023-09-17
C10036,4156-5118-4989-7192,8003.23,3866.81,67.53,2691.72,8742.28,3240.88,2100.2,9,2023-04-07
C10037,6732-0822-0515-5961,6543.97,3018.62,2041.17,1419.46,28252.24,1052.78,372.16,23,2023-03-12
C10038,6940-0653-4709-7661,18343.33,3430.54,2301.07,2482.31,17834.97,12902.82,10562.44,9,2023-10-29
C10039,7752-5812-0866-9814,5756.43,100.24,67.42,2930.68,47644.34,1399.83,928.79,14,2024-07-23
C10040,7985-8071-8579-5431,17957.9,3834.79,3520.68,1355.12,8146.41,11891.75,9742.96,35,2023-09-06
C10041,1679-8204-4123-0521,17360.98,1697.04,145.77,1061.87,24110.67,16117.21,3963.34,35,2024-02-08
C10042,4384-3841-5724-3112,1594.49,2235.07,1692.41,774.8,7014.94,219.34,67.24,13,2023-10-14
C10043,0193-6112-4475-1768,18898.88,2560.79,224.8,2271.94,9218.11,732.31,398.75,4,2023-01-09
C10044,8267-8975-2226-9547,7949.1,464.26,236.86,1780.33,19705.62,4818.64,3747.95,17,2023-01-30
C10045,1490-7404-4504-9350,9097.71,788.38,311.68,357.33,7696.83,4488.43,2031.11,8,2023-01-01
C10046,0621-4833-8126-3148,12509.8,2410.44,1786.77,1910.41,34585.67,12166.02,7943.15,33,2023-04-08
C10047,0908-8874-0745-3955,19118.97,2142.95,1456.03,642.21,31795.8,15096.38,11461.36,21,2024-04-07
C10048,0906-1546-8047-4386,1382.39,3809.15,1798.07,883.21,7910.31,781.46,109.11,6,2024-12-29
C10049,2531-7148-4963-4925,12503.16,1771.32,1561.26,966.07,46736.79,5741.25,776.18,7,2023-09-15
C10050,2852-6148-6994-6874,2800.89,1673.19,1373.97,649.47,14079.66,1651.36,599.0,36,2023-08-10
C10051,4913-9261-1404-2538,14988.36,2051.96,466.05,456.08,15481.72,9069.34,215.93,34,2024-07-15
C10052,4575-6648-9350-3064,6775.72,4292.47,3214.55,125.35,15896.37,6516.7,2481.25,31,2024-04-20
C10053,4757-7345-7120-3235,7877.59,2549.46,2111.43,1743.41,31794.79,1207.04,459.4,6,2024-02-10
C10054,5228-1638-1815-2012,3625.62,2212.56,1305.9,2593.52,34034.02,335.73,326.19,30,2024-04-20
C10055,3206-5236-7575-9989,14317.92,293.37,181.35,51.31,40708.61,4226.08,992.0,17,2023-11-12
C10056,2450-7901-9499-2646,951.02,4954.22,4330.26,172.18,43584.64,144.87,35.33,1,2024-08-13
C10057,0058-4491-7812-0522,9181.73,4724.74,2853.82,1923.87,24627.19,586.87,61.15,7,2024-03-04
C10058,3838-5818-1452-4561,12648.43,458.59,134.01,583.38,35967.44,12314.29,515.33,18,2023-01-02
C10059,8634-7990-8569-9108,12843.48,2883.42,1985.1,2773.12,25609.3,7676.07,6800.22,10,2023-07-19
C10060,7341-7769-4350-3636,9749.73,2638.06,1222.01,1310.23,7695.07,4264.93,3959.08,34,2023-10-23
C10061,8903-2651-5739-9692,3691.53,2154.76,258.49,277.21,5681.26,1610.15,1010.73,16,2023-06-10
C10062,5884-8485-4927-8620,17228.01,4598.63,3739.35,1799.29,6302.49,7969.76,963.04,21,2024-08-30
C10063,9813-1246-7871-8099,15141.28,732.64,46.98,2980.45,23371.0,4683.18,1871.34,19,2024-02-02
C10064,9087-9937-6695-5353,9324.44,470.61,394.25,720.57,14709.68,793.73,223.93,8,2024-07-09
C10065,5230-6534-0023-6293,14973.25,4920.27,4455.18,1349.14,11259.81,3491.8,842.4,11,2024-02-29
C10066,6833-4264-4019-2101,3586.98,2912.23,1890.74,423.94,25677.54,3422.92,3104.76,8,2023-03-05
C10067,7877-6125-6436-8390,14990.24,3973.13,2236.39,80.54,43054.69,3094.75,478.47,9,2023-11-17
C10068,3873-1973-1014-0409,15082.32,2436.46,629.93,2781.78,9030.21,14785.98,5200.67,27,2024-10-25
C10069,8549-0935-0565-6265,1497.22,2542.69,28.23,768.33,36013.45,419.58,369.04,11,2024-10-31
C10070,5860-2690-2581-5416,12262.88,4548.16,562.12,565.59,47681.56,5438.45,3605.26,22,2024-05-02
C10071,5104-0459-0416-9425,9258.53,2136.32,143.58,838.17,35667.03,3178.46,242.18,13,2023-06-15
C10072,1710-0767-6637-2351,2424.56,4487.54,2861.83,921.1,48776.43,785.8,245.15,21,2023-02-16
C10073,5677-9827-3802-6079,7407.35,820.12,711.55,705.56,6142.77,3907.34,1487.73,8,2024-12-21
C10074,3261-0613-7709-1739,6687.73,3115.35,1630.35,1465.42,22522.73,6578.05,5131.97,35,2023-07-29
C10075,8389-6692-6898-3061,5894.85,3824.37,2237.3,2602.37,29937.57,3551.32,336.08,22,2024-09-17
C10076,7058-2450-2760-7372,7725.22,3841.1,2274.19,2046.09,44076.85,5457.81,4686.42,13,2023-07-10
C10077,9018-8864-2330-8570,14211.1,2369.89,2216.81,1226.72,35454.14,6217.65,1296.78,22,2024-05-26
C10078,1008-4474-6424-8762,2469.95,807.39,536.34,556.47,18475.73,2239.46,1998.92,20,2024-04-03
C10079,0095-1268-3998-8800,14146.56,478.29,276.59,2210.56,12636.64,13514.96,7085.39,18,2023-10-14
C10080,5627-6758-2583-1203,9882.68,4904.7,3440.78,1873.47,34809.01,3688.52,2778.51,33,2023-11-30
C10081,2810-0605-8148-3772,5851.1,4725.04,3271.31,2770.47,38081.26,696.48,602.36,7,2023-12-10
C10082,1951-6420-1433-7494,3005.76,3635.64,1416.16,116.88,40465.24,2698.11,1002.32,12,2023-11-18
C10083,8380-6286-5387-5538,11913.45,2879.28,449.73,1578.15,14879.84,3019.12,1250.63,30,2024-01-21
C10084,7513-8250-6937-4877,4286.98,540.97,504.72,191.41,8053.63,1267.03,607.44,12,2024-02-26
C10085,3513-3327-6772-0550,2854.29,4712.53,222.35,1874.22,28672.56,2526.83,1710.95,36,2024-10-23
C10086,8076-9014-4133-4129,8845.88,4759.91,1592.26,1349.63,47052.09,416.07,352.3,29,2023-11-23
C10087,3664-7721-0491-7407,6814.32,3704.24,1225.81,1680.32,36799.63,5368.57,4449.67,4,2024-08-05
C10088,0876-4157-2254-7821,10979.35,2783.33,2573.53,1482.49,34144.3,8081.58,2431.59,26,2023-12-07
C10089,0724-2897-6992-0258,7771.17,123.91,92.9,2843.71,43145.81,7116.79,445.82,23,2024-03-02
C10090,8145-6105-2825-3043,15715.72,4447.64,635.59,1585.84,49381.3,1012.56,768.42,25,2024-09-08
C10091,5745-0377-6608-7974,8136.24,2270.55,98.63,493.47,20588.43,3978.34,3937.48,3,2024-02-06
C10092,3275-8148-2897-0192,886.04,1196.04,1124.35,2368.28,43729.99,252.96,242.41,20,2024-08-04
C10093,7378-0947-9806-7121,19316.84,2946.53,2245.85,641.09,11307.5,2704.96,83.52,28,2023-01-24
C10094,4791-5390-3630-7511,14679.23,449.93,311.98,822.08,49735.7,4964.13,3576.55,31,2023-09-25
C10095,8958-9622-9150-3783,16092.02,1183.53,834.87,1953.08,26024.89,14084.44,13210.19,23,2024-07-19
C10096,3167-0615-4243-0392,3259.73,3636.83,3115.82,2240.35,18354.7,2481.11,2256.0,5,2024-12-13
C10097,1383-3263-1401-1784,16600.51,4417.35,3802.14,405.21,42436.96,5348.92,60.31,19,2024-09-23
C10098,0243-1502-7643-6467,4599.68,3829.89,1947.81,2610.08,37766.11,740.07,21.11,36,2023-06-10
C10099,1207-8183-7005-7153,4156.53,4558.26,2250.7,2279.23,43481.79,4101.36,2175.83,13,2023-08-25
C10100,0975-9103-5467-8177,12577.2,1486.27,306.46,1720.8,16875.92,10100.49,4020.52,33,2023-04-21
C10101,3785-4341-5106-7347,13568.56,497.62,8.31,285.66,11811.74,8083.31,1580.97,29,2023-11-13
C10102,3390-4075-8836-8663,17099.08,2483.6,1087.22,2216.08,45064.53,3686.76,971.97,10,2023-11-29
C10103,6006-6838-3217-6842,1386.07,544.81,355.71,2359.03,22018.05,1242.12,1112.12,20,2023-04-26
C10104,4455-6472-6852-6678,3254.96,4328.92,2022.68,2167.43,41474.83,2189.13,265.09,8,2023-06-06
C10105,7787-8179-3616-9594,13191.62,1022.67,531.69,1000.7,30716.38,1096.06,452.33,35,2024-08-19
C10106,1737-4599-2942-5233,7257.86,1728.4,328.24,1434.26,18650.99,3702.86,161.47,17,2024-11-01
C10107,0146-8177-0427-8098,11378.01,356.72,239.86,1335.12,46734.19,8063.61,2502.8,5,2024-08-26
C10108,5246-0024-4701-0231,17418.1,3316.34,816.52,2913.55,9643.75,3930.27,353.11,23,2023-09-28
C10109,2221-8463-0511-0430,5276.26,3324.6,1053.64,5.83,38429.02,1211.74,1002.15,7,2024-02-03
C10110,2641-2494-9529-8944,3763.81,4301.69,2362.37,1126.15,32696.0,507.8,369.99,3,2024-11-25
C10111,1167-1776-4631-2620,10645.52,4165.0,899.41,2281.3,12160.36,3323.94,2588.23,35,2024-02-19
C10112,2942-0133-4796-6521,790.75,2091.93,1462.7,1268.44,41241.06,758.73,628.28,3,2024-04-01
C10113,3744-0259-5097-9731,1815.83,2722.94,88.3,2315.36,49842.7,1727.96,1064.46,17,2024-05-02
C10114,4986-5343-8516-3586,9439.05,1287.4,1165.93,897.75,36578.51,2851.32,431.31,17,2024-02-19
C10115,4714-8139-4485-7804,17169.97,1842.49,129.06,1428.77,40028.56,12474.41,12047.17,32,2023-12-02
C10116,2960-6013-8542-9216,11850.81,2457.88,1169.94,2249.86,11176.21,1741.92,1730.57,10,2024-06-16
C10117,9647-6043-2407-0843,18893.51,3951.39,1057.73,2907.4,6563.93,8966.46,380.27,32,2024-08-08
C10118,7520-0580-1064-5044,5145.0,1845.28,233.73,2406.0,26005.51,1590.52,625.69,31,2024-11-15
C10119,2792-4650-2883-3056,5115.42,2364.05,2012.7,423.24,32855.3,1809.56,264.93,16,2023-05-31
C10120,3639-2530-7655-3304,5084.87,1190.16,320.04,248.48,9685.16,3463.7,1921.35,19,2024-06-16
C10121,4949-5245-0710-5637,9042.14,2181.14,799.9,1144.78,11468.53,2908.76,269.91,21,2023-10-25
C10122,3896-8575-1008-9238,6333.55,4038.65,1867.31,1904.92,12988.56,4981.79,2047.02,35,2024-09-08
C10123,6683-9186-6738-5645,10230.33,1123.22,361.87,742.8,17346.55,9504.37,1605.69,11,2023-08-21
C10124,6373-3091-5278-0548,12764.91,2774.11,2702.68,1515.48,48993.96,12618.72,8807.23,7,2024-02-01
C10125,4774-1201-5693-2055,2833.67,786.91,536.18,278.94,49156.57,729.48,297.79,12,2024-11-28
C10126,7310-5240-4964-6245,3864.1,4693.81,357.62,2471.54,40085.66,2038.92,1523.54,22,2024-05-02
C10127,4528-0252-1036-9670,7988.47,3678.48,1381.06,2454.35,13434.39,7393.52,767.56,17,2024-12-11
C10128,1758-6652-5471-6521,12931.61,4126.63,418.91,2031.91,21762.47,4860.04,4524.52,15,2023-10-23
C10129,3275-6019-6056-1242,14665.27,3407.76,2528.18,2670.63,28261.1,13382.43,8986.04,1,2023-08-04
C10130,5392-2273-9714-8245,8234.65,2304.6,1647.64,947.67,5062.08,2120.23,845.06,32,2024-04-22
C10131,8177-1415-4471-2889,6196.15,3475.58,1094.47,2976.31,16787.93,191.44,188.86,1,2024-07-11
C10132,7073-0311-6564-0573,12135.71,4069.52,984.68,418.57,38835.26,11584.46,692.23,33,2024-10-01
C10133,3420-0873-4364-5976,1717.06,3139.33,1224.75,1336.1,12791.64,346.89,88.13,13,2023-08-07
C10134,4262-0534-9508-8452,4521.54,2191.48,576.44,2774.3,10705.08,376.6,315.06,31,2023-05-29
C10135,2393-7502-1637-8617,2072.22,118.72,114.95,198.16,16475.22,180.9,109.19,18,2023-09-26
C10136,4589-1956-1573-3175,5271.61,3928.47,3842.16,2743.71,47602.97,2617.12,2007.72,33,2023-04-27
C10137,2880-2158-4819-9678,3853.13,4196.93,2803.52,581.23,5581.32,3111.29,2173.37,29,2024-12-13
C10138,7847-2253-6768-2099,15495.29,4552.81,3498.45,2280.76,13438.83,11632.52,4154.63,8,2024-10-18
C10139,5145-4884-5172-7466,5216.24,2421.23,1812.35,176.21,30153.95,4515.46,2191.25,15,2024-08-14
C10140,6397-1559-6357-4597,3069.92,2569.84,1116.04,978.83,42308.04,2567.53,2021.87,30,2024-07-14
C10141,6093-9155-3216-9307,14389.0,1518.8,167.41,182.04,45293.46,10883.71,10154.65,7,2023-08-26
C10142,8822-5549-5586-9417,15407.87,4634.08,3935.58,1444.52,14828.81,7961.57,7138.73,5,2023-07-23
C10143,9420-4021-9908-6016,14518.93,2702.12,1274.44,522.21,42478.45,6899.31,4784.73,28,2023-10-12
C10144,0593-3923-4009-9126,19694.85,3260.46,3197.09,2195.27,38327.81,14135.99,9874.97,9,2024-10-01
C10145,1769-3374-7122-3932,12467.24,2959.43,1067.56,820.5,23433.67,4113.68,77.51,13,2024-08-30
C10146,5101-7694-2473-8493,12613.17,2957.46,734.19,900.98,22937.26,1222.52,641.09,1,2023-05-30
C10147,0725-1624-6925-1496,1864.97,3159.24,2428.76,2638.16,35813.98,1665.89,810.53,21,2023-09-01
C10148,1638-1873-7006-4846,5524.43,1669.34,1445.19,1163.85,16999.07,1639.18,1602.24,36,2023-09-06
C10149,6415-6183-7903-1521,12493.03,4319.11,2362.37,1919.01,40594.93,787.09,416.79,16,2023-10-09
C10150,4192-9964-1153-8619,9070.99,1355.07,71.49,1949.32,42151.05,7552.62,1516.37,8,2024-07-06
C10151,6225-3654-0215-5415,1771.24,1309.94,553.08,2125.02,7063.82,164.37,125.43,4,2024-09-11
C10152,6623-4875-0440-3387,19291.34,4586.79,1471.48,2821.7,10007.98,4717.84,2422.42,26,2023-06-16
C10153,0967-4489-2942-1253,17875.83,2546.85,607.25,2037.55,14632.03,6801.7,2228.8,26,2023-11-02
C10154,1517-3708-2715-6587,18104.63,317.69,124.94,1263.95,16470.63,9627.3,4654.84,24,2023-09-17
C10155,3533-4225-5249-4104,13057.32,4687.5,3477.78,2193.79,33712.63,4366.04,3489.82,22,2024-08-24
C10156,8857-2821-7431-3208,5581.86,4692.6,2919.88,1091.12,35921.31,5239.59,4457.41,33,2024-12-04
C10157,2364-8924-5072-3045,18364.28,2318.91,1090.26,1856.29,6527.2,8950.81,3842.79,20,2023-07-06
C10158,3048-7878-5180-4977,8902.96,363.35,195.21,678.72,12723.41,1386.94,634.1,15,2024-09-01
C10159,5826-7076-9326-4108,11982.15,617.19,217.06,1803.28,35384.59,6770.45,3138.51,31,2023-01-02
C10160,4373-7349-6397-0198,7736.13,979.61,32.68,1457.87,27447.3,6164.66,4026.49,5,2023-07-24
C10161,9124-4254-8275-7342,19503.93,3275.96,1730.47,44.15,6779.81,14438.07,5677.68,30,2023-11-06
C10162,6950-6153-0421-8810,13178.04,3404.78,2888.9,2040.92,41368.19,12842.73,12291.49,18,2024-06-06
C10163,2786-8101-1079-4229,4047.32,3146.66,1676.13,1427.9,25684.66,3387.22,1461.99,20,2023-03-27
C10164,2653-5101-4214-8114,15546.22,2834.65,2561.14,2575.98,46467.71,3521.8,1139.43,15,2024-05-06
C10165,4718-7522-0718-9720,12942.88,3936.38,869.83,728.14,16380.06,8034.31,1955.11,27,2023-11-07
C10166,8272-7212-9950-5200,17341.77,338.31,121.71,2459.4,12169.58,15099.4,9435.61,24,2023-11-15
C10167,8593-9470-1684-0214,5102.76,1003.47,545.95,1266.17,19754.44,1795.18,1719.77,14,2024-05-06
C10168,4997-7847-8078-4200,16650.47,1930.06,1044.41,2562.53,19989.83,1804.78,870.83,3,2023-09-10
C10169,4269-9880-2346-5762,17479.73,3638.49,2112.44,1125.98,46568.0,9639.37,9001.59,4,2024-03-30
C10170,2874-5158-8549-8584,19625.04,834.04,387.82,916.76,30668.1,16488.89,3352.0,35,2024-01-19
C10171,9827-7163-3723-4985,3198.84,574.0,217.39,1354.3,47300.43,2396.89,1685.32,16,2024-11-25
C10172,8350-7201-9816-8868,8677.93,4238.64,947.6,2298.51,42327.62,2997.28,1563.4,30,2023-08-16
C10173,1198-7570-9117-9283,1528.58,362.54,163.13,2694.3,33555.89,156.45,156.08,21,2024-07-13
C10174,0962-2352-4431-3827,13989.46,4418.14,1042.32,734.75,35516.03,2110.48,1904.26,18,2024-09-16
C10175,6548-4675-5359-6243,14012.45,3412.68,3140.41,1748.8,32177.55,12737.26,12542.46,8,2023-10-20
C10176,9347-5521-9531-7255,19735.16,2802.99,2632.5,1554.49,26876.1,14372.7,714.91,32,2023-06-20
C10177,9118-4676-5887-8413,8675.84,871.17,7.98,903.29,16400.89,1585.59,1434.7,7,2023-08-08
C10178,3701-8766-7529-2966,8509.83,2472.89,1042.15,2293.2,25761.48,109.97,32.67,18,2024-02-06
C10179,2888-0426-6078-5440,9858.86,1851.69,1542.93,2555.5,9193.29,7249.11,6472.07,22,2024-08-17
C10180,5215-7672-4660-4942,3258.46,2805.19,439.36,332.42,35834.69,2189.15,34.09,29,2024-05-04
C10181,9096-9515-3145-3862,18468.26,842.23,694.64,35.16,40135.3,7488.45,5526.26,27,2023-02-14
C10182,9607-2767-4042-9774,14349.16,3130.4,416.97,1913.59,14778.42,1082.14,802.81,36,2023-10-01
C10183,9860-4293-4053-5116,18160.05,1090.87,62.35,1531.21,48134.24,14436.31,1942.75,18,2024-01-24
C10184,4404-0384-9316-5033,4703.86,143.37,45.64,2632.5,8626.59,1775.22,760.4,16,2024-12-11
C10185,8470-7186-2507-0123,9473.96,608.58,341.58,2738.36,13542.75,7546.9,2164.32,13,2023-10-18
C10186,9322-7393-8538-9840,19413.04,1816.22,1575.85,387.11,25254.47,6653.92,1028.87,14,2024-10-31
C10187,4593-5604-6936-7616,5983.83,449.5,444.3,2307.13,33808.9,3182.72,763.0,18,2024-12-02
C10188,4370-2451-4452-4910,3388.38,4074.39,2974.99,805.04,34071.59,1009.68,16.06,8,2024-04-01
C10189,6382-4580-1395-1949,13504.23,2952.76,2823.62,1254.69,15558.35,9066.93,335.0,18,2024-06-22
C10190,5299-8041-1886-3112,4917.71,2628.35,1106.01,1107.56,29787.97,3298.06,1108.31,9,2023-03-22
C10191,1652-8491-7796-2488,18513.55,403.95,209.52,2569.08,31897.33,11554.16,10418.41,35,2024-12-31
C10192,1013-4294-9494-3474,6881.59,1208.6,303.98,2956.16,15245.36,5164.23,3723.78,3,2023-03-23
C10193,2356-7989-1858-7382,2647.68,3930.24,865.42,2085.2,28501.3,1995.35,1286.9,9,2024-09-03
C10194,1743-9599-0858-0967,16666.34,3706.31,2760.87,2349.03,26435.56,1698.31,1385.99,7,2023-02-26
C10195,1670-8051-7564-5848,18352.51,1378.36,1040.48,2043.34,28107.67,4531.0,838.83,13,2024-12-01
C10196,3530-6403-1700-6976,7642.54,4971.77,195.32,936.68,47061.53,7542.1,4087.57,17,2023-05-15
C10197,5574-1891-6396-7800,6090.71,3863.12,383.4,1307.06,10679.37,3040.16,2382.53,36,2024-06-22
C10198,3451-4101-2357-0310,4784.68,2824.89,347.11,1208.44,38123.81,3565.87,75.48,30,2023-10-05
C10199,3865-8352-5008-3624,18343.25,1519.65,553.38,2438.09,19876.22,1900.54,1235.36,29,2023-07-18
C10200,0645-0838-7136-1056,13405.35,3198.43,2148.19,1290.55,37631.59,982.8,146.67,11,2023-12-30
C10201,0232-9591-7709-0980,7624.43,2297.59,1150.39,761.62,26536.55,2568.64,531.5,23,2024-05-29
C10202,6486-2831-8966-7325,4985.12,3638.35,3477.77,2857.6,9682.58,2798.65,2039.57,27,2023-01-06
C10203,9140-5976-2508-2429,13328.92,4271.47,1761.17,820.61,44554.35,1806.24,114.88,5,2024-04-18
C10204,5797-0878-7175-4161,19456.12,2763.06,2318.79,1291.93,32592.72,15752.42,5123.19,4,2023-06-11
C10205,9725-2102-6569-0707,15063.19,3669.61,2958.26,2455.88,45876.43,2779.08,1852.79,2,2023-12-27
C10206,9229-7271-2731-8266,16123.32,1358.89,511.07,1604.76,29445.25,13444.78,6925.42,11,2023-04-24
C10207,3085-0092-2723-6398,5125.71,4891.52,1164.94,2459.71,11960.99,1669.41,1256.01,12,2023-10-20
C10208,2022-8861-8631-0712,16895.94,1681.0,1534.67,58.0,32992.56,5086.5,266.79,25,2024-07-12
C10209,1647-7740-5010-8059,14999.39,395.25,141.92,441.9,25118.81,14462.48,6871.28,36,2023-12-18
C10210,5811-4177-9196-9738,9813.07,4022.32,383.78,537.29,34124.62,1026.8,549.58,32,2023-11-14
C10211,7377-7213-5158-4130,14180.45,4108.93,1990.52,1573.38,40679.52,2113.7,750.73,10,2024-02-04
C10212,6944-6634-3047-2304,7855.31,3530.01,781.69,391.13,45639.13,7104.13,1440.57,8,2024-12-31
C10213,2770-8005-2947-6560,13187.54,2804.55,2302.55,855.88,10317.5,1599.43,1393.85,8,2024-11-29
C10214,0920-7214-9319-9951,14053.15,411.64,71.1,1072.12,16689.61,13723.08,12761.74,28,2023-08-03
C10215,3921-4474-6308-0030,1383.14,2197.18,1124.66,277.6,37938.7,837.75,96.98,21,2024-06-18
C10216,1851-2195-1520-4636,17161.1,4399.11,1856.95,670.39,23012.88,12506.14,9915.34,12,2024-05-24
C10217,8046-7433-7166-1993,17504.79,140.19,49.88,1570.27,38871.49,16333.37,11483.87,6,2023-06-07
C10218,0314-2154-5415-0185,10076.19,3632.35,1744.32,2142.26,10515.01,543.74,511.72,29,2024-06-01
C10219,2745-4311-0166-5188,4253.55,3283.31,2611.43,1223.51,49448.48,4216.08,1351.36,24,2023-06-25
C10220,3321-1951-1211-9343,1400.78,273.88,271.83,1373.19,38032.13,948.99,322.89,23,2024-01-16
C10221,3849-0905-1239-3716,5038.21,2468.17,492.83,2602.24,44526.35,5005.49,1853.27,4,2024-01-10
C10222,0656-9894-9432-7078,18805.49,663.47,43.28,997.31,9227.03,5256.14,1400.58,6,2024-03-11
C10223,3542-4117-9051-8416,16336.32,2958.79,294.9,1719.47,32353.95,5707.51,1863.51,12,2023-09-30
C10224,9588-5689-0649-0816,15698.76,855.27,629.39,1199.24,23800.12,12918.74,4122.56,35,2024-04-07
C10225,7303-0668-9839-0849,15528.42,1532.37,351.54,1303.14,39842.82,7242.83,2184.49,17,2024-03-04
C10226,4224-1954-8199-0796,8977.14,1114.11,912.59,1297.71,6180.67,5887.24,3187.63,6,2024-04-23
C10227,4096-1635-1792-5844,3180.46,3806.46,3302.6,1800.68,29997.74,1310.22,857.72,2,2024-09-27
C10228,3342-0629-4847-0158,8251.27,3405.57,1625.26,1443.07,21911.34,1570.44,1001.57,15,2023-04-27
C10229,9383-8643-7832-8288,6502.51,3674.57,1954.6,67.68,32853.71,5479.91,4979.98,6,2023-10-08
C10230,7432-1655-2283-5550,13092.56,3166.64,1487.75,2010.99,8651.94,2348.32,1964.24,4,2024-12-26
C10231,4830-1164-3611-6818,8332.32,284.73,27.23,2001.21,41953.64,171.54,64.59,6,2023-04-07
C10232,1037-0695-4448-3001,16254.0,4724.57,3824.39,798.01,26904.72,12376.19,6583.53,26,2024-02-28
C10233,9081-5987-1000-6260,8009.99,3566.02,3074.48,100.21,28386.8,6677.13,1799.46,10,2024-07-03
C10234,8704-2126-5078-7082,16526.49,2036.0,1607.32,697.48,31241.56,15772.3,11520.83,2,2024-04-14
C10235,6568-1489-7986-4729,19980.74,2344.07,1172.97,791.27,49105.01,4289.59,1161.69,20,2024-10-26
