CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10051,9495-6816-8473-4845,880.55,3524.29,3188.53,1305.98,25360.66,842.33,623.28,27,2024-10-25
C10052,8289-1994-7376-9431,6266.16,272.06,10.54,1518.0,12171.03,992.99,532.8,15,2023-08-28
C10053,7480-0077-5069-5610,15664.35,3037.49,507.88,2095.95,10717.29,15035.46,4149.56,4,2024-01-21
C10054,5032-0117-0274-1193,7601.85,2609.46,1942.43,562.45,15038.81,6675.86,4387.42,19,2023-09-27
C10055,5538-5435-4459-8681,9887.65,4855.82,3771.47,1060.24,14584.96,3945.49,3442.18,32,2023-05-31
C10056,6829-3760-5688-4310,1345.08,3913.47,1133.4,441.42,41700.39,1220.33,724.64,14,2024-03-21
C10057,9658-1826-8936-4549,13382.64,2621.71,436.65,1730.95,25572.6,10568.26,6420.4,31,2024-12-18
C10058,0835-6515-3997-1650,10198.07,2218.67,1356.85,2725.23,44614.23,1257.03,1004.69,29,2023-10-27
C10059,6028-8661-8954-5976,6089.55,2360.43,58.3,1339.62,15294.45,3812.39,3391.05,10,2024-02-09
C10060,8018-7358-6661-4234,11797.02,3248.04,3048.26,775.15,20164.73,3302.22,1172.29,14,2024-10-14
C10061,1930-1626-1151-3448,16692.16,4432.98,3739.84,906.1,22988.18,2877.82,691.61,31,2023-05-07
C10062,3788-0685-7966-3694,5439.36,2327.87,399.38,749.85,43468.61,432.43,221.92,6,2024-11-06
C10063,1703-9789-6105-3805,14353.49,1443.82,278.95,522.24,38865.1,9346.14,2741.74,13,2023-12-09
C10064,4396-8802-8665-5242,6330.91,1682.05,488.82,480.47,27475.09,2669.12,82.3,32,2023-10-05
C10065,5527-8662-5728-8374,1449.75,4868.1,3505.38,2617.82,12256.27,62.7,54.39,2,2024-06-30
C10066,1312-7008-2990-0363,11452.58,1960.9,1181.02,709.06,12273.79,1272.22,492.43,13,2023-03-05
C10067,0224-5376-5986-7495,13541.47,159.46,114.47,1991.91,32500.8,10065.73,4533.05,14,2023-08-24
C10068,9898-6300-6026-7751,19929.45,3859.24,2716.14,2015.6,18213.32,3375.76,383.61,23,2023-02-02
C10069,1456-6656-2764-4396,17341.03,3736.12,3440.44,575.76,44767.22,9244.52,6244.03,8,2024-11-07
C10070,3646-7265-9606-7220,9545.48,2636.23,1029.25,1998.52,5440.89,4074.41,3126.57,31,2024-06-22
C10071,2298-2222-4278-4399,8019.59,1348.12,575.75,449.4,13968.89,954.69,363.71,14,2024-07-02
C10072,8354-1880-9409-1354,907.66,4957.95,3729.76,1937.4,47736.32,786.53,615.54,18,2023-03-08
C10073,9347-6364-2167-7286,13403.74,3292.97,156.47,2546.47,14184.47,7069.07,5189.01,4,2024-06-18
C10074,7089-5406-5992-4203,1702.86,2901.21,1561.68,1878.57,37545.35,852.34,46.83,26,2023-05-28
C10075,2142-7146-6037-9288,12538.22,2932.42,1114.13,2140.55,21802.18,6217.97,501.72,6,2023-11-20
C10076,6327-3638-1567-2445,1408.12,4194.12,2919.55,1906.87,36011.67,1022.23,565.75,8,2023-12-12
C10077,5102-3363-6434-1152,17186.87,2874.16,1020.57,1160.93,29637.76,8990.26,6811.1,19,2024-04-16
C10078,5933-0517-5373-9417,4408.68,3119.71,991.38,170.23,30886.69,3956.05,552.58,24,2023-10-02
C10079,7448-7723-2391-0865,8195.95,947.38,235.9,1178.73,24575.51,8097.29,2854.07,8,2024-01-20
C10080,5704-0602-2840-8354,19339.26,1622.43,329.88,1621.04,17179.23,9721.26,3951.25,8,2024-09-21
C10081,2576-8588-9520-7785,8265.77,2361.56,560.4,668.43,25115.54,4249.45,1281.26,1,2024-11-24
C10082,4941-6255-7937-3559,14219.82,542.79,335.09,2742.39,5989.76,10686.64,4704.87,2,2023-08-03
C10083,8264-9137-1115-7580,7264.48,2563.81,277.26,2799.51,37895.81,1652.62,1517.53,22,2024-08-21
C10084,2769-1802-6389-9783,14125.03,4032.81,3365.07,2106.26,46023.96,737.67,405.05,3,2024-07-09
C10085,7167-9896-9828-6022,6269.75,728.09,46.0,2030.47,10883.21,1124.42,150.39,15,2024-08-03
C10086,2619-4522-6824-8115,5628.65,2845.42,903.98,858.93,31417.43,2544.66,1126.09,27,2023-09-30
C10087,8671-5279-8831-9116,14648.66,4377.09,2584.44,1511.29,26062.29,7624.1,3222.42,6,2023-06-06
C10088,1214-6215-0988-7378,17529.17,1304.72,364.75,1572.38,36094.02,16072.2,11683.5,33,2023-02-07
C10089,6193-5254-5501-5294,12071.3,2339.31,50.67,851.43,17875.52,7787.26,6700.53,25,2024-04-02
C10090,3164-3344-3300-3383,2220.01,417.74,352.73,153.63,14637.14,1075.9,735.63,21,2023-06-27
C10091,9860-3487-7163-7367,8775.57,1773.89,548.78,1281.71,40624.7,2921.66,2613.78,21,2023-04-19
C10092,0429-6246-8960-6304,8471.36,1295.85,5.46,144.97,25348.31,177.9,20.84,17,2023-12-15
C10093,8186-7090-2936-8966,6178.22,3327.65,3199.6,4.24,20403.02,3176.56,1285.48,24,2024-01-01
C10094,2042-2365-2990-6747,19872.18,4227.09,3101.96,51.66,40151.3,2883.39,469.44,4,2024-10-17
C10095,0976-0423-4551-2544,1109.3,1834.14,1336.22,2672.68,32821.43,337.74,231.72,31,2023-05-28
C10096,9295-6824-3110-7855,4258.19,3505.99,172.44,934.65,44910.86,1543.38,1034.11,2,2023-02-03
C10097,0931-8634-6258-2110,6321.01,4589.29,1201.32,1626.63,46826.31,3853.01,1915.91,33,2024-03-17
C10098,1877-6795-8967-4595,13964.59,1470.0,1212.82,2856.04,33686.31,13509.9,12047.93,12,2024-05-08
C10099,2770-3888-5510-2592,17163.71,4991.95,4333.98,2294.49,47868.55,885.9,683.98,27,2023-03-07
C10100,4539-0461-6810-8163,17078.47,276.24,260.26,1934.52,49145.85,7237.63,2025.75,8,2023-10-01
C10101,5090-9277-3022-7549,870.46,1369.26,501.94,2646.61,31914.15,566.3,158.76,12,2023-09-19
C10102,7066-9019-3886-2273,2241.14,4961.4,525.9,2191.11,25122.67,532.69,361.22,18,2024-05-30
C10103,9050-6887-5522-4158,776.59,3464.4,3109.41,1352.27,17911.73,536.89,25.43,30,2023-09-20
C10104,0938-3344-0454-6115,687.59,2558.64,982.64,723.45,47730.03,503.12,208.96,36,2024-07-23
C10105,0106-7506-7834-2350,13025.65,3527.2,2269.44,2020.89,36282.78,2355.65,182.29,8,2024-09-18
C10106,9366-4050-0079-2886,12901.55,2878.16,2011.96,460.15,20207.65,458.28,222.93,16,2024-10-03
C10107,9374-0785-1854-9768,7254.19,738.98,111.25,1706.99,29614.09,3546.85,887.75,8,2023-04-30
C10108,3153-0621-0439-3608,14119.15,1073.66,400.52,2660.51,18157.21,3734.2,261.96,5,2024-01-23
C10109,5878-8930-3983-6789,16411.64,4409.38,1942.55,296.04,19718.57,10654.65,8194.75,12,2024-08-23
C10110,3531-2122-4254-4583,5384.41,3341.49,1211.22,826.37,39853.4,1429.0,1047.95,34,2024-07-12
C10111,0906-0936-7645-9440,19842.4,3502.77,3385.8,687.81,42615.76,15546.46,948.29,25,2024-02-03
C10112,1877-6635-8780-2615,11237.58,4756.0,1449.68,567.18,21683.25,9576.06,4539.52,7,2023-12-14
C10113,3242-2285-9364-5380,6965.78,714.46,576.81,2307.1,14347.66,6777.41,2695.73,34,2023-04-01
C10114,3486-0144-2649-6008,13033.45,2295.02,995.91,1958.51,20407.71,808.95,572.31,6,2024-04-01
C10115,8346-4622-4866-2080,10493.23,3848.32,1420.95,2263.28,6622.11,6950.62,5986.5,34,2023-11-10
C10116,5132-0377-7613-6341,14823.78,3143.45,1902.71,404.5,5599.43,785.23,746.66,17,2024-01-08
C10117,2088-2022-7129-3358,16590.24,3962.54,2856.52,2836.55,15201.58,2971.21,1171.9,12,2024-01-04
C10118,8915-9770-9746-8005,19647.02,4636.81,1227.23,2893.49,33607.52,3391.59,1827.95,20,2023-07-13
C10119,2332-7767-5740-2642,17901.43,4123.02,800.25,2638.29,35305.18,2997.41,493.51,14,2024-10-23
C10120,4818-5202-6481-6419,14284.65,3307.76,717.25,2925.23,21014.76,210.19,99.0,4,2023-04-30
C10121,2255-8185-9093-0293,3676.29,2326.41,1133.2,1142.16,27379.95,1918.51,928.55,16,2023-11-06
C10122,4815-3219-2878-2926,11035.57,4563.33,3143.59,1792.73,42406.81,8774.81,5019.56,6,2024-08-13
C10123,4909-8689-4309-1835,12105.96,2137.67,726.5,2970.54,35404.83,7303.89,2438.66,13,2023-10-01
C10124,8549-7662-6948-5497,10645.91,3102.49,1112.96,485.92,35871.96,5817.28,533.94,29,2024-03-31
C10125,3086-7459-2874-7259,7295.67,437.96,354.21,1117.58,13439.85,5583.31,3509.19,14,2023-02-06
C10126,6462-2733-6665-2615,3488.06,3729.12,3629.66,362.34,15877.1,141.29,130.01,20,2023-09-14
C10127,0536-6635-0674-5272,6273.89,2720.02,1722.02,2500.02,45873.31,399.86,131.73,33,2023-11-10
C10128,5494-7441-8281-2675,1795.59,3769.82,976.49,1377.83,10803.02,132.43,103.29,23,2024-09-23
C10129,3772-0455-0065-4867,10518.1,3704.58,1376.49,1016.34,49538.38,676.15,553.05,26,2024-10-30
C10130,2867-6643-5182-9592,3356.39,2507.56,2361.15,2689.02,34525.43,2999.38,2812.31,1,2024-08-27
C10131,1451-4518-8313-5142,9563.95,1023.35,879.11,846.43,44746.09,3609.22,1169.21,36,2024-09-12
C10132,0738-1844-8301-1458,5430.66,3754.64,115.82,786.19,33034.7,4505.45,826.76,17,2024-11-24
C10133,8603-8971-4865-5880,14240.59,102.76,11.84,2429.02,31392.24,2145.24,319.13,10,2023-08-13
C10134,4961-1824-9502-4797,1989.29,357.6,170.99,1851.96,11870.81,1249.09,244.13,3,2024-07-24
C10135,9134-8388-1232-6354,17124.51,3943.88,1243.88,2588.87,9164.0,9446.44,6588.57,29,2024-10-10
C10136,2959-9827-5213-3887,17947.11,4408.16,1552.73,2049.77,36828.41,4540.44,992.81,33,2023-11-01
C10137,4876-9588-6114-6576,13143.76,2569.92,1721.23,1224.44,34173.16,12781.61,9491.45,32,2024-09-17
C10138,8406-9155-9566-6535,16794.73,4457.63,1579.61,41.63,27977.14,16104.65,12531.76,7,2023-07-25
C10139,3745-3593-0129-8641,10669.21,1673.1,823.65,1729.54,10970.8,737.77,392.13,27,2024-09-13
C10140,7640-1982-1066-0217,2444.37,2081.57,1126.06,1009.04,39339.95,1708.33,593.76,22,2023-01-10
C10141,0280-8182-0316-7674,3323.29,427.79,50.7,1117.77,7153.2,1512.82,973.27,28,2024-06-18
C10142,2058-0193-2354-3028,15081.56,709.79,29.41,131.06,7124.66,8267.41,6712.47,29,2024-09-05
C10143,0531-6517-5153-6996,19747.05,3232.01,2131.0,1416.95,9834.43,15564.44,9716.66,23,2024-09-13
C10144,3545-9176-9752-1204,15424.34,3002.49,1694.78,2119.31,42176.84,7419.63,2608.32,9,2024-10-06
C10145,3895-1371-8378-9037,13755.05,3531.02,2824.86,2424.19,30834.33,9575.2,1634.13,22,2023-05-11
C10146,5172-2078-1636-3808,7991.69,4980.7,3677.3,1424.58,12263.91,5477.04,3808.04,15,2024-12-06
C10147,6350-5749-9160-5632,16986.05,1279.24,306.22,1981.07,36470.29,15222.78,6555.39,32,2025-01-01
C10148,6923-4802-1349-7414,15962.12,4583.23,580.2,1353.21,21045.9,6419.7,4709.92,2,2023-08-02
C10149,2545-3036-5638-3157,10538.7,2871.82,1884.36,319.44,13248.81,4443.44,3347.75,21,2024-09-08
C10150,1139-9699-1458-5387,19988.81,4555.72,942.11,1171.14,49758.29,11168.86,1545.5,1,2024-10-02
C10151,3836-2354-5342-0027,9326.37,4031.15,2046.8,1212.87,14809.45,3172.97,2553.2,36,2024-01-08
C10152,4618-7758-8685-5392,5358.42,2062.16,1089.86,443.61,21099.57,1167.17,163.17,19,2023-08-28
C10153,4311-0696-9382-5297,4675.62,4242.24,279.2,1466.31,11641.83,2476.66,1331.24,10,2024-07-22
C10154,7996-0333-8922-1049,705.62,1322.51,576.62,2843.67,42877.5,669.83,51.07,29,2024-03-16
C10155,5453-8637-6218-5333,3763.82,3368.14,1228.46,2493.23,30720.37,1702.35,336.61,25,2023-12-12
C10156,3632-5540-2627-2268,10513.07,427.43,298.42,2918.4,20228.68,1479.32,870.77,30,2023-11-11
C10157,9170-4633-6474-3839,13814.29,530.45,86.83,630.41,47585.67,6682.01,2848.45,26,2024-06-09
C10158,2863-5735-8584-3788,1734.54,4001.87,1771.32,1044.09,25378.43,400.49,348.36,1,2023-06-26
C10159,4431-3641-4128-2390,4137.44,1930.59,932.89,1953.51,18332.99,3664.16,354.81,3,2024-10-28
C10160,1048-8731-4323-0309,4303.54,1479.3,220.77,2679.88,12953.83,3997.0,2774.02,25,2023-09-03
C10161,4022-2009-6467-3100,14073.57,2242.36,1818.48,776.66,46020.43,2638.12,2141.23,32,2024-01-16
C10162,1874-5209-0660-2435,4238.09,3524.38,1367.27,1807.07,14363.77,3705.59,2735.6,35,2024-07-18
C10163,7567-7065-3237-2101,14853.31,4337.73,3851.17,1496.49,16694.79,9543.84,8850.72,32,2024-08-23
C10164,2785-4038-5697-7998,19128.79,917.03,727.24,1401.2,35185.63,15780.4,11032.34,4,2023-08-25
C10165,3991-7180-1689-1454,14855.0,2245.75,2228.79,1485.2,6854.27,3840.72,3680.87,32,2023-05-23
C10166,3133-1882-6525-2508,5873.36,4179.85,621.72,80.03,19537.76,1684.03,15.45,17,2023-03-13
C10167,6711-2274-4302-6291,19408.13,2018.35,207.92,1322.56,12078.25,8545.77,1266.32,33,2023-11-10
C10168,2269-2207-6728-7804,10169.86,2894.71,1064.37,560.12,17930.22,525.75,44.18,9,2023-08-04
C10169,8526-9385-1552-9519,4648.34,4494.8,3510.19,1112.66,48999.13,176.73,29.7,36,2024-08-05
C10170,7583-2777-2642-3996,1648.53,1604.95,965.43,1154.6,39947.12,862.34,140.84,3,2023-09-04
C10171,3734-6746-2784-3948,9973.13,240.88,164.43,1042.6,44097.47,7945.61,179.57,27,2023-09-22
C10172,6354-4821-9197-3175,10430.46,3986.69,560.82,2986.74,27275.85,9096.65,369.53,18,2023-02-12
C10173,4124-6392-8282-7796,13720.55,2766.63,611.26,1186.93,10546.14,13716.85,12188.41,29,2023-03-16
C10174,9920-6074-0939-5374,2059.61,3263.56,728.3,2751.42,47658.27,1929.44,217.65,28,2023-04-18
C10175,3837-2926-1606-2463,14587.92,2169.67,553.3,919.49,13563.13,8860.63,5882.05,25,2024-05-11
C10176,4847-1330-2869-3327,11550.03,2472.29,1036.16,1275.62,11788.94,10414.87,3633.45,10,2024-11-22
C10177,2786-4862-5810-7979,9139.96,4131.07,2579.58,2663.24,10896.11,6241.3,471.47,21,2024-11-15
C10178,5582-5531-1234-3490,16776.38,3289.4,3049.81,714.64,25858.72,7159.13,809.75,12,2023-09-30
C10179,0900-4634-2977-9376,19345.97,646.07,265.25,2395.56,16771.41,18427.73,2640.99,32,2024-04-04
C10180,4668-3355-3187-5882,19046.84,4169.74,1253.4,2946.83,43549.63,17307.09,1257.18,33,2024-06-05
C10181,6401-1541-2081-4814,16283.31,1118.28,458.75,2986.41,27057.53,14174.05,12803.05,22,2023-05-25
C10182,4168-5391-0016-2702,5164.66,342.0,40.84,847.42,42083.0,1589.84,1550.38,2,2023-07-14
C10183,7209-3421-6036-4985,19407.61,3436.15,541.36,2626.49,18312.05,12830.45,1202.04,36,2023-12-06
C10184,8335-1471-1955-6993,4043.34,3159.26,2501.03,310.17,32309.14,2356.21,1235.94,34,2023-02-27
C10185,4200-8436-0574-6927,8290.43,2746.14,552.08,2240.58,25783.81,1141.21,866.8,21,2024-11-29
C10186,3117-2540-7932-1278,11864.27,1706.02,1249.81,1432.79,8996.41,764.68,166.79,16,2023-06-04
C10187,3603-0548-7024-1781,7145.65,3108.17,246.34,1262.8,37026.21,2112.78,1890.89,32,2024-04-21
C10188,5418-9926-9506-9225,17936.35,2493.6,1045.27,2986.76,27353.13,7221.75,131.15,29,2024-12-26
C10189,0422-4593-2573-5182,14898.07,4472.42,2051.22,1242.79,46074.59,13004.12,12432.84,5,2023-06-22
C10190,5275-0982-7821-6710,13380.48,2596.59,576.13,1122.68,32337.8,4901.15,1619.26,26,2024-09-01
C10191,9712-1275-7876-3196,8353.72,3789.68,3120.07,2463.27,21304.0,3766.36,3591.72,1,2023-09-15
C10192,8347-5439-3507-4260,14264.33,2538.12,212.5,2051.44,47501.17,3203.3,575.46,28,2023-11-07
C10193,4609-6359-6316-9083,10838.11,2143.02,1551.42,338.22,10611.97,3990.61,1618.89,34,2023-10-01
C10194,3295-3702-3772-0826,17812.33,4773.42,1653.92,1292.98,43846.63,17604.15,16196.77,32,2024-01-29
C10195,1170-2993-9701-8513,5549.24,3238.77,1757.98,291.71,43210.33,3422.27,3207.63,12,2024-07-31
C10196,8210-6018-6401-2946,13732.97,4296.95,2794.63,265.78,19572.62,7141.3,6287.63,15,2024-05-03
C10197,9982-3243-8548-7294,18586.92,4280.85,3628.12,253.1,42376.01,13644.9,9653.01,21,2023-10-07
C10198,5028-7541-9444-9926,13203.45,3456.11,2145.39,218.02,41041.24,1301.58,173.49,8,2023-08-04
C10199,2217-4238-7639-6683,17032.78,2591.43,1724.17,2591.16,10977.68,1787.76,1723.16,25,2023-02-25
C10200,7218-8230-2653-6280,7708.32,2424.44,1317.68,2467.02,18798.99,5481.88,968.77,3,2024-01-19
C10201,1481-3607-9640-3129,9478.97,2291.76,111.5,554.82,38718.23,7733.08,1324.36,18,2023-12-20
C10202,1648-9480-2675-8615,8228.49,4205.33,1591.52,1067.65,37036.58,2440.27,1192.69,11,2023-11-10
C10203,5181-8123-9101-6401,2479.71,351.65,54.13,2997.75,5725.39,1414.32,1398.79,25,2023-02-13
C10204,5340-4237-7257-7088,13828.99,1734.14,958.9,1499.58,30624.88,10211.63,5999.84,15,2024-07-29
C10205,5628-2283-3558-9102,11744.54,2497.75,1889.47,726.63,7991.58,5354.36,5341.22,21,2023-10-31
C10206,4212-8187-8108-2737,10073.53,1504.11,64.11,552.92,18677.5,348.22,90.65,33,2023-04-12
C10207,4552-9174-8941-1596,3939.83,3739.39,3237.93,1386.97,25230.72,3010.53,2319.24,34,2024-07-19
C10208,3289-1187-1246-2533,2546.39,4149.01,3376.59,492.13,30060.36,380.57,326.17,30,2023-11-19
C10209,8580-5945-9553-6939,2956.49,1229.12,437.51,969.95,48231.58,2185.13,472.98,7,2024-10-31
C10210,3871-8785-5347-3259,6029.84,1999.33,100.92,913.06,9355.04,3029.8,2064.16,12,2023-01-19
C10211,4113-1200-9940-8035,8382.24,1801.35,1426.15,2465.28,29783.91,6336.84,3278.68,1,2023-05-21
C10212,0901-0842-1633-4271,1800.11,3440.31,274.08,2141.11,21250.63,572.66,282.27,22,2023-09-17
C10213,8056-6329-1426-1062,8071.42,837.26,511.94,554.32,26091.78,7236.65,5705.78,28,2023-12-15
C10214,0784-5387-7280-8468,624.5,2086.38,113.26,2977.89,48712.06,429.64,163.76,20,2023-08-25
C10215,7231-0144-6860-2665,19651.86,684.81,522.68,729.39,22802.55,202.01,129.15,15,2024-10-22
C10216,4562-9894-0093-5019,15864.7,1349.79,512.51,2819.83,8561.35,9957.4,5516.65,28,2024-04-04
C10217,7101-6484-5075-5105,8792.03,1314.27,649.99,2979.91,19424.02,7559.79,7466.07,34,2024-02-04
C10218,6809-9021-9279-2504,14139.19,4695.76,2465.86,2502.26,10803.74,368.49,274.03,5,2024-08-25
C10219,2440-2931-7795-3225,2109.15,4093.39,1745.81,61.17,43803.88,506.43,391.01,6,2024-12-24
C10220,0757-3884-7896-5874,15553.1,3487.38,2357.6,2360.57,33764.0,13194.03,1098.66,36,2024-11-02
C10221,3630-4207-9233-4474,10210.13,4112.81,2505.2,1070.87,39263.14,5109.58,2018.43,36,2024-08-29
C10222,9909-3035-0770-7863,7032.94,1447.1,712.81,2071.59,35773.83,7023.64,696.97,17,2024-09-25
C10223,1094-9294-8895-7994,15352.81,1188.79,1066.05,2047.17,35827.72,14116.69,9582.33,26,2023-11-21
C10224,8334-9067-0473-2143,11774.24,3635.55,655.31,222.14,31869.56,8646.8,4093.28,13,2024-08-12
C10225,8247-4847-7065-8947,2179.26,148.72,98.99,1386.59,14927.89,417.78,38.11,21,2023-01-09
C10226,3061-4478-9596-6945,5049.17,4495.69,3647.99,2269.89,22814.9,4975.48,2243.76,9,2024-10-03
C10227,3635-5345-3486-2461,12173.85,2399.33,1236.49,2904.31,21766.46,1745.81,692.04,3,2023-09-06
C10228,2952-4900-8798-8121,7095.21,3173.94,1405.34,1402.79,18952.96,4435.4,522.72,11,2023-02-14
C10229,6777-1033-0350-8114,12455.28,4325.1,1260.25,1975.16,28768.28,6714.66,3519.38,34,2023-01-15
C10230,1474-0250-7920-9018,1928.2,2258.1,401.37,2561.66,27861.06,795.05,558.26,16,2023-05-15
C10231,4303-1455-1389-6935,11304.86,3445.88,1687.12,2677.83,15596.24,9127.27,3907.39,33,2024-09-25
C10232,7641-5191-9562-6545,9937.93,4376.76,1704.16,1266.82,14186.23,2515.96,1363.41,21,2024-01-07
C10233,8731-7191-9185-8313,6852.41,3754.37,1997.44,2076.99,11807.13,2627.05,1987.52,15,2023-12-10
C10234,4579-2635-9900-2541,5207.51,3460.98,311.61,1990.64,46642.66,3978.04,345.6,19,2024-06-08
C10235,6491-6587-9261-2107,12478.93,1417.66,1263.42,963.95,47052.94,9417.29,7461.54,19,2023-08-02
