CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10029,3224-7339-8390-4305,6070.7,4656.43,3718.29,176.67,7721.68,3752.07,1178.44,18,2024-05-08
C10030,3694-5919-2870-7026,5941.62,810.49,137.33,1252.27,35812.46,4187.76,2196.31,6,2023-05-20
C10031,8564-5603-3241-7819,4551.06,1867.5,56.93,2667.77,46308.48,2431.06,348.86,24,2023-12-02
C10032,7258-9406-9728-8671,2429.69,3442.01,1505.53,1965.06,40426.79,1806.11,72.75,25,2023-03-31
C10033,8260-2271-2003-2194,1954.82,525.42,402.66,82.19,22166.95,407.83,46.56,31,2024-11-30
C10034,0867-2295-5503-1956,19622.0,2578.66,690.89,2721.41,6012.19,7601.14,2428.66,17,2023-03-12
C10035,3614-2540-8483-9356,17551.23,4742.45,2664.99,517.48,27259.41,14173.5,367.04,20,2024-07-11
C10036,7126-6634-0859-2238,17580.29,2410.31,1229.3,40.14,33093.02,8850.47,4436.26,33,2024-06-18
C10037,3391-5177-7846-1361,8710.62,4963.69,2202.42,715.02,23751.78,2812.66,1249.4,17,2024-07-05
C10038,0116-9576-3147-5845,8996.07,409.84,340.27,895.12,20155.8,1581.13,685.47,13,2024-04-18
C10039,7170-9985-3787-4301,19688.37,1903.3,835.5,311.59,7067.83,12341.28,6989.12,10,2023-02-28
C10040,9494-2424-6368-1073,4906.91,2309.98,1202.93,1213.98,33731.01,4366.72,2347.47,4,2024-11-24
C10041,5970-5155-6268-3676,1726.15,2745.31,2309.14,202.86,23255.94,1621.11,599.1,27,2024-08-11
C10042,9668-8811-6281-5965,16883.42,1133.53,51.33,989.22,48995.69,14632.86,7121.61,19,2023-12-25
C10043,0925-6293-4698-1774,7112.17,4514.36,3069.63,679.64,11322.9,213.07,70.66,17,2024-03-06
C10044,3112-5806-8483-6395,17979.42,587.04,463.17,995.99,24614.18,3240.29,189.13,16,2024-05-18
C10045,2554-9807-2624-6938,19219.59,1159.05,907.38,2230.29,34810.95,8771.9,2647.52,3,2023-01-16
C10046,6927-4615-6399-1802,7379.91,3704.8,2897.22,2786.76,25333.95,6382.39,1694.65,31,2023-10-28
C10047,3426-0455-8532-8699,13703.86,607.68,478.86,606.1,19599.77,9585.89,255.8,2,2024-09-08
C10048,7397-4395-0714-9927,8526.57,1710.14,559.38,1160.91,28675.16,226.96,180.75,19,2023-03-08
C10049,0562-5929-4912-7034,18766.69,1722.4,1439.82,1184.14,8612.94,11235.37,4887.23,3,2023-11-04
C10050,6741-2670-3077-5690,15785.29,485.36,451.31,1140.14,40365.73,2564.07,2168.41,6,2024-02-05
C10051,0015-1533-0324-5929,11575.02,4735.19,3864.24,2057.5,22164.85,5577.24,1084.66,28,2023-03-16
C10052,9168-7925-7928-3497,17328.16,3228.83,1255.03,587.58,21671.53,11981.17,10738.53,18,2024-12-30
C10053,0327-1352-6504-9134,1529.21,2213.72,1533.35,979.74,29908.53,593.35,29.11,30,2024-03-23
C10054,5033-0180-1949-2827,9565.98,114.03,35.69,107.76,9695.96,4432.35,2288.51,34,2023-12-19
C10055,3538-8527-9593-2389,5498.85,3856.37,574.02,266.23,33581.47,504.98,484.97,18,2023-08-02
C10056,8307-4342-4733-4647,6243.35,2086.38,1333.94,996.86,46411.87,3337.1,141.75,10,2024-12-02
C10057,3840-5273-3879-3902,5435.21,820.23,158.88,1369.23,25727.81,3169.02,2493.49,25,2023-03-27
C10058,8313-0403-8934-8760,5570.92,635.77,41.68,381.89,14172.29,2831.68,368.3,5,2024-03-27
C10059,2214-8750-7825-8854,1103.28,309.6,198.28,842.68,26426.0,859.64,192.78,5,2023-03-13
C10060,5469-2570-0616-5130,4042.4,4464.86,510.57,2440.43,6247.12,1394.22,1091.07,14,2024-08-07
C10061,5968-5552-7799-5109,3940.34,2936.28,2139.43,1956.77,17717.67,3553.91,1590.1,8,2024-02-26
C10062,6205-8586-8757-9052,14389.96,2125.15,814.22,2947.08,33882.43,13717.06,5664.3,35,2024-11-21
C10063,6293-7794-4557-2202,15586.01,3866.69,2342.6,559.64,20976.28,557.37,400.19,31,2023-07-29
C10064,8811-6765-0725-5933,5298.24,335.36,41.8,577.93,33513.23,4152.05,598.79,22,2024-07-26
C10065,9843-8260-6467-1819,10111.1,3207.9,1781.55,1980.5,47565.6,6450.0,5791.92,18,2023-01-01
C10066,0828-1084-3559-4841,10677.6,1451.13,741.93,506.86,13309.9,7426.36,6277.52,29,2024-04-18
C10067,8140-8255-1746-6119,16928.96,782.25,526.77,1426.07,11229.8,2543.95,1224.53,20,2023-08-27
C10068,3236-1634-2901-7660,1528.36,4833.66,2817.86,1380.74,35461.3,1050.67,944.4,33,2024-04-28
C10069,9721-5899-2087-7115,8514.02,1052.91,853.15,2817.23,18413.02,1369.9,319.06,36,2023-10-10
C10070,5734-4502-3781-7198,7411.5,2824.37,2577.5,1023.3,41874.4,666.83,205.22,9,2023-11-22
C10071,4955-7957-4824-9640,15121.59,1672.62,1035.95,823.17,44569.4,7653.14,1749.15,27,2024-09-03
C10072,8677-5839-8641-6185,16248.15,2069.37,755.3,2289.47,32441.09,11457.1,3093.95,33,2024-05-03
C10073,2942-5252-9088-1099,16585.79,1360.01,989.16,1815.17,41478.14,15301.26,7409.87,11,2024-09-23
C10074,0350-4528-8849-2801,12030.86,1822.65,311.82,1470.51,32457.97,4087.49,3954.7,28,2024-12-24
C10075,7397-0723-6959-5875,11239.72,1834.68,1314.71,2468.42,38971.81,9523.18,4766.81,8,2024-03-26
C10076,4732-5333-4355-8969,12470.49,2780.75,1279.59,1896.29,24006.91,2089.73,192.03,11,2023-01-04
C10077,4611-1188-8528-4449,13829.98,2392.56,506.01,341.38,39443.86,7432.37,5901.02,32,2023-07-03
C10078,3098-2746-8253-6850,11467.95,1419.42,1069.43,1876.42,14347.18,929.13,847.42,5,2023-08-10
C10079,8185-5233-2026-3774,6559.68,4073.79,645.47,12.11,15138.43,4846.02,328.52,15,2024-03-13
C10080,2134-5176-0321-6674,3510.68,3593.52,3324.88,2218.25,46613.0,2623.78,321.28,28,2023-12-11
C10081,5619-6551-4422-7798,6190.34,1376.14,243.02,2385.35,36822.84,111.36,58.93,27,2024-02-05
C10082,1444-2176-4699-4245,13729.17,2456.82,1494.24,2783.54,26187.7,12396.28,387.64,28,2024-02-20
C10083,8721-8690-1239-6726,3894.19,2035.69,949.29,1175.02,31880.8,3056.63,2272.61,12,2024-02-21
C10084,9748-4360-3893-5060,17156.27,4567.15,3459.35,2401.71,46420.63,4838.26,4621.52,23,2023-02-27
C10085,7350-2374-8773-8185,12546.79,1408.53,403.06,149.72,30213.9,8071.16,6160.27,34,2024-03-04
C10086,6843-1865-7640-4148,8167.22,3853.07,1627.93,1242.67,23515.3,249.67,110.71,12,2023-05-26
C10087,7753-4697-4005-3912,14653.53,1957.97,412.02,2246.56,43914.34,10014.13,7330.2,21,2024-09-12
C10088,5537-0971-0419-3559,18329.34,4810.38,1018.58,1732.99,6864.46,15159.14,13460.18,23,2023-07-04
C10089,6518-6119-8240-0781,5148.3,147.44,38.13,2533.39,16862.33,2616.18,1969.95,8,2024-07-15
C10090,6268-8566-9783-2059,14938.8,1324.75,929.53,2769.28,43540.46,2721.61,1244.16,12,2024-08-19
C10091,3936-2129-5433-4076,12042.01,4892.22,1132.64,1202.35,12521.82,10937.74,3610.97,13,2024-07-05
C10092,4960-5302-7758-8104,3102.5,1577.44,1380.85,908.89,44596.79,1503.05,1088.91,9,2023-12-01
C10093,7518-0327-0289-6944,7444.28,2866.34,2472.85,238.91,15115.37,3400.28,64.38,28,2024-10-22
C10094,1691-9512-0880-8272,19123.55,2822.29,602.75,1309.59,18865.41,10888.2,2169.1,32,2023-11-16
C10095,5968-3369-1518-9013,12304.31,1499.18,230.7,2419.36,5975.39,6997.66,281.33,3,2024-11-01
C10096,7963-1579-0166-9500,7284.27,3930.58,1992.28,1671.81,21365.61,3653.69,818.35,25,2024-08-24
C10097,0701-5251-1903-8881,766.83,4800.75,1391.88,83.48,15057.19,700.8,558.97,2,2024-08-29
C10098,0848-8870-3798-2593,5790.53,2323.85,121.71,2624.61,25035.22,3101.18,607.98,26,2024-12-02
C10099,6420-4611-7380-0112,5484.64,3100.73,2541.47,1488.98,20567.78,2018.09,199.69,8,2024-01-14
C10100,9506-3421-9172-9111,748.77,919.25,209.75,2604.43,11729.04,666.25,608.26,33,2023-10-03
C10101,9100-6760-3496-3041,10385.64,4922.61,457.75,337.82,11987.69,6663.92,3848.65,25,2023-02-04
C10102,2967-8389-8581-2858,7295.27,3822.25,664.73,2858.12,7574.87,5860.19,1981.83,31,2023-05-31
C10103,1710-2904-7463-9865,5302.65,957.58,46.69,1614.31,48722.08,3194.77,1890.55,4,2023-01-23
C10104,0609-3352-7682-6730,10125.91,2719.88,2047.73,794.94,24908.05,5751.05,2548.03,4,2024-08-20
C10105,8804-8773-4438-6269,8647.51,441.12,380.33,298.84,37553.57,5337.14,4111.04,26,2024-10-26
C10106,4392-3896-1518-3271,1312.82,3617.07,232.18,2125.59,10078.42,1219.34,842.62,11,2023-12-22
C10107,2359-2744-6796-6917,10362.81,3743.78,1248.2,652.05,9148.87,6695.38,6246.02,17,2023-11-10
C10108,2827-7327-5176-7006,13348.86,3141.17,1701.79,2884.67,39415.92,2136.99,1160.83,22,2024-10-05
C10109,0032-9784-3385-7881,15191.23,2275.56,343.34,844.06,42284.16,14974.35,11661.58,10,2023-03-08
C10110,8383-2843-9943-4252,10278.89,3360.69,2959.08,2659.89,33843.85,3119.44,144.91,34,2023-10-19
C10111,9445-1522-4376-6499,1474.88,3124.98,2198.63,2666.74,17193.5,518.72,196.71,15,2024-11-16
C10112,0728-3030-1595-3073,4003.08,344.33,134.9,2591.88,45386.66,927.75,79.15,19,2023-10-19
C10113,6330-6160-2986-8151,12605.67,3925.12,1729.36,349.04,40657.36,3669.62,923.71,27,2024-07-14
C10114,4993-7212-7444-3940,1923.45,3076.32,977.66,2319.83,14186.76,240.25,91.53,17,2023-04-15
C10115,0938-3527-5002-8774,14884.48,3337.78,1855.29,725.24,12112.15,4720.9,69.88,19,2024-06-27
C10116,1969-4969-9447-2509,19583.77,4545.44,996.91,596.28,23264.16,10892.67,9639.42,14,2024-10-11
C10117,0750-1566-8951-2285,6846.64,3408.97,851.66,2529.12,45025.49,1932.05,534.05,31,2023-09-12
C10118,6264-5911-5370-9795,916.34,1450.73,1068.04,482.16,29095.9,628.36,91.81,11,2023-04-13
C10119,4444-3237-1326-7582,4746.43,458.74,201.36,2595.89,42233.98,2672.26,2524.12,21,2023-06-11
C10120,5460-2735-2999-8049,4159.8,610.64,542.67,177.37,44254.84,800.47,640.18,1,2024-10-05
C10121,4482-9098-7607-8848,664.73,2804.42,1744.78,71.11,7984.45,465.99,96.66,10,2023-06-01
C10122,8676-9164-8493-5567,5468.02,4669.45,313.32,1405.83,46833.3,409.33,96.63,20,2023-07-02
C10123,1337-1443-1698-4748,13029.84,1174.2,67.21,1176.37,18471.98,6372.71,2876.52,13,2023-03-18
C10124,5800-7211-5684-8695,3666.99,1073.6,245.59,1217.81,30516.45,3438.12,1072.63,24,2024-01-26
C10125,5366-4307-7009-4239,15545.33,204.01,81.41,2370.29,38566.64,2069.66,1364.18,32,2024-08-24
C10126,0364-7272-6774-4575,9160.45,1386.9,885.45,495.61,37036.94,1958.09,637.73,27,2023-01-18
C10127,2336-7661-5377-4902,1961.75,4620.54,2370.78,2040.93,23519.57,1883.84,604.88,7,2023-02-05
C10128,9659-1472-9208-4306,13823.12,3510.38,3257.08,2460.58,11827.55,10373.88,91.66,2,2023-10-28
C10129,4504-1627-3628-1536,4899.33,280.84,54.34,2246.85,16825.2,338.42,297.11,12,2023-07-15
C10130,0323-5118-4242-7944,2245.36,3441.47,3391.51,2075.38,32958.26,584.12,210.12,3,2023-08-19
C10131,2588-8146-0377-1285,8172.41,119.84,110.46,2442.1,42647.65,3410.62,188.72,15,2023-08-04
C10132,9531-6331-6032-2314,3570.45,199.58,109.25,1572.43,36766.53,1126.22,1009.47,27,2024-08-28
C10133,7821-6403-4641-5309,1001.45,716.91,14.64,1871.58,38427.19,800.12,448.59,10,2023-05-25
C10134,4763-0773-3500-8541,12225.72,226.52,63.82,1070.91,22698.73,1100.86,33.38,5,2023-06-05
C10135,2474-1371-2097-0802,1665.75,3367.9,483.76,2334.54,33177.29,625.13,606.09,6,2024-10-29
C10136,6655-5291-5287-4094,11149.35,1742.91,1040.0,2854.4,35124.51,5740.64,5523.07,35,2023-04-15
C10137,1842-9843-0262-8372,8867.66,3387.4,2516.1,257.66,12748.73,5850.11,981.91,8,2024-11-14
C10138,6866-8241-2949-6007,10779.21,2927.99,2001.98,1767.44,24632.31,10387.06,5706.55,7,2024-05-16
C10139,1674-7127-3727-1858,722.94,1599.08,1041.05,36.7,5273.59,158.24,106.21,23,2024-06-16
C10140,9853-0709-2186-9564,5146.72,2437.81,1614.51,2869.48,20405.23,4161.65,3440.32,32,2023-05-14
C10141,7775-3728-8769-1557,19209.49,1306.52,330.92,1836.07,48277.51,15363.54,13649.23,16,2023-07-28
C10142,4057-4921-0071-9194,11156.55,3712.52,3367.65,1077.07,6592.59,1937.45,1717.5,26,2023-04-01
C10143,0800-3514-1756-5638,18957.23,4018.75,3811.59,2229.01,26785.63,537.56,120.51,31,2024-07-20
C10144,8224-2123-2906-0479,10679.61,2490.91,2250.43,378.44,8525.22,8325.83,1454.13,22,2024-03-22
C10145,3555-6104-8791-0615,16885.28,1474.35,834.46,2634.87,33450.81,519.14,226.07,10,2024-01-21
C10146,3576-5405-2527-0629,13152.85,4320.95,2084.13,2335.92,26878.3,1041.4,699.88,4,2023-06-04
C10147,6001-7105-7394-5080,3054.49,4177.35,559.91,188.44,29287.8,1668.46,150.64,16,2023-11-07
C10148,3761-7953-5210-4862,12012.12,839.59,403.4,963.47,13058.71,8487.48,1378.75,32,2024-03-14
C10149,1791-6376-4861-8412,13625.09,4491.66,892.78,547.19,39776.29,3594.39,2047.73,1,2024-06-13
C10150,0350-6154-4308-9392,17547.16,1955.2,452.41,1378.77,24133.48,6962.96,3501.7,1,2023-08-23
C10151,4438-0402-5908-5893,19715.13,710.24,258.51,288.3,40129.82,14967.23,1744.76,27,2024-10-03
C10152,2253-1677-1638-7291,19061.8,2945.31,485.17,2609.01,36684.89,10537.68,7113.95,9,2023-02-15
C10153,1545-3723-4132-3284,3124.73,4489.85,4419.99,611.03,47938.5,3034.17,1973.58,15,2023-09-28
C10154,4327-7364-6648-5510,18361.58,540.23,480.45,755.48,17905.58,14138.33,8032.28,33,2023-11-03
C10155,1219-2049-4753-4552,13301.48,333.42,92.71,1052.02,29151.71,920.11,656.85,26,2024-05-24
C10156,4490-4450-7354-9211,16946.5,787.67,342.04,1737.5,8467.28,3858.41,1665.9,30,2023-05-06
C10157,4648-8170-4815-4535,11224.88,4167.0,3671.21,2933.65,29269.72,1238.33,880.28,6,2023-08-25
C10158,9648-0482-9415-5921,8506.29,1486.31,184.53,1478.82,24581.27,7526.0,7322.4,8,2023-11-19
C10159,9515-8477-0638-3543,1168.17,1981.91,226.64,369.4,45793.38,1002.17,683.05,3,2023-06-28
C10160,7752-5076-0789-4844,14651.94,2877.49,2176.69,686.71,44312.12,3539.93,2972.88,27,2024-03-12
C10161,0514-0486-0583-1779,12144.76,1709.44,1307.55,128.09,34845.93,9365.24,3926.93,24,2024-05-29
C10162,4664-5065-0953-0792,15235.53,3914.63,3061.15,1171.46,24232.64,5944.08,1704.67,7,2023-03-28
C10163,1094-2575-3074-5299,9049.64,1741.81,213.09,564.14,13764.73,7907.46,6634.64,32,2024-12-29
C10164,9556-4121-4587-3283,7156.96,1272.6,337.56,2689.91,49439.52,6955.33,603.82,14,2024-01-15
C10165,8220-0455-4087-8916,14016.86,3624.84,1228.98,2458.4,5103.37,3895.06,3817.89,1,2024-02-07
C10166,0585-7148-8556-0865,1331.97,655.11,84.34,1365.77,43758.06,544.28,317.6,3,2023-02-21
C10167,3929-8714-1091-0889,7482.92,950.14,283.34,2033.86,30285.36,2860.51,1924.22,13,2024-01-19
C10168,2167-2344-5330-3190,8749.69,3924.81,1377.57,1903.53,12010.09,2537.68,92.58,28,2023-06-21
C10169,5981-4581-2859-2830,8583.52,3508.7,204.98,709.28,20779.95,4231.0,556.73,18,2024-03-13
C10170,6182-3171-1056-2278,4729.38,2098.05,954.08,1503.54,37737.55,3329.03,1920.24,3,2024-09-07
C10171,4774-2966-2921-5657,14767.69,3314.26,105.82,1317.67,32322.01,8280.36,7295.42,17,2024-03-25
C10172,1285-6651-3966-5871,7594.47,3865.56,3654.94,1238.3,21602.74,3351.38,208.27,35,2024-02-06
C10173,8173-2448-1315-3998,1870.31,2235.95,35.46,1217.7,47272.41,757.31,503.26,23,2023-02-22
C10174,9429-8867-6304-6993,14747.0,1620.77,21.43,612.63,19066.57,12038.61,1573.47,29,2023-06-29
C10175,9693-2777-1470-2477,14007.44,2085.82,1906.79,1839.56,42488.69,4461.22,2460.0,15,2024-11-03
C10176,7215-4357-3438-7632,12187.69,2557.36,821.54,2943.09,12390.91,9780.34,3148.98,33,2024-04-07
C10177,9077-4413-2385-0677,10572.32,573.52,182.68,1899.02,43181.16,1343.74,654.81,22,2023-01-11
C10178,9505-3685-0114-3733,13565.83,513.79,119.54,2482.47,27212.64,10316.45,4632.08,36,2024-04-08
C10179,1144-2708-2530-0911,16225.49,3563.7,55.64,2283.63,8977.32,6188.54,4907.02,21,2024-11-16
C10180,1921-8388-2373-4132,566.99,3957.07,1731.11,1982.77,47242.91,391.34,252.65,24,2023-06-25
C10181,1959-6111-7490-0971,7008.98,1756.92,597.89,661.58,6443.92,391.97,63.13,28,2024-03-16
C10182,1852-7658-5542-6870,3031.2,263.15,201.57,48.85,36760.7,2095.64,1885.1,7,2024-01-19
C10183,5470-7887-2012-5882,7528.62,3816.48,2989.51,1420.39,41306.56,2606.85,1883.05,5,2023-06-02
C10184,4937-1904-2522-0297,12597.4,2263.0,74.15,281.14,38088.27,4985.89,662.75,5,2023-07-25
C10185,7265-2838-6963-5020,13673.04,2751.88,2337.7,756.21,42971.21,8552.54,6337.74,5,2024-12-09
C10186,3329-3992-5074-8560,9420.17,1309.81,566.49,416.0,12555.2,6531.85,5844.3,36,2024-01-18
C10187,6553-8260-8673-4573,14847.71,3125.89,279.27,1462.47,39108.92,2381.03,1742.47,21,2024-01-01
C10188,3226-0248-5465-5833,15959.67,3189.99,2301.11,2840.57,45954.07,14587.56,5462.05,32,2024-05-20
C10189,6608-2871-6452-5715,7376.14,4537.06,4298.35,1302.25,47861.81,3744.07,996.91,14,2023-09-11
C10190,6635-6632-2132-9266,7525.49,1639.42,850.81,610.04,30725.86,1491.9,1447.8,6,2023-10-14
C10191,8066-4738-0173-7028,18957.85,1107.3,326.13,517.68,40308.58,5518.02,1932.16,7,2023-10-27
C10192,9194-5441-4827-9420,13999.92,2081.02,1561.59,2568.61,24451.95,8648.41,4135.7,4,2023-10-23
C10193,2548-8686-6433-3774,17429.86,1168.67,509.24,1697.9,28229.52,2107.96,963.05,26,2023-06-29
C10194,5207-2425-5766-8516,634.57,4445.16,603.42,2019.41,48069.82,462.86,126.41,30,2023-01-01
C10195,8338-2859-9931-2055,8210.12,535.17,244.45,884.57,41158.56,2136.33,193.59,24,2024-04-14
C10196,7948-4000-7163-6950,12324.12,1123.37,641.83,1014.83,39511.15,114.31,30.75,7,2024-11-17
C10197,1545-4036-7020-5899,13954.11,4329.61,4301.91,228.73,49255.5,5017.2,2990.94,32,2023-01-16
C10198,9589-5800-5816-2561,10945.45,1715.6,764.37,560.06,42416.47,7496.46,6570.83,26,2024-06-20
C10199,3369-2494-6165-4131,15175.59,1325.23,169.94,2883.86,15276.04,14094.97,4677.84,3,2023-07-05
C10200,3778-8127-8369-7212,10984.74,2120.42,1228.26,1709.3,41009.79,6891.07,1428.07,14,2024-04-10
C10201,4127-9956-8137-9902,6362.23,515.02,99.51,2283.61,46139.08,909.75,33.14,36,2023-04-19
C10202,8872-3616-1410-1242,2219.68,2233.58,3.13,689.63,43992.16,773.9,55.71,13,2023-06-05
C10203,0778-6223-1664-6817,7915.71,3181.28,2935.62,2076.75,19436.96,7321.68,2631.93,5,2023-12-04
C10204,9105-5794-4500-3709,7155.35,3089.86,1399.33,1059.49,25909.77,5081.17,2847.18,10,2023-05-23
C10205,3365-6085-2320-3573,16248.49,1970.26,1026.75,1444.25,20071.66,15034.54,5676.22,5,2023-08-21
C10206,3515-6758-2406-4243,7459.0,1793.53,1683.42,1022.75,37760.0,5147.13,5003.97,6,2023-02-10
C10207,8045-4144-1155-9447,7496.34,895.76,340.47,663.28,7069.75,6128.01,5974.18,24,2024-08-25
C10208,8169-4688-3550-6462,13860.23,4442.1,1849.45,1528.73,46176.64,13270.42,2450.66,34,2023-01-01
C10209,2871-4790-9384-7749,12192.37,3260.97,3201.52,2179.96,5963.04,3148.15,2600.99,5,2024-02-12
C10210,4958-1906-6541-6787,16961.22,2022.89,763.11,1697.11,46939.7,15138.26,4542.5,35,2023-07-05
C10211,3767-7350-6007-3593,17748.49,1815.53,801.49,820.26,16768.58,10750.68,4354.15,4,2023-07-30
C10212,5234-0432-8330-7839,888.44,3329.55,1854.82,2805.51,36006.6,617.45,593.22,19,2023-09-19
C10213,9180-9751-2094-9204,12260.61,1869.63,1094.32,2347.74,10727.68,7972.87,956.37,12,2023-09-01
C10214,0699-8149-9980-7577,3033.67,1697.74,1528.49,1465.27,45552.79,2686.28,888.03,22,2023-10-01
C10215,1940-2743-5813-4358,1237.99,4630.23,2264.54,720.26,37827.02,421.78,332.52,20,2024-04-28
C10216,0989-6584-5031-9260,12020.71,798.32,173.51,1206.43,14919.9,6187.66,4559.06,29,2024-05-10
C10217,5176-9811-6683-7242,17665.68,4219.29,1072.65,1231.73,7892.92,4179.09,2594.17,29,2024-10-26
C10218,7144-3531-5708-3941,1427.84,926.55,72.68,2094.47,9325.71,845.88,495.96,8,2024-06-18
C10219,3533-5715-8985-3221,18150.2,2750.91,2650.95,2678.74,49010.51,14348.96,2091.35,27,2024-03-07
C10220,8892-4106-4653-4432,11068.97,1005.53,279.25,1993.92,43414.58,4352.84,2940.83,27,2023-08-12
C10221,6202-1576-9490-3089,6893.56,311.07,201.56,2578.3,47410.54,3657.61,2681.96,18,2023-04-17
C10222,8242-2877-1264-4509,10654.4,854.93,70.81,718.48,35431.41,3034.45,2544.66,27,2023-02-24
C10223,1343-6723-5744-9403,11448.06,1146.29,596.62,566.45,37458.02,6967.52,4725.98,14,2024-11-17
C10224,0306-3191-7126-9700,11053.66,469.04,380.69,2333.28,43796.24,7245.73,6970.05,9,2023-05-28
C10225,3812-1009-0896-8847,5259.01,4342.04,1914.59,2074.19,11700.77,958.37,506.27,20,2023-09-16
C10226,8114-0242-1847-3568,16263.73,3654.94,2608.32,881.65,6951.61,12675.93,7768.46,15,2023-02-19
C10227,3303-6250-9435-5644,1662.06,2099.15,821.66,2071.05,6491.22,1406.8,946.13,24,2024-12-31
C10228,3561-5728-0740-9607,19664.94,2215.54,1694.39,1815.03,5106.12,3676.32,2273.53,20,2023-01-14
C10229,6272-4247-8659-7752,2009.99,1268.81,9.35,2146.18,24511.66,582.1,71.33,27,2024-12-18
C10230,5182-4921-7033-8780,8128.5,3594.08,3132.83,1954.99,27270.13,3676.63,2974.57,3,2023-05-06
C10231,6108-6226-0609-4082,10818.78,1912.82,316.02,648.2,8646.79,5440.65,4717.37,17,2024-07-20
C10232,5044-0323-7208-4224,19957.41,4865.35,2653.99,625.44,42177.49,17501.25,7661.64,19,2023-04-26
C10233,2700-3830-4941-1419,16615.3,2359.4,550.14,279.37,5371.73,602.92,354.03,17,2023-09-24
C10234,6495-7393-4657-5520,13246.61,2075.18,785.29,2430.09,27893.94,8107.53,5247.84,5,2024-10-08
C10235,8579-1628-3770-6130,6564.07,504.96,33.59,593.7,28626.76,6413.95,4596.46,4,2024-08-01
C10236,8377-0666-4570-8357,19829.8,3792.41,2458.0,1000.21,45281.01,12766.74,4147.52,7,2024-02-12
