CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
C10046,3282-8890-5214-1731,13934.55,1068.33,802.73,1029.01,32850.34,2675.2,1334.54,13,2023-01-08
C10047,8232-0611-7916-6046,5324.15,2116.55,1915.7,1467.72,22213.42,2450.78,1188.92,5,2024-12-09
C10048,8682-0653-2698-7421,3666.47,1236.21,1216.06,2387.62,13941.06,2659.78,386.33,9,2023-09-30
C10049,1190-7431-7544-9142,7902.06,3667.76,3010.23,2642.17,27270.45,5139.27,4124.74,22,2023-01-14
C10050,0813-1399-7303-5545,9088.85,2634.92,226.81,2990.37,20788.77,1494.94,358.07,23,2024-08-13
C10051,2753-0398-3100-1696,4984.1,2493.14,386.03,9.98,12899.33,207.8,54.52,26,2023-03-16
C10052,1214-4569-1985-9343,11748.77,2047.07,582.89,1737.18,7606.33,688.21,241.59,14,2023-08-10
C10053,6845-6150-9222-9238,5470.76,4003.76,2595.48,2016.22,9573.21,4597.8,1808.26,13,2023-08-21
C10054,2517-4768-2832-8769,19816.48,1995.51,188.41,2903.36,7584.43,7897.12,5351.22,36,2023-04-13
C10055,7811-1777-6104-7660,7764.65,1820.05,46.26,656.98,23491.08,6478.87,2049.11,28,2023-11-16
C10056,6367-9016-6983-8245,5129.45,483.74,57.08,471.84,31503.61,1992.95,776.3,34,2023-05-09
C10057,2745-9792-9108-6166,1035.64,4651.87,1159.08,2088.27,21019.91,712.06,299.58,16,2024-06-04
C10058,9299-2619-5477-0701,8653.3,1110.77,1052.29,102.63,23339.77,7877.21,3935.1,31,2023-02-16
C10059,3014-3595-9016-1982,16174.73,1017.26,265.85,311.0,19211.24,14702.52,7966.99,21,2023-04-28
C10060,7253-1366-3137-7368,12617.07,4621.46,1399.89,1599.21,31812.42,9374.61,3098.98,35,2024-12-25
C10061,2434-3224-1768-8758,13144.66,4656.06,2646.21,2602.61,16936.22,12896.75,2163.66,26,2023-10-31
C10062,7176-1209-2198-8524,12316.31,3191.74,2026.73,355.53,12017.43,4095.17,3939.27,20,2024-04-15
C10063,8168-6290-2018-5076,16143.49,646.61,214.3,803.96,27314.25,1721.27,464.76,25,2024-06-28
C10064,4156-1307-9223-8680,11229.26,1797.15,1518.41,1648.78,18414.71,2081.52,1782.14,14,2024-08-22
C10065,2276-0182-5347-0572,6950.97,3009.31,2385.43,970.37,5855.04,4978.24,1420.62,10,2023-08-23
C10066,8100-0309-6742-1821,15851.94,2414.4,1026.07,1518.73,14636.95,7773.21,6358.16,29,2023-11-17
C10067,7694-5133-5934-6551,15251.49,4811.21,4288.26,55.63,6853.35,13559.18,6766.65,3,2024-02-28
C10068,3933-0310-0923-1508,8542.93,3499.78,377.05,170.23,18337.05,8385.45,3318.37,32,2024-01-24
C10069,3377-0659-7391-2652,7319.13,2111.68,1270.27,2072.72,9648.13,3642.4,3363.12,35,2023-07-28
C10070,9861-0565-7917-0318,18308.44,3848.26,654.85,897.31,45681.61,12280.91,10308.79,13,2024-07-02
C10071,4603-7655-1417-6040,8020.8,4344.7,3244.08,2114.08,41032.57,6514.34,3308.22,18,2024-04-26
C10072,3354-7118-3920-4445,7373.86,1376.77,126.11,2871.73,6682.32,4230.15,3073.63,27,2024-10-15
C10073,4600-6781-8454-2614,7723.24,988.52,105.67,2211.82,39437.04,7531.56,3816.91,28,2024-01-07
C10074,1717-0359-7639-8007,9728.32,2077.64,508.1,557.8,47756.42,5892.85,3086.81,5,2024-01-23
C10075,8180-0752-8543-1859,8680.55,1587.02,270.64,575.03,8009.8,79.08,61.52,9,2024-01-08
C10076,2801-7203-0006-5331,16217.98,4408.08,3778.51,1930.46,16985.85,14806.06,8853.08,2,2024-11-08
C10077,7071-6863-5845-0637,15735.95,2526.59,1490.77,204.62,44931.85,5772.15,3592.08,14,2024-10-04
C10078,0821-4142-4744-9677,4771.16,3433.55,3138.32,588.97,5535.63,739.85,635.09,12,2024-12-15
C10079,8359-5372-9729-6046,5806.81,2726.66,1476.78,2162.67,44349.33,2378.13,273.88,9,2024-01-21
C10080,0632-4106-7220-6944,1934.61,1045.42,740.33,2413.59,19926.03,825.16,347.83,14,2023-12-29
C10081,8149-8037-9324-8113,3591.02,1873.48,1059.36,619.97,14392.01,2336.64,1530.7,5,2023-02-13
C10082,3104-0182-6351-0839,2518.1,412.03,374.57,1111.9,13442.86,2477.99,351.23,15,2024-05-31
C10083,2629-8798-5643-8953,6551.61,3529.77,842.71,1567.43,15822.31,868.38,434.76,8,2023-02-12
C10084,3764-7300-4402-0040,18998.75,4079.71,1503.5,2009.46,14845.53,15014.8,6070.08,27,2023-12-09
C10085,0313-8531-6725-8736,13370.51,4950.31,1605.82,2270.99,8675.29,8499.54,4189.79,12,2023-10-11
C10086,6009-5815-7522-9715,5901.5,4544.77,1744.15,482.68,33507.28,605.13,447.99,18,2023-03-13
C10087,3865-1987-2982-8361,7392.57,1612.99,19.59,176.38,21416.38,6893.34,1629.59,13,2024-03-28
C10088,6198-5752-1461-0564,8480.48,2023.28,1730.88,1250.74,27298.71,192.23,118.37,25,2024-04-10
C10089,6656-0990-5899-2750,10442.6,2666.61,662.22,305.75,15910.47,1892.12,64.4,12,2023-09-22
C10090,7917-5005-4191-1966,7746.4,1183.47,724.48,1168.84,19794.54,2103.45,730.8,8,2023-03-15
C10091,9096-0515-7789-7567,14050.63,4538.53,739.41,573.39,38075.69,1613.77,522.91,10,2023-01-02
C10092,5743-2727-4002-8297,17986.57,3042.19,1631.43,608.39,43214.74,11057.35,6096.68,13,2024-10-30
C10093,0748-4568-4494-0745,12958.54,1880.13,243.0,2859.36,35608.81,12675.07,6631.3,16,2023-06-18
C10094,8866-0573-7957-8346,7590.44,1668.53,584.62,1022.01,40306.2,1794.42,769.61,22,2023-09-22
C10095,4859-6600-5640-9322,4811.95,1166.41,540.73,2370.12,6110.24,3377.02,1660.86,26,2024-07-20
C10096,0945-6485-0055-9306,13163.12,4237.07,2110.22,86.0,29262.79,685.07,568.48,11,2023-01-13
C10097,0207-0446-4593-0116,5493.62,4317.93,1852.27,2093.32,37033.33,1932.5,1234.49,3,2023-05-14
C10098,2387-5095-2159-7546,10177.01,814.62,636.88,1153.53,49277.15,9729.32,1343.35,5,2024-07-12
C10099,7120-3435-6269-2319,7635.59,1146.44,428.73,602.62,42518.77,3493.1,125.11,33,2023-10-11
C10100,2134-7159-8196-6562,11044.06,4314.91,1590.75,1070.3,8369.37,5140.74,4343.3,28,2023-06-30
C10101,9096-5234-1967-3937,9009.88,3125.24,2105.58,2928.28,12523.31,4466.33,3297.85,1,2023-01-28
C10102,6282-8614-8038-2458,1585.68,1221.78,144.19,1964.0,5198.93,230.0,215.39,4,2023-06-22
C10103,9164-7375-9191-1699,17763.19,580.94,424.02,2010.07,7662.2,17498.25,2409.34,14,2023-11-10
C10104,2005-6372-2553-6262,3677.8,4509.78,1333.49,1958.52,24698.96,3437.51,325.53,23,2024-07-14
C10105,6811-8177-3386-6920,4354.72,2616.88,2345.11,1753.09,23838.74,2013.92,925.3,22,2023-03-23
C10106,0656-5896-9841-2782,500.84,2843.63,1359.38,1945.56,19028.27,485.11,144.6,12,2024-03-14
C10107,1951-3763-2055-6820,7580.1,3785.52,1172.06,1646.72,40052.2,3315.02,2436.3,27,2024-03-22
C10108,0463-0551-7511-0396,7743.41,3268.04,959.72,1503.96,31544.49,901.27,128.41,7,2023-10-08
C10109,7252-6070-7023-3807,11274.37,2324.96,1411.21,1033.1,43553.57,2260.21,1287.93,1,2024-11-09
C10110,9801-2788-4096-1648,1777.82,2318.79,688.57,2076.65,19211.84,796.65,128.75,14,2023-05-03
C10111,6679-4539-4253-7663,8672.6,2484.47,2003.24,1639.68,49068.79,8317.59,6425.97,16,2023-03-29
C10112,5795-1282-6654-8069,3963.14,390.31,359.4,678.65,33296.67,2985.05,2456.52,32,2024-12-04
C10113,1137-5298-8835-6539,8566.24,4738.14,3088.6,2194.09,20934.66,106.86,24.09,18,2023-01-28
C10114,8409-7133-4206-7221,6128.31,2923.76,156.48,1005.71,27871.17,4785.64,3541.56,9,2024-10-29
C10115,8248-2764-3722-3321,11538.7,3231.63,1465.43,2674.54,13722.42,9801.84,4392.42,25,2023-07-04
C10116,8310-8805-2970-0413,9994.3,1353.78,1326.66,1500.04,46771.25,3742.02,14.47,19,2024-12-04
C10117,3625-1774-1087-6550,5731.27,2130.9,239.1,1147.11,21767.92,3468.74,554.16,2,2024-05-10
C10118,1731-5585-6549-8373,14854.75,4692.2,3456.84,1978.78,34071.67,13094.54,1687.99,8,2023-09-03
C10119,7689-8821-3290-2235,11484.92,4765.95,4570.2,365.4,30521.94,6690.13,315.45,2,2023-09-18
C10120,3379-4174-5840-5027,16440.84,543.59,146.71,1362.88,13858.23,14950.38,14636.43,29,2023-01-22
C10121,1128-2973-3122-5710,15575.99,964.99,642.29,2474.11,29840.96,6906.72,5096.15,15,2024-06-11
C10122,9301-8099-8703-5087,11707.87,3082.68,2281.11,1341.03,23885.82,8028.74,6560.84,33,2024-03-05
C10123,8601-0427-1261-1715,16189.8,3128.92,1780.38,2710.06,36650.36,14840.75,10473.89,33,2024-12-15
C10124,1385-9006-8507-3759,8358.62,2810.2,2149.21,1451.88,5440.74,5546.87,1042.96,12,2023-10-15
C10125,1475-1618-2063-0885,5123.03,2658.25,2281.09,2386.97,14561.24,316.39,302.4,36,2024-05-14
C10126,9985-2850-8752-9948,728.98,2341.04,794.83,1843.75,35851.99,588.54,323.56,14,2024-03-12
C10127,1261-4886-1563-7568,17096.88,1485.37,1036.03,37.96,47561.0,2948.9,706.21,35,2024-05-06
C10128,2352-5302-6625-2062,8330.49,410.38,248.71,1125.59,18857.59,7618.64,1246.84,30,2023-01-05
C10129,1775-0383-0016-7160,16960.94,440.31,322.04,2833.15,25726.61,6858.53,4389.8,36,2024-11-17
C10130,8430-6228-5763-4471,19013.14,1850.97,1782.49,2536.83,21482.44,7224.5,6100.24,11,2023-07-03
C10131,2053-7377-7312-2029,16726.66,2306.36,2180.69,43.18,8883.48,7317.77,6973.26,27,2024-12-27
C10132,5208-8528-6241-6884,7330.74,1253.63,746.41,2116.95,41472.58,6511.96,3515.05,34,2024-06-14
C10133,0787-8587-2500-1318,1076.09,4585.3,1971.35,164.48,34287.39,463.79,397.03,23,2023-06-24
C10134,7551-7205-2037-1815,1169.09,1961.06,1444.64,226.56,23444.69,860.17,73.74,32,2023-12-04
C10135,5613-9726-3537-3350,4447.3,4789.01,2152.89,857.17,42523.48,4117.18,2785.05,23,2024-12-22
C10136,5720-4311-0391-0524,19632.65,2138.21,959.15,2435.5,34306.26,15891.41,4209.24,5,2024-01-19
C10137,6291-1911-8943-6696,6285.46,463.4,405.78,2395.95,28468.1,5702.03,2089.06,33,2024-08-26
C10138,2094-9220-6745-0083,3423.79,2709.0,1897.06,2235.83,16600.06,1029.44,190.24,28,2023-11-29
C10139,3023-8748-4178-6131,15960.0,1886.58,483.23,1335.12,49115.71,11549.3,11317.55,10,2024-08-25
C10140,7634-5223-9260-6946,9585.39,3756.76,341.93,347.25,7213.4,627.73,556.2,25,2024-09-05
C10141,3565-6455-1001-2834,18212.13,4123.54,297.27,2690.86,48773.96,1419.11,246.64,10,2024-10-28
C10142,4919-4468-8294-5577,4012.88,4227.92,3596.24,2239.37,45277.93,79.23,36.54,1,2023-09-12
C10143,4514-6095-0927-3885,14825.36,1084.05,388.71,1271.69,13926.75,10067.23,7653.27,23,2024-11-05
C10144,8279-8889-9227-5754,3687.59,1776.11,413.07,2661.05,23442.76,692.94,567.78,22,2023-06-19
C10145,5760-0330-2713-6118,18876.24,2833.03,2828.35,2868.77,33783.23,12220.65,3196.67,5,2024-01-10
C10146,0375-3342-8776-0089,4588.84,4416.7,3498.12,1919.16,5683.52,2096.6,1773.06,3,2024-06-26
C10147,8552-2894-8979-0260,12501.56,2347.54,2189.7,2959.24,39071.28,10794.17,1524.39,36,2023-12-01
C10148,8673-4930-5041-3924,2753.68,122.09,4.89,1962.19,37844.94,1480.63,1058.48,18,2023-12-29
C10149,6850-1082-4405-0454,4300.21,3069.0,3002.75,2054.12,25876.41,2686.48,939.24,15,2023-03-19
C10150,6259-1024-5831-0056,17885.27,3719.74,2353.3,765.11,42834.42,5083.79,1549.29,26,2024-09-15
C10151,3952-7682-6011-2888,6988.65,782.04,544.0,2147.26,14661.79,1148.02,30.07,29,2023-09-28
C10152,2094-9664-3098-5830,19925.8,995.03,436.66,532.99,32610.07,16242.97,584.61,14,2024-12-07
C10153,4422-2273-1531-2806,16188.41,1998.54,41.64,2972.42,48330.3,8505.69,2629.98,30,2023-01-07
C10154,5721-3232-8508-6582,18824.18,2799.59,1958.96,301.44,36766.96,1831.84,906.18,13,2023-02-03
C10155,8998-2479-6468-9852,13668.43,4891.14,1086.53,1108.47,47214.1,5454.83,4801.36,16,2024-08-06
C10156,6357-7601-2203-6262,5287.22,4486.59,3314.86,2417.75,19406.85,2876.92,1527.04,6,2023-08-10
C10157,0197-9130-2000-2534,4288.31,4607.28,3919.13,92.16,39556.83,783.18,559.78,34,2023-04-20
C10158,3610-1124-3929-9329,7674.56,414.85,69.61,2467.63,21016.44,2160.91,1909.98,30,2024-05-19
C10159,5459-2302-3434-8690,8470.13,389.45,217.09,1637.1,20773.34,2539.09,1615.44,25,2023-01-05
C10160,1748-5981-7514-6080,9349.73,599.24,439.22,1882.03,31438.65,3862.52,3475.71,17,2023-09-05
C10161,9130-7200-3964-5636,6533.91,4700.75,3208.17,687.98,32621.79,5335.0,3914.15,8,2024-11-07
C10162,0384-6604-6030-4159,14632.64,2078.32,553.83,862.24,47307.88,4257.21,3154.98,13,2024-09-23
C10163,5272-5543-2412-2120,10744.88,112.24,10.8,2129.01,44545.15,9957.72,5983.68,30,2024-10-23
C10164,6195-7790-2558-9471,1337.38,151.86,92.0,2005.5,17720.19,408.44,293.66,15,2023-02-27
C10165,6400-1899-2185-0472,6199.79,203.11,101.87,912.85,34318.38,1124.33,937.34,5,2024-08-08
C10166,2328-7565-4443-3085,10230.14,4832.85,3732.11,1666.88,9838.32,3827.46,3665.12,4,2024-06-10
C10167,4711-1004-8660-2080,7287.05,2792.73,373.49,1439.77,28915.93,5459.72,1294.33,12,2024-10-31
C10168,4217-1812-3575-1025,18952.12,4515.93,3208.43,484.21,39468.81,9296.07,3003.03,14,2023-04-13
C10169,1372-1312-8597-4911,9298.69,1626.76,839.17,2205.4,35486.07,336.01,115.76,10,2023-03-04
C10170,2812-5246-7350-4802,17496.69,1415.26,317.84,756.22,7937.37,8412.03,786.45,20,2024-07-14
C10171,5538-5054-1668-3075,11125.14,1831.73,902.69,798.21,31622.66,2457.53,1143.09,14,2024-10-18
C10172,3333-9217-0398-7230,14741.41,4285.88,3685.62,2473.66,14997.99,9825.62,7297.07,16,2024-04-23
C10173,2041-0186-9219-7146,8108.91,1651.15,1460.39,2665.41,15563.29,7294.03,5438.98,14,2024-12-28
C10174,1903-3462-2130-2423,9929.66,2130.08,2043.69,160.75,36166.88,8798.1,6288.83,9,2023-03-16
C10175,8336-1073-0893-5050,3242.7,1872.33,347.31,1687.44,5015.86,1688.32,791.0,3,2024-07-19
C10176,1581-1900-7121-4853,9348.69,1881.62,976.98,344.59,39458.02,4071.59,2018.28,29,2023-04-13
C10177,1078-3913-0944-6941,8275.54,4048.37,968.13,1784.42,48290.9,853.96,394.44,34,2024-05-19
C10178,4619-4452-6914-1687,17568.42,3660.58,385.2,2877.9,36786.03,12466.82,7458.54,10,2023-05-14
C10179,0431-1913-9767-9741,15973.19,2871.01,79.36,1441.14,7818.35,3024.16,1163.03,32,2023-08-11
C10180,5670-0066-9773-2200,15908.79,439.53,196.18,2205.5,35639.67,11453.17,8434.81,14,2024-07-11
C10181,4933-3984-8852-8190,12059.52,4806.59,2179.68,2426.58,31629.53,1667.94,722.37,11,2024-11-22
C10182,5213-2198-4961-9125,17801.42,1934.6,535.99,2070.85,16252.38,10122.79,3089.7,11,2024-08-14
C10183,8997-0275-2836-4112,16114.3,935.89,263.09,2074.69,6460.07,163.43,60.06,32,2023-02-22
C10184,2095-9619-1364-5260,3076.93,2567.17,2034.11,1463.54,27451.28,3031.53,2558.41,25,2024-10-21
C10185,9752-0839-9909-5962,7810.29,2494.57,1447.91,2086.98,15035.61,4515.86,3343.82,33,2023-06-04
C10186,5891-1532-6104-3879,9152.39,105.36,4.48,1642.9,32414.22,6692.74,5402.25,33,2024-09-16
C10187,4826-2107-9762-3292,12750.85,2898.02,1141.81,1765.54,43744.94,11490.53,6741.63,3,2023-09-30
C10188,5676-6979-8447-4622,9737.13,1795.82,746.17,2274.77,17806.75,9426.57,4047.28,1,2023-12-01
C10189,5460-5069-4514-2987,13728.77,1392.88,1068.92,1634.65,12612.94,10193.8,616.23,3,2024-05-29
C10190,2469-6428-6611-7165,19390.96,4412.52,3653.36,960.3,19630.19,19254.9,6647.34,28,2024-02-12
C10191,6117-4088-9200-8166,9585.22,3820.95,1730.28,199.42,15158.67,5173.33,2062.4,1,2024-06-17
C10192,4487-4454-3252-2271,4181.38,1831.26,84.37,2502.19,14504.59,1439.73,1152.39,25,2024-01-24
C10193,6262-0199-4304-6744,4626.1,2990.45,1617.17,339.32,40102.54,2233.36,973.68,15,2024-03-04
C10194,9877-9873-6001-1689,12839.82,4896.91,3234.13,590.9,19316.04,10293.81,8717.89,30,2024-08-26
C10195,0513-5975-0401-1019,10843.39,4986.91,2418.77,1784.49,8319.32,4607.69,2676.0,6,2023-06-12
C10196,2289-5004-7813-2084,8240.77,597.16,516.28,978.17,44579.05,5042.11,3644.94,11,2023-09-28
C10197,8103-4345-7971-6434,722.43,448.63,292.15,2229.53,20940.75,197.59,54.16,29,2024-07-27
C10198,6465-1435-7163-1494,3060.04,3846.12,893.2,1982.52,46834.53,1844.28,1075.55,32,2024-06-26
C10199,3631-8955-4394-8844,5470.6,4882.08,545.39,2668.31,40001.34,5324.32,763.79,29,2023-10-24
C10200,0089-2654-7544-8676,16216.41,895.43,630.27,616.76,42155.49,5041.34,2131.52,25,2024-02-02
C10201,5077-1263-3491-3244,15733.36,1551.2,567.61,398.25,27904.13,6713.97,4666.38,31,2024-03-21
C10202,1761-5038-9812-9871,4492.11,342.87,152.23,2787.4,34314.72,674.64,46.65,32,2023-12-09
C10203,3926-8554-5485-1418,5160.7,2559.02,1482.39,2234.5,15864.67,2553.24,2349.49,9,2024-08-17
C10204,4100-2605-3754-5062,14978.42,2765.13,27.22,1466.99,46542.11,11789.91,6289.0,33,2023-05-29
C10205,0411-0253-7316-1689,4035.78,1042.72,868.22,1948.91,9945.45,1637.02,220.46,10,2024-01-31
C10206,2059-6365-1070-0390,5747.42,3543.05,3192.61,2018.8,22776.86,4042.82,2335.46,20,2024-10-04
C10207,5480-0225-1181-1771,12396.77,528.18,60.54,910.76,33915.46,8097.58,6560.33,31,2023-04-06
C10208,8079-6590-0006-4848,11310.26,1497.49,637.42,2872.72,44831.36,3180.55,1793.27,17,2024-08-30
C10209,0183-1296-1837-7229,9076.05,3891.66,2924.78,709.87,5570.18,7260.82,5610.71,23,2024-12-17
C10210,4923-0990-5497-5752,6581.37,1309.31,861.22,2535.11,23232.57,3898.55,3723.57,1,2023-09-13
C10211,2232-8567-2679-4098,18265.32,1121.59,109.73,1132.66,11230.99,2769.58,2696.23,24,2024-04-30
C10212,7096-3404-9277-8230,3021.55,1186.33,432.17,1756.76,12645.51,1977.38,118.51,23,2023-07-02
C10213,4962-3055-1831-5695,17305.44,2803.78,32.46,1740.72,43353.33,3672.06,2671.64,26,2024-06-12
C10214,7101-6831-7466-2807,13733.67,3735.76,1112.14,1442.11,45599.11,10752.18,2220.0,15,2023-05-22
C10215,6103-1384-6892-7850,2782.44,3962.86,2085.21,2666.94,7090.96,365.08,97.36,15,2023-11-14
C10216,6257-8274-6637-8191,14808.15,221.89,138.49,1254.01,28843.65,11452.91,575.88,34,2023-06-09
C10217,4861-9569-1088-2028,13388.96,511.02,114.83,2692.5,45665.59,4297.05,3569.2,20,2023-03-31
C10218,8982-0264-3388-4311,2970.36,888.21,526.66,347.3,22650.54,2275.17,37.66,28,2023-08-09
C10219,3483-3239-6242-8817,13467.69,4440.71,2304.71,574.88,25710.04,11775.81,7729.33,1,2024-10-22
C10220,4053-1278-9108-3490,13523.58,2423.7,187.69,729.94,40030.66,8950.71,8517.18,7,2024-01-01
C10221,5225-7842-2699-3052,1409.69,1268.61,1166.41,2125.14,23554.42,161.42,79.89,27,2024-07-21
C10222,2563-0952-3894-6566,1443.66,882.52,24.89,520.48,21918.36,577.68,327.66,33,2024-03-20
C10223,6211-9705-7124-9928,19441.65,1781.96,1263.22,2646.85,39791.66,18883.77,7229.54,18,2024-11-19
C10224,3789-3433-1126-4561,19372.41,4533.32,1107.42,2205.18,18333.85,6572.91,2745.92,20,2023-05-03
C10225,0089-7852-1360-7369,7576.3,4502.53,376.24,1844.98,19148.59,3076.77,814.35,9,2024-01-19
C10226,1948-5954-8289-9948,8899.15,1479.44,269.94,2339.46,20577.92,6840.04,155.13,22,2023-06-01
C10227,1882-6685-8807-8050,8645.54,3700.77,3352.59,1498.31,33414.21,4745.8,995.87,2,2024-11-18
C10228,9644-3439-9517-5899,19198.56,2738.09,1329.84,2505.43,46871.73,15546.33,281.29,12,2023-06-06
C10229,1112-0253-4666-1290,2622.38,2916.42,1650.43,1991.36,15232.19,825.88,344.3,1,2023-08-15
C10230,1235-0941-9648-3167,6035.04,2256.55,987.99,1302.94,42239.84,4721.96,3947.25,8,2023-03-29
C10231,3913-1783-9854-2414,2043.79,2125.51,800.26,1943.07,9389.93,1526.8,1452.73,18,2024-03-09
C10232,4631-6377-0284-6724,10509.88,2192.51,1275.18,2296.93,36124.77,982.86,25.07,21,2023-06-04
C10233,3938-6685-8843-0050,18412.61,1859.12,535.39,345.36,24730.73,486.97,462.64,31,2024-10-05
C10234,1806-8770-5181-5972,1292.5,235.66,140.23,1219.35,45356.82,511.78,199.16,17,2023-02-15
C10235,2398-7298-9397-0973,17159.53,3122.06,440.21,2062.11,39180.21,13390.94,5402.41,35,2024-06-18
C10236,3020-6136-0198-6181,7140.1,2933.35,134.56,2773.12,48901.09,5538.35,1109.17,16,2023-08-24
