customer_id,customer_name,order_date,amount
295,James Mcconnell DDS,2023-06-09,664.24
118,Lori Perry,2023-12-17,79.22
370,Garrett Castillo,2022-12-12,173.19
147,Elizabeth Marquez,2023-01-03,895.16
245,Linda Jenkins,2023-04-12,766.08
443,Sandra Allen,2022-11-25,490.07
255,Edward Jones,2023-08-16,25.15
223,Nicholas Ball,2022-07-08,116.16
316,William Camacho,2023-03-21,58.39
367,Todd Wagner,2023-09-05,138.58
318,Tiffany Payne,2022-01-26,544.11
405,Todd Davis,2022-03-18,996.81
447,Sandra Clayton,2022-04-02,422.26
480,Derrick Mendoza,2022-05-14,148.47
132,Karen Smith,2022-08-08,546.44
182,Cindy Morales,2022-06-04,826.55
306,Francisco Randall,2022-09-21,958.64
20,Victor West,2023-06-23,813.22
354,Brandi Wallace,2022-04-22,845.65
466,Sarah Proctor,2022-01-29,197.05
97,Jeremy Craig,2023-09-10,236.05
120,Jennifer Herrera,2023-02-10,175.3
417,Bryan French,2022-12-24,160.38
447,Ashley Long,2022-07-22,327.6
498,Paula Johnson,2022-09-24,843.43
457,Kevin Oliver,2023-11-03,988.64
146,Robert Rodriguez,2022-06-17,192.77
188,Diane Walsh,2022-02-12,939.69
314,Ross Salazar,2022-06-29,57.74
470,Aaron Foster,2023-08-18,281.11
45,Drew Cantu,2022-08-19,300.43
463,Michelle Hines,2022-12-03,116.79
72,George Ferguson,2022-11-02,825.73
112,Nancy Young,2023-05-04,389.73
437,Jennifer Lucero,2023-10-15,327.7
60,Victoria Chandler,2022-09-05,83.27
47,April Johnson,2023-08-20,278.87
321,Roger Rodriguez,2023-12-19,989.89
384,Terri Henry,2023-12-07,396.67
397,Theresa Whitehead,2022-02-15,995.72
411,Mr. Richard Lawrence,2022-08-23,168.47
483,April Stevenson,2023-04-13,354.86
78,Larry Hill,2022-01-08,369.31
359,Charles Burke,2022-09-27,475.42
333,Joshua Smith,2022-02-05,258.64
90,Sarah Johnson MD,2023-08-08,742.1
411,Nicholas Harmon,2023-07-13,981.72
37,Matthew Wood,2022-08-21,630.02
249,Raymond Krueger,2023-01-06,317.14
282,Daniel Brown,2022-06-13,626.45
336,Ronald Morales,2022-01-03,673.47
247,James Williams,2023-10-24,958.11
7,Susan Rivers,2023-04-27,598.51
278,Jose Bentley,2023-03-08,919.9
213,Sarah Mills,2022-09-11,709.11
442,James Lane,2022-05-25,385.79
192,Angelica Crawford,2022-12-02,662.4
488,Brittany White,2023-12-07,900.03
216,Brenda Stone,2022-06-06,910.62
420,Daniel Roberts,2022-02-24,479.6
80,Jennifer Foster,2022-08-27,867.61
310,Roy Hurst,2022-12-18,688.74
181,Jared Munoz,2022-02-12,602.93
386,Allen Kidd,2022-11-17,315.39
64,Emily Garcia,2023-04-08,706.32
418,Douglas Nunez,2023-11-15,959.13
253,Debra Nunez,2022-02-09,260.2
58,Philip Paul,2022-09-12,389.32
444,Tracy Williams,2022-11-15,427.62
87,Joseph Evans,2023-09-26,529.97
367,Jose Lewis,2022-03-29,659.88
57,Brandon Francis,2022-12-20,252.08
488,Ryan Murphy,2022-04-28,24.63
156,Nicholas Smith,2023-02-28,145.83
393,Christopher Castaneda,2022-02-09,716.78
295,Mark Olsen,2023-02-02,896.24
14,Nicholas Powell,2023-05-09,750.45
92,Gary Collins,2022-10-28,568.92
298,Bethany Edwards,2023-01-15,519.69
75,Jerry Richards,2022-09-15,494.75
110,Autumn Pratt,2022-05-30,719.8
56,Susan Lloyd,2023-10-08,241.1
329,Brittney Taylor,2023-12-29,330.63
28,Alexandra Gonzalez,2022-07-08,961.98
194,Cody Howe,2022-06-30,54.62
156,Richard Kelley,2022-06-08,384.35
493,Kathryn Raymond,2022-09-08,560.95
263,Jeffrey Evans,2022-02-04,832.78
405,Aaron Haynes,2022-10-02,260.9
398,Samuel Sims,2022-05-12,648.85
66,Brooke Smith,2023-01-14,323.7
428,Scott Terrell DDS,2022-01-13,293.18
150,Dillon Bruce MD,2023-01-26,85.23
172,Joy Caldwell,2022-08-30,903.74
151,George Hernandez,2022-02-01,740.48
295,Patrick Mayo,2022-09-04,465.74
72,Dr. Bruce Donaldson II,2022-12-09,298.5
373,Rachel Ramirez,2023-12-16,423.5
388,Charles Becker,2023-06-10,590.19
205,Zachary Evans,2022-05-15,572.52
180,Joshua Owen,2022-08-30,188.61
424,Jason Kim,2022-04-14,926.18
223,Ashley Cruz,2023-07-09,389.34
302,Raymond Richardson,2023-10-02,77.97
149,Scott Young,2023-10-01,461.75
389,Scott Hicks,2023-03-11,452.58
375,Nathan Sawyer,2023-11-16,135.72
205,Michelle Bishop,2023-10-02,996.12
500,James Sanders,2023-08-07,116.92
330,Rhonda Henson,2022-01-09,362.47
109,Stephanie Moss,2023-03-30,644.8
474,Patrick Gaines,2023-09-07,382.32
127,Angela Evans DVM,2022-10-07,508.91
3,Jennifer Elliott,2023-03-13,746.24
302,Gregory Barker,2022-01-21,566.67
254,Rebecca Johnson,2022-04-05,942.5
156,Walter Copeland,2022-02-23,554.79
428,Diana Tucker,2022-05-14,933.62
212,Kim Henderson,2022-03-25,105.7
244,Aaron Harmon,2023-05-22,617.22
197,Victoria Hunter,2023-03-23,36.85
202,Nathan Marquez,2022-03-05,515.94
47,Brendan Walsh,2023-07-17,971.68
317,Pamela Fisher,2022-05-20,104.42
274,Kimberly Wolfe,2022-07-01,572.91
242,Catherine Thomas,2023-01-15,848.14
429,Terrance Strickland,2022-10-10,706.91
56,Danny Macias,2022-01-22,772.81
279,James Lucero,2023-07-17,191.51
285,Anna Stafford,2023-02-12,161.06
141,Alexander Smith,2023-04-08,595.04
495,Nicole Gillespie,2022-10-23,787.62
388,Megan Miller,2023-03-24,511.25
475,Jennifer Kramer,2023-06-20,772.42
266,Ashley Flores,2022-03-14,409.03
328,Amanda Ramirez,2022-05-17,245.65
492,Christine Griffith,2023-09-04,281.71
306,Jeffrey Landry,2022-07-26,128.81
32,Javier Brown,2023-02-15,667.96
349,Amanda Duncan,2022-05-06,675.35
125,Anthony Horne,2023-04-07,326.7
281,Donna Ramsey,2023-12-11,821.61
107,Joshua Holt,2022-07-17,176.59
405,Danielle Richards,2023-05-05,557.81
276,Richard Morris,2022-04-18,597.49
166,Stephanie Conner,2022-04-17,577.96
495,Gregory Rowland,2023-12-09,152.07
298,Katie Jenkins,2022-07-23,135.75
186,Jill Atkins,2023-04-02,916.26
235,Kevin Young,2023-02-26,819.41
212,Tina Wyatt,2023-10-29,432.0
274,Jorge Lindsey,2023-11-07,843.45
1,Anthony Hamilton,2023-06-24,656.98
179,Tara Jones,2022-11-01,458.48
156,Melissa Frost,2022-11-16,920.48
432,Chad Rivera,2023-04-10,488.47
328,Kevin West,2023-07-14,579.44
421,Laura Richard,2022-08-27,693.27
59,Elizabeth Sanders,2022-09-29,327.11
159,Renee Brown,2023-11-01,140.29
177,Christina Smith,2023-03-27,91.16
344,Mitchell Rogers DDS,2022-03-19,930.94
25,Summer Vega,2023-02-23,366.54
281,Ethan Brown,2023-10-17,967.87
258,Tiffany Gonzalez,2023-02-18,770.47
442,Mark Smith,2023-10-26,545.79
388,Warren Chaney DDS,2022-05-14,547.47
308,Timothy Hernandez,2022-02-06,875.15
74,Laura Johnson,2023-08-25,192.67
47,Seth Kim,2023-01-30,917.61
62,Matthew Gardner,2023-09-20,729.92
211,Thomas Wise,2023-10-05,736.89
272,Cynthia Graham,2023-02-14,19.26
320,Lisa Michael,2022-04-26,477.89
230,Michelle Bell,2023-05-03,56.3
120,Meredith Daniel,2023-10-11,41.64
151,Joshua King,2023-08-31,60.34
122,Kimberly Brown,2023-10-05,484.98
270,Emily Williams,2023-01-29,510.36
162,Lauren Martinez,2023-05-13,170.68
385,Robert Davis,2023-10-23,344.38
182,Sabrina Obrien,2022-08-24,762.06
49,Katie Phillips,2022-01-02,396.91
98,Linda Mcdowell,2023-10-09,973.42
291,Kimberly Boyer,2022-08-28,315.24
478,Brandon Brown,2022-08-07,230.5
395,Adrian Hernandez,2023-04-24,753.61
161,Christine Lawrence,2022-07-06,519.99
13,Stephanie Kennedy,2023-10-06,762.83
402,Daniel Proctor,2022-05-13,870.86
299,Collin Sandoval,2022-05-09,457.63
257,Michael Sims,2022-04-12,893.85
461,Laura Palmer,2023-01-04,356.72
293,Melissa Powell,2022-01-22,466.29
197,Roy Wallace,2023-05-31,664.54
324,Mr. David Gregory,2022-09-17,704.09
104,Eric Singh,2023-10-05,725.7
255,Lori Dyer,2022-09-10,145.83
42,Linda Santos,2023-12-10,471.29
446,Robyn Chavez,2023-06-27,266.66
227,Sandra Rogers,2022-06-26,670.67
247,Kenneth Chavez,2023-05-22,345.32
393,Dawn Brooks,2022-07-23,82.29
404,Kenneth Barry,2023-02-17,384.21
249,Jacob Smith,2022-01-26,874.44
166,Kathryn Ramirez,2022-10-03,976.61
407,Marissa Price,2023-11-02,173.87
229,Steven Banks,2023-04-24,416.23
338,Rhonda Peterson,2023-01-03,993.2
464,Joel Figueroa,2022-05-29,364.85
327,Kimberly Huber,2023-05-12,245.46
306,Richard Thomas,2022-06-10,717.38
123,Kristen Clark,2022-12-24,933.79
488,David Johnson,2023-08-31,651.43
284,Mr. Gregory Black,2022-05-25,492.16
376,Tracy Herring,2023-01-06,391.79
230,Paula Williams,2023-01-13,291.08
126,Kristi Perez,2022-09-07,377.74
129,Vanessa Terrell,2023-04-26,752.81
354,Tyler Robinson,2022-08-22,936.01
382,Jeffrey Powell,2023-12-11,274.38
337,Chad Bryan,2023-03-20,522.31
490,Thomas Smith,2023-04-24,635.85
358,Michele Richardson,2023-09-08,705.4
28,Arthur Lucero,2023-10-23,921.13
214,Edward Mckinney,2023-12-17,53.5
131,Joel Davis,2022-10-25,929.61
411,Jacqueline Carter,2023-03-22,238.17
82,Terri Davis,2023-08-17,226.87
371,Julia Munoz,2023-05-02,820.63
233,Garrett Wilkins,2022-03-02,308.57
454,Taylor Kelly,2022-06-13,424.7
431,Justin Huff,2022-04-24,579.02
470,Jamie Simmons,2022-12-16,91.63
468,Molly Rogers,2023-04-20,465.25
466,Justin Guerrero,2023-06-09,811.81
366,Calvin Sanders,2022-03-18,494.58
223,Robert Shaw,2022-08-05,704.66
330,Randall Morgan,2022-08-05,357.15
193,Sean Edwards,2023-10-22,999.15
268,Mark Jensen,2022-09-04,967.91
29,Angel Ramirez,2023-07-11,627.13
13,Robert Graves,2022-11-26,885.92
154,Carl Watts,2023-11-21,802.41
366,Scott Murphy,2022-03-11,22.92
225,Jaime Thompson,2022-02-17,888.6
353,Ryan Haynes,2023-03-30,345.18
209,Calvin Johnson,2023-03-03,314.24
181,Robert Chavez,2022-12-23,118.59
4,Thomas Smith,2022-09-17,409.34
359,Kimberly Jones,2023-05-19,990.41
198,Lindsey Ball,2023-08-17,350.61
352,Brittany Diaz,2023-10-19,535.18
111,Kyle Kline,2023-10-07,550.84
376,Carly Gonzales,2023-02-28,596.01
223,Carol Scott,2022-06-12,803.8
455,Jennifer Shepherd,2023-03-20,950.73
86,Rachel Yang,2022-05-05,178.38
419,William Duncan,2022-06-10,851.8
315,Kelly Schneider,2023-07-16,864.1
411,Bradley Watson,2023-11-20,849.48
423,Alison Fowler,2023-03-15,117.51
286,Margaret Park,2023-11-18,733.31
387,Nicole Chase,2022-08-04,150.03
345,Rebecca Parker,2023-06-16,971.78
81,Christine Kennedy,2022-01-31,661.95
329,Zachary Smith,2022-06-24,352.12
89,David Peterson,2023-06-13,160.19
433,Eric Hernandez,2022-08-25,936.94
179,Cory Smith,2023-03-13,585.1
383,David Warner,2022-12-12,184.5
160,Samuel Hernandez,2023-03-15,598.87
26,Linda Maldonado,2023-03-08,628.61
151,Kristopher Hall,2023-08-23,891.52
252,Ashley Brooks,2022-07-23,971.36
498,Tanya Smith,2022-09-13,734.5
224,Kenneth Anderson,2023-02-04,100.25
212,Brandon Taylor,2022-01-27,434.08
440,Fred Simmons,2023-01-25,394.78
1,Teresa Lopez,2022-03-11,455.56
204,Bradley Cunningham,2023-06-25,920.88
61,Cindy Patterson,2023-10-07,661.76
339,Tricia Walsh,2022-12-08,374.41
301,Jerry Johnson,2023-12-13,629.22
336,Christine Hodges,2023-06-23,483.93
275,Brittany Jones,2022-03-03,960.55
292,Monica Alexander,2023-06-20,147.23
36,Alexander Sanford,2022-10-30,491.57
98,Kenneth Garcia,2022-04-21,835.93
217,Russell Wilson,2022-02-04,211.69
316,Anna James,2022-08-04,284.41
337,Elizabeth Campbell,2023-02-24,622.81
90,Nathan Miller,2023-04-17,163.31
278,Terrance Welch,2022-10-04,939.2
401,Daniel Carlson,2023-07-18,567.7
7,Danielle Park,2023-10-22,708.03
331,Mrs. Yesenia Christian,2022-03-30,914.31
399,Mark Dominguez,2022-06-26,820.77
313,Shirley Flores,2023-03-25,331.19
295,Christian Smith,2022-01-16,858.69
111,Tamara Patel,2022-12-23,102.89
193,Deborah Nguyen,2022-03-11,612.66
69,Larry Ford,2022-01-22,453.87
200,Anthony Porter,2023-05-23,782.05
284,Dawn Foster,2022-12-12,930.51
136,Sarah Smith,2022-08-09,120.13
442,Keith Conrad,2023-09-04,265.22
104,Melinda Davidson,2022-11-16,676.36
14,John May,2023-11-03,252.29
324,Dustin Savage,2022-03-30,842.59
453,Kyle Norman,2023-06-10,436.93
435,David Blevins,2023-04-11,91.23
367,Christy Barber,2022-01-26,540.91
177,Nicole Wyatt,2022-12-01,830.92
208,James Swanson,2023-10-06,586.25
414,Randy Norris,2022-08-21,794.86
426,Michael Fisher,2022-01-04,882.31
350,Chad Hubbard,2022-07-17,13.94
108,Eddie Jones,2023-03-08,156.12
487,Ryan Lee,2023-09-23,82.96
229,Judith Horne,2023-06-20,671.27
275,Jessica Boyd,2023-02-19,756.56
119,Kimberly Terry,2022-03-23,929.78
158,Raymond Baker,2022-07-24,768.06
161,Sean Price,2023-01-11,241.47
328,Casey Johnston,2022-02-04,684.64
55,Alan Powell,2023-05-06,83.24
251,Garrett Vega,2022-06-29,28.36
258,Victor Walker,2022-07-27,784.42
185,Theodore Graves,2022-10-14,160.49
268,Joseph Allen,2022-06-14,30.67
381,Teresa Caldwell,2022-05-08,913.52
187,Jerry Miller,2023-05-07,347.49
128,Sarah Hernandez,2023-03-31,504.7
395,Mrs. Stephanie Lopez,2022-03-17,725.57
44,Edward Hurley,2023-08-26,992.13
291,Brenda Murphy,2022-05-15,468.14
27,James Perez,2022-04-30,807.26
425,Chase Ward,2023-09-09,221.01
122,Kyle Brown,2022-07-26,688.43
306,Patricia Campos,2022-12-29,157.65
202,Martin Fowler,2023-09-11,719.77
455,Christina Casey,2022-11-12,200.82
372,Kevin Wagner,2022-05-18,987.42
409,Dr. Jamie Lopez,2023-10-03,432.74
76,Gregory Cohen,2022-08-29,868.57
493,Travis Johnson,2022-10-14,30.46
91,Jose Robles,2022-08-28,696.95
330,Johnathan Walsh,2022-05-15,327.03
487,Kevin Berger,2022-09-08,557.96
390,Krista Sweeney,2022-11-22,568.36
256,Tina Baird,2022-01-25,402.64
396,Kimberly Patton,2022-08-23,986.28
380,Robert Moore,2022-06-12,808.92
13,Jonathan Kelly,2022-04-14,989.98
252,Phyllis Hardy,2022-02-28,648.09
231,Sandra Carter,2022-02-16,281.59
15,Ruben Kim IV,2022-02-22,621.28
311,Steve Sims,2023-01-19,572.49
124,Rachel Henderson,2022-08-23,251.27
192,Erin May,2022-02-21,517.0
469,Marco Smith,2023-11-22,380.11
154,Bradley Hayes,2022-10-11,411.29
376,Alan Reed,2023-09-26,746.0
339,Richard Hernandez,2023-09-29,395.71
436,Breanna Wilson DDS,2023-12-06,492.84
381,Kari Martin,2023-06-10,14.82
482,Deborah Lee,2022-02-28,668.18
294,Todd Brown,2022-02-10,970.13
464,Kimberly Smith,2022-03-14,126.78
105,Christopher Nelson,2022-08-22,68.73
118,James Black,2022-02-01,435.38
432,Billy Riley,2023-01-01,282.19
350,Jasmine Matthews,2022-07-04,563.62
17,Mason Sparks,2023-11-28,136.41
154,Dawn Bishop,2023-05-21,690.23
61,Joshua Carroll,2022-12-27,143.21
378,Ruben Gilbert,2023-05-21,296.25
24,Danny Moody,2023-10-06,334.54
420,Douglas Keith,2022-05-08,564.24
109,David Farrell,2022-01-11,179.86
354,Christine Evans,2023-04-17,464.4
203,Linda Baker,2023-07-08,835.44
499,James Alexander,2023-07-14,810.6
203,Nathan Hunt,2022-09-08,763.57
485,Jared Olson,2022-07-04,781.25
313,Amy Howard,2023-04-26,502.54
52,Mackenzie Franco,2023-05-17,404.53
194,Kurt Richard,2022-01-14,188.28
479,David Gonzalez,2023-02-26,975.17
194,Kristina Bolton,2023-02-22,650.18
82,Raymond Rodriguez,2023-03-05,107.27
369,Aaron Christian,2023-10-30,199.3
167,Ariana Robinson,2023-05-05,600.9
71,Jeremiah Alvarado,2022-08-15,74.12
308,Shannon Sims,2022-01-10,225.19
142,John Robertson,2023-11-28,854.17
124,Terry Lewis,2023-05-02,435.72
398,Emily Mendoza,2022-09-08,944.93
119,Crystal Smith,2023-03-25,602.24
195,Jacob Bean,2022-02-24,535.92
317,Sherry Powell,2022-08-06,814.57
35,Audrey Garza,2022-10-11,96.0
340,Julie Nelson,2023-03-20,413.42
123,Raymond Hardin,2023-06-05,188.51
416,Cheyenne Morse,2023-03-23,715.73
250,Shannon Harrison,2023-03-24,910.8
7,Elizabeth Koch,2022-09-18,633.38
474,Victoria Jones,2023-03-25,785.98
328,Ann Thomas,2023-09-21,285.45
52,Troy Smith,2022-10-12,321.42
470,Whitney Nelson,2022-10-01,362.25
301,Nicholas Smith,2022-09-01,261.5
482,Beverly Montoya,2023-04-03,667.4
63,Tammy House,2022-09-23,417.55
383,Gene Gibson,2022-03-12,332.92
461,Mr. Jeremy Moore,2023-01-01,388.93
194,Austin Watkins,2023-11-19,339.35
199,Vicki Weber,2023-04-06,917.76
465,Frank Carroll,2023-02-12,547.0
419,Thomas Martin,2022-06-05,68.6
17,Stacey Zhang,2022-03-29,499.17
333,Tracy May,2023-04-30,813.72
60,Amanda Miranda,2022-02-19,664.07
113,Eddie White,2023-05-06,796.82
395,Dawn Downs,2022-03-10,651.19
129,Donald Sanchez,2023-04-05,510.31
470,Felicia Bryant,2023-06-29,334.38
434,Michael Hart,2023-06-01,561.73
319,Tracy Zhang,2022-05-20,654.38
419,Erica Gray DDS,2023-12-10,516.17
488,Paul Hart,2022-03-25,725.0
429,Mr. Gary Mata,2022-06-25,384.45
145,Curtis Gardner,2023-12-03,933.1
35,Curtis Blake,2022-08-10,499.5
421,Suzanne Sloan,2023-03-16,668.63
33,Adam Brown,2022-08-11,986.28
231,James Cervantes,2023-11-17,358.34
337,James Brown,2023-08-02,555.56
155,Dana Hopkins MD,2022-05-23,201.29
174,Austin Pruitt,2023-08-15,709.01
408,Angela Richards DVM,2022-01-07,44.06
178,Jeffery Myers,2022-09-25,409.26
414,Sean Carlson,2022-11-21,904.11
97,Emma Clark,2023-08-20,233.38
59,Laura Howard,2022-02-05,131.12
442,Matthew Martinez Jr.,2023-04-22,896.55
246,Tara Mathews,2023-08-21,557.53
453,Sarah Carter,2023-09-20,871.79
346,Sierra Bond,2023-07-30,221.18
332,Charles Holder,2022-11-29,176.62
48,David Jones,2023-06-10,855.81
397,Brian Mcconnell,2023-12-18,780.56
474,Ricardo Freeman,2022-01-12,113.13
297,Eric Hayes,2023-12-09,685.16
399,Richard Garcia,2023-04-15,222.88
357,Megan Brown,2023-02-21,529.9
301,Rachel Smith,2022-05-26,125.33
453,Samantha Thomas,2022-08-06,771.9
173,Jeffrey Green,2023-07-06,399.43
285,Carol Jackson,2023-07-05,513.19
69,Alicia Lewis,2022-01-04,177.91
262,Jermaine Acosta,2022-11-20,401.14
474,Sandra George,2023-01-29,922.33
218,Sandra Miles,2023-12-23,716.72
285,Ashley Smith,2022-07-31,41.43
459,Jeffrey Jones,2022-12-23,63.66
100,Kyle Erickson,2022-04-20,492.85
207,Tracy Smith,2022-03-06,307.33
499,Shane Moore,2022-08-27,243.52
335,Sean Flores,2023-08-10,432.64
332,Andrea Collier,2022-10-13,665.91
488,Douglas Morales,2023-09-18,169.64
413,Autumn Nguyen,2022-04-05,564.66
188,Mary Banks,2022-01-04,572.39
147,Ann Fernandez,2023-05-26,519.02
49,Ashley Salinas,2023-08-08,68.55
132,Karen Hayes,2022-08-08,504.49
288,Tracey Ford,2022-10-14,433.35
425,Danny Martin,2023-04-03,797.63
340,Nancy Mcdowell,2023-10-25,399.0
167,Gina Welch,2022-10-18,425.91
66,Aaron Hernandez,2023-06-28,743.55
68,Jennifer James,2022-09-17,840.69
176,Antonio Fox,2022-01-27,950.86
402,Tina Kelley,2023-11-02,228.84
112,Jose Rodriguez,2023-05-19,701.62
398,Jordan Love,2023-08-25,501.5
485,Albert Smith,2022-04-29,860.72
316,Karen Bender,2023-03-03,723.83
275,Alexander Waller,2022-08-18,79.48
283,Sarah Richardson,2023-04-27,954.88
276,Adam Bartlett,2023-02-26,861.65
498,Nancy Perez,2022-11-28,146.28
203,Joseph Rojas,2023-10-31,189.92
461,Ashley Barr,2023-12-01,846.68
81,Michael Perez,2023-12-01,371.79
22,Paige Harris,2023-03-15,18.08
107,Claire Rivera,2022-01-04,934.99
89,Mary Williams,2022-06-07,366.3
376,Andrew Noble,2022-01-16,463.31
476,Eric Patel,2022-04-23,502.31
54,Jonathan Russell,2022-01-30,954.99
271,Teresa Moody,2023-09-06,800.83
367,Michael Bradford,2023-07-28,745.72
471,Christopher Rodgers,2022-01-07,718.66
64,Tina Moore,2023-09-01,505.37
342,Jason Sanders,2022-12-20,697.77
63,Felicia Phelps,2022-04-28,893.86
457,James Mcdaniel,2022-07-01,645.44
59,Anthony Goodwin,2023-11-09,980.89
229,Cheryl Harrison,2023-10-11,364.79
376,Michael Paul,2022-02-14,221.77
270,Leah Rodriguez,2022-10-13,359.55
18,Raymond Sanchez,2022-08-30,41.64
428,Rachael Johnson,2022-07-08,198.31
343,Christina Franco,2022-08-19,833.18
144,Robert Lopez,2023-10-18,840.12
81,John Hudson,2023-11-12,192.85
439,Allen Hardin,2023-10-04,876.77
94,Joseph Jensen,2023-01-20,100.93
23,Melissa Bell,2023-04-15,598.5
283,Matthew Chen,2023-08-30,475.27
103,Adam Holmes,2022-06-25,767.77
421,Cynthia Edwards,2023-04-16,896.15
264,Sean Mills,2023-02-18,991.81
175,Cynthia Johnson,2022-07-23,81.6
138,William Franco,2022-07-28,385.54
391,Steven Davis,2023-08-01,987.63
405,Lawrence Carter,2023-09-08,525.84
271,Sarah Davenport,2022-01-17,938.53
209,Preston Humphrey,2023-09-11,770.98
376,Adriana Williamson,2022-07-17,414.34
315,Mrs. Kim Sullivan,2022-05-28,51.52
54,John Johnson,2023-04-18,601.54
352,Timothy Zuniga,2022-12-18,806.89
36,Richard Sullivan,2022-08-19,149.24
104,Lori Brown,2023-03-25,979.18
219,Thomas Wu,2023-07-16,376.5
80,Steven Holder,2022-01-23,818.18
391,Anita Martinez,2022-11-07,579.67
421,Stephanie Gonzalez,2023-12-27,10.53
296,Amanda Nichols,2023-08-25,226.82
223,Hannah Hughes,2022-03-13,712.29
319,Mariah Moore,2022-09-04,558.3
89,William Brown,2023-02-06,49.9
75,Alexis Smith,2022-12-21,338.98
429,Justin Holt,2022-07-08,143.97
31,Robert Jackson,2022-09-21,412.75
343,Lisa Smith,2022-03-28,279.75
407,Gregory Morris,2023-12-11,338.54
253,Lisa Simmons,2023-06-11,736.55
229,Madison Dillon,2022-09-05,990.11
435,Brian Washington,2022-04-03,30.55
249,John Green,2023-02-25,300.49
277,Donald Davila,2023-08-24,946.91
369,Tracy Jensen,2023-06-07,855.89
193,Tonya Brown MD,2022-01-28,355.94
153,Christian Johnson,2022-10-29,725.18
164,Andrew Armstrong,2022-05-26,967.46
407,James Williams,2023-09-29,40.6
218,Kim Brown,2023-04-17,537.59
